original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
CEREBELLUM,Cerebellum,1,2,Cerebellum,1.0000,Cerebellum<;>Posterior Cranial Fossa,0.7332,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.6726,Brain,0.6713,Left<;>Cerebellum,0.6683
CEREBELLUM/POSTERIOR FOSSA,Cerebellum<;>Posterior Cranial Fossa,1,2,Cerebellum<;>Posterior Cranial Fossa,0.9469,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.8779,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.8527,Posterior Cranial Fossa,0.8234,Pons Varolii<;>Cerebellum<;>Posterior Cranial Fossa,0.8020
"CEREBELLUM/POSTERIOR FOSSA,FRONTAL LOBE",Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9338,Cerebellum<;>Posterior Cranial Fossa,0.7864,Posterior Cranial Fossa,0.7318,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.7314,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.7195
"CEREBELLUM/POSTERIOR FOSSA,HIPPOCAMPUS,OTHER LOCATIONS NOS,SPINAL CORD- THORACIC,TEMPORAL LOBE,THALAMUS",Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.7931,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.6678,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.6491,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.6200,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.6089
"CEREBELLUM/POSTERIOR FOSSA,MENINGES/DURA,SPINAL CORD- CERVICAL,SPINAL CORD- THORACIC,VENTRICLES",Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.8521,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.7774,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.7262,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.7135,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.6607
"CEREBELLUM/POSTERIOR FOSSA,OPTIC PATHWAY,OTHER LOCATIONS NOS,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS",Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,2,2,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.7550,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.7530,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.6140,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.6047,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.6037
"CEREBELLUM/POSTERIOR FOSSA,OTHER LOCATIONS NOS",Cerebellum<;>Posterior Cranial Fossa,1,2,Cerebellum<;>Posterior Cranial Fossa,0.7031,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.6726,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.6417,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.6267,Cerebellum,0.6009
"CEREBELLUM/POSTERIOR FOSSA,SPINAL CORD- CERVICAL,SPINAL CORD- LUMBAR/THECAL SAC,SPINAL CORD- THORACIC",Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.8507,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.7727,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.7645,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.6633,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.6341
"CEREBELLUM/POSTERIOR FOSSA,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9198,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.8815,Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.7824,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.7478,Cerebellum<;>Posterior Cranial Fossa,0.7399
"CEREBELLUM/POSTERIOR FOSSA,VENTRICLES",Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9244,Cerebellum<;>Posterior Cranial Fossa,0.8166,Brain Ventricle,0.7994,Pons Varolii<;>Cerebellum<;>Posterior Cranial Fossa,0.7575,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.7249
CERVICAL,Cervical,1,2,Cervical,1.0000,Cervix Uteri,0.8548,Uterus<;>Cervix Uteri,0.8410,Neck,0.8257,Cervical Spinal Cord,0.7565
CERVIXUTERUS,Cervix Uteri,2,2,Uterus<;>Cervix Uteri,0.7618,Cervix Uteri,0.7468,Right<;>Cervix Uteri,0.6941,Cervical,0.6613,Cervical Spinal Cord,0.6338
CHEST,Chest,1,2,Chest,1.0000,Thorax,0.9048,Chest Wall,0.8901,Right<;>Chest Wall,0.7433,Chest Wall<;>Head,0.7240
CHEST - CHEST WALL,Chest Wall,1,2,Chest Wall,0.9741,Chest,0.8996,Thorax,0.8154,Right<;>Chest Wall,0.8002,Left<;>Chest Wall,0.7651
CHEST - LUNG/PLEURA,Chest<;>Lung<;>Pleura,3,2,Lung<;>Pleura,0.8395,Pleura,0.8283,Chest<;>Lung<;>Pleura,0.8100,Chest,0.7581,Peripheral Lung,0.7325
CHEST - MEDIASTINUM,Mediastinum,1,2,Mediastinum,0.9555,Mediastinum<;>Lung,0.8933,Anterior Mediastinum,0.8787,Chest,0.7710,Chest Wall,0.7577
CHEST - OTHER PLEASE SPECIFY,Chest,1,2,Chest,0.6821,Chest Wall,0.6258,Thorax,0.6114,Right<;>Chest Wall,0.5529,Lung,0.5349
CHEST WALL,Chest Wall,1,2,Chest Wall,1.0000,Chest,0.8901,Right<;>Chest Wall,0.8135,Thorax,0.8057,Left<;>Chest Wall,0.7767
CHEST WALL METASTASIS,Chest Wall<;>Metastasis,1,2,Chest Wall<;>Metastasis,0.9694,Skin<;>Chest Wall<;>Metastasis,0.8799,Right<;>Chest Wall<;>Metastasis,0.8238,Lung<;>Metastasis,0.6599,Breast<;>Metastasis,0.6469
"CHEST WALL, LEFT",Left<;>Chest Wall,1,2,Left<;>Chest Wall,0.9757,Left<;>Mediastinum,0.7496,Left<;>Pleura,0.7289,Chest Wall,0.7156,Left Lung,0.7071
"CHEST WALL, RIGHT",Right<;>Chest Wall,1,2,Right<;>Chest Wall,0.9761,Right<;>Abdominal Wall,0.7841,Chest Wall,0.7673,Chest,0.7240,Right<;>Pleura,0.6965
"CHEST WALL, RIGHT RIBS SIX AND SEVEN",Chest Wall<;>Rib 6<;>Rib 7,1,2,Chest Wall<;>Rib 6<;>Rib 7,0.8400,Left<;>Rib 6,0.6235,Right<;>Pleura,0.6022,Right<;>Chest Wall,0.5736,Right<;>Lung<;>Pleura<;>Diaphragm,0.5048
CHEST WALLHEAD,Chest Wall<;>Head,1,2,Chest Wall<;>Head,0.6626,Chest Wall,0.6215,Sternum,0.5826,Chest,0.5539,Right<;>Chest Wall,0.5294
CHIN,Mentum,5,2,Mandible,0.7004,Tongue,0.5963,Maxilla,0.5913,Neck,0.5672,Mentum,0.5651
CIRCULATING TUMOR CELLS,Circulating Tumor Cell Count,1,2,Circulating Tumor Cell Count,0.9306,Metastasis,0.5049,Metastatic,0.4710,Colorectal,0.4561,Blood,0.4241
CNS,Central Nervous System,1,2,Central Nervous System,0.8454,Brain,0.7168,Spinal,0.6345,Head and Neck,0.6158,Head,0.6126
CNS METASTASIS,Central Nervous System<;>Metastasis,1,2,Central Nervous System<;>Metastasis,0.9340,Metastatic,0.6629,Metastasis,0.6585,Distant Metastasis,0.6313,Lung<;>Metastasis,0.6098
COLON,Colon,1,2,Colon,1.0000,Colorectal,0.8120,Left Colon,0.7497,Right Colon,0.7371,Ascending Colon,0.7125
COLORECTAL CANCER,Colorectal,1,2,Colorectal,0.9019,Colon,0.7447,Right Colon,0.6250,Rectum,0.6022,Left Colon,0.5637
CORACOID METASTASIS,Scapula<;>Metastasis,1,2,Scapula<;>Metastasis,0.7295,Chest Wall<;>Metastasis,0.6225,Upper<;>Back<;>Metastasis,0.6099,Perinephric<;>Metastasis,0.6009,Elbow Joint<;>Metastasis,0.5946
CORPUS CALLOSUM,Corpus Callosum,1,2,Corpus Callosum,1.0000,Central Lobe,0.6150,Cerebral Cortex,0.5892,Thalamus<;>Cerebral Cortex,0.5610,Body of Stomach,0.5415
CORTICAL,Cerebral Cortex,1,2,Cerebral Cortex,0.9288,Thalamus<;>Cerebral Cortex,0.7123,Brain,0.6499,Parietal,0.6262,Skull,0.6212
CUL DE SAC,Recto-Vaginal Pouch,1,2,Recto-Vaginal Pouch,0.6954,Cecum,0.5931,Rectum<;>Middle,0.5657,Vagina,0.5624,Presacral,0.5618
DESCENDING COLON,Descending Colon,1,2,Descending Colon,1.0000,Ascending Colon,0.8431,Transverse Colon,0.8402,Right Colon,0.7979,Left Colon,0.7964
DIAGNOSIS CANCER BONE,Bone,1,2,Bone,0.6270,Vertebra<;>Metastasis,0.4982,Bone Marrow,0.4609,Metastasis,0.4493,Distant Metastasis<;>Limb,0.4371
DIAGNOSIS CANCER LOC AXILLARY LN,Axillary Lymph Node,4,2,Left<;>Axillary Lymph Node,0.5539,Right<;>Axillary Lymph Node<;>Metastasis,0.5530,Axillary<;>Soft Tissue<;>Metastasis,0.5308,Axillary Lymph Node,0.4998,Lymph Node<;>Metastasis,0.4853
DIAGNOSIS CANCER LOC BRAIN,Brain,2,2,Central Nervous System<;>Metastasis,0.6150,Brain,0.5011,Distant Metastasis<;>Head and Neck,0.4653,Central Nervous System,0.4640,Distant Metastasis<;>Limb,0.4563
DIAGNOSIS CANCER LOC BREAST,Breast,3,2,Breast<;>Metastasis,0.6565,Skin<;>Breast<;>Metastasis,0.5870,Breast,0.5569,Local-Regional<;>Distant,0.4638,Chest Wall<;>Metastasis,0.4584
DIAGNOSIS CANCER LOC CHEST WALL,Chest Wall,3,2,Chest Wall<;>Metastasis,0.6756,Skin<;>Chest Wall<;>Metastasis,0.6445,Chest Wall,0.6072,Left<;>Chest Wall,0.5470,Right<;>Chest Wall<;>Metastasis,0.5457
DIAGNOSIS CANCER LOC LIVER,Liver,4,2,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.5795,Left Lobe of the Liver<;>Right Lobe of the Liver,0.5050,Kidney<;>Liver<;>Retroperitoneum<;>Upper<;>Abdominal,0.4919,Liver,0.4883,Retroperitoneum<;>Upper<;>Abdominal<;>Kidney<;>Liver,0.4841
DIAGNOSIS CANCER LOC LUNG,Lung,2,2,Lung<;>Metastasis,0.6257,Lung,0.5168,Central Lung,0.5044,Kidney<;>Lung<;>Metastasis,0.4904,Left Lung,0.4825
DIAGNOSIS CANCER LOC OTHER LN,Lymph Node,99,2,Lymph Node<;>Metastasis,0.5506,Distant Metastasis<;>Limb,0.5464,Local-Regional<;>Distant,0.5095,Distant Metastasis,0.4716,Limb<;>Regional Lymph Node,0.4685
DIAGNOSIS CANCER LOC OVARY,Ovary,1,2,Ovary,0.5915,Left<;>Ovary,0.5245,Ovary<;>Uterus<;>Rectum,0.4703,Distant Metastasis<;>Limb,0.4550,Right<;>Ovary,0.4537
DIAGNOSIS CANCER LOC PLEURAL EFFUSION,Pleural Effusion,1,2,Pleural Effusion,0.5869,Left<;>Pleural Effusion,0.5251,Pericardial Effusion,0.5195,Pleural Fluid,0.5158,Pelvic Peritoneum<;>Peritoneal Effusion,0.4767
DIAGNOSIS CANCER LOC SKIN,Skin,4,2,Skin<;>Metastasis,0.6525,Metastatic Malignant Neoplasm in the Skin,0.6517,Skin/Subcutaneous Tissue<;>Metastasis,0.6126,Skin,0.5773,Skin/Subcutaneous Tissue,0.5227
DIAPHRAGM,Diaphragm,1,2,Diaphragm,1.0000,Right<;>Diaphragm,0.7498,Soft Tissue<;>Thorax<;>Diaphragm,0.7277,Left<;>Abdomen<;>Diaphragm,0.6792,Left<;>Chest<;>Diaphragm,0.6783
DIFFUSE,Diffuse,1,2,Diffuse,1.0000,Distant,0.6736,Multifocal,0.6556,Localized,0.6301,Regional,0.6043
DIFFUSE/SITE UNKNOWN,Diffuse,1,2,Diffuse,0.7810,Distant,0.5891,Extrahepatic,0.5797,Multifocal,0.5720,Local-Regional<;>Distant,0.5678
DISEASE MULTIFOCAL INDICATOR,Multifocal,1,2,Multifocal,0.6394,Distant,0.5682,Diffuse,0.5544,Middle,0.4967,Local-Regional<;>Distant,0.4903
DISTAL,Distal,1,2,Distal,1.0000,Middle<;>Distal,0.8482,Proximal,0.8377,Distant,0.7511,Proximal<;>Middle,0.6941
DISTAL 1/3,Distal<;>Stomach,99,2,Distal,0.7803,Middle<;>Distal,0.7596,Proximal,0.6394,Proximal<;>Middle,0.6076,Rectum<;>Distal,0.5691
DISTAL RECTAL RECURRENCE POST LAR,Rectum<;>Distal,1,2,Rectum<;>Distal,0.5756,Rectum<;>Distal<;>Middle,0.5726,Local-Regional<;>Distant,0.4548,Rectum<;>Middle,0.4520,Distant Metastasis<;>Limb<;>Trunk,0.4438
DISTAL RECTAL TUMOR,Rectum<;>Distal,1,2,Rectum<;>Distal,0.7487,Rectum<;>Distal<;>Middle,0.7023,Rectum,0.6437,Rectum<;>Middle,0.6235,Rectum<;>Upper,0.6134
DISTAL RECTUM,Rectum<;>Distal,1,2,Rectum<;>Distal,0.9794,Rectum<;>Distal<;>Middle,0.9179,Rectum,0.8542,Rectum<;>Middle,0.8509,Rectum<;>Upper,0.8429
"DISTAL RECTUM, TUMOR RECURRENCE",Rectum<;>Distal,1,2,Rectum<;>Distal,0.6690,Rectum<;>Distal<;>Middle,0.6614,Rectum<;>Middle,0.5610,Rectum,0.5296,Rectum<;>Upper,0.5128
DISTANT,Distant,1,2,Distant,1.0000,Distant Metastasis,0.8234,Local-Regional<;>Distant,0.7615,Distal,0.7511,Metastatic,0.7292
DISTANT METASTASIS,Distant Metastasis,1,2,Distant Metastasis,1.0000,Metastasis,0.8905,Metastatic,0.8783,Distant,0.8234,Local-Regional<;>Distant,0.7957
DISTANT METASTASISEXTREMITIES,Distant Metastasis<;>Limb,5,2,Distant Metastasis,0.9025,Metastasis,0.8226,Distant,0.7957,Metastatic,0.7881,Distant Metastasis<;>Limb,0.7476
DISTANT METASTASISEXTREMITIESTRUNK,Distant Metastasis<;>Limb<;>Trunk,99,2,Distant Metastasis,0.7711,Metastatic,0.7088,Distant,0.7024,Metastasis,0.6951,Distant Metastasis<;>Limb,0.6804
DISTANT METASTASISHEAD AND NECK,Distant Metastasis<;>Head and Neck,1,2,Distant Metastasis<;>Head and Neck,0.8479,Distant Metastasis,0.6391,Distant Metastasis<;>Limb<;>Trunk,0.5957,Distant Metastasis<;>Trunk,0.5928,Distant Metastasis<;>Limb,0.5566
DISTANT METASTASISOTHER,Distant Metastasis,1,2,Distant Metastasis,0.8481,Distant,0.7782,Metastasis,0.7417,Local-Regional<;>Distant,0.7223,Metastatic,0.7172
DISTANT METASTASISTRUNK,Distant Metastasis<;>Trunk,99,2,Distant Metastasis,0.9505,Metastatic,0.8329,Metastasis,0.8304,Distant,0.7880,Distant Metastasis<;>Limb,0.7762
DISTANT METS,Distant Metastasis,1,2,Distant Metastasis,0.7722,Distant,0.7130,Metastatic,0.7080,Metastasis,0.6824,Distant Metastasis<;>Limb,0.6770
DURA,Dura Mater,1,2,Dura Mater,0.8711,Midline,0.5559,Adnexa,0.5501,Diffuse,0.5187,Lumbar Spine<;>Spinal Cord Dura Mater,0.5159
EAR,Ear,1,2,Ear,1.0000,Lung,0.5422,Renal,0.5295,Extrahepatic,0.5136,Extra-Adrenal,0.5035
ELBOW METASTASIS,Elbow Joint<;>Metastasis,1,2,Elbow Joint<;>Metastasis,0.9451,Right<;>Elbow Joint<;>Metastasis,0.7748,Forearm<;>Metastasis,0.7082,Scapula<;>Metastasis,0.6470,Axillary<;>Soft Tissue<;>Metastasis,0.5893
EPIDURAL,Epidural Spinal Canal Space,1,2,Epidural Spinal Canal Space,0.7538,Thorax<;>Epidural Spinal Canal Space,0.6644,Spinal,0.5561,Thoracic<;>Paraspinal<;>Extra-Adrenal,0.5346,Retroperitoneal<;>Extra-Adrenal,0.5108
ESOPHAGUS,Esophagus,1,2,Esophagus,1.0000,Paraesophageal,0.6243,Stomach,0.6113,Lower Third of the Esophagus,0.6016,Body of Stomach,0.5570
ETHMOID,Ethmoid Bone,1,2,Ethmoid Bone,0.8315,Ethmoid Sinus,0.8117,Maxillary Sinus,0.5487,Orbit,0.5413,Nasal Cavity<;>Paranasal Sinus,0.5299
ETHMOID SINUS,Ethmoid Sinus,1,2,Ethmoid Sinus,1.0000,Ethmoid Bone,0.8039,Maxillary Sinus,0.7515,Nasal Cavity<;>Paranasal Sinus,0.6953,Nasal Cavity,0.5706
EXTRA ADRENAL ABDOMEN/PELVIS,Extra-Adrenal<;>Abdomen<;>Pelvis,1,2,Extra-Adrenal<;>Abdomen<;>Pelvis,0.9173,Lesser Pelvis<;>Extra-Adrenal,0.8044,Retroperitoneal<;>Extra-Adrenal,0.8022,Paraaortic Region<;>Extra-Adrenal,0.7553,Retroperitoneum<;>Upper<;>Abdominal,0.7481
EXTRA ADRENAL THORACIC,Extra-Adrenal<;>Thoracic,1,2,Extra-Adrenal<;>Thoracic,0.9738,Thoracic<;>Mediastinal<;>Extra-Adrenal,0.8572,Thoracic<;>Paraspinal<;>Extra-Adrenal,0.8348,Extra-Adrenal,0.8100,Extra-Adrenal<;>Renal,0.7799
EXTRA-ADRENAL,Extra-Adrenal,1,2,Extra-Adrenal,1.0000,Extra-Adrenal<;>Renal,0.8564,Extra-Adrenal<;>Thoracic,0.7752,Adrenal Gland,0.7678,Extrahepatic,0.7044
EXTRA-ADRENAL SITE,Extra-Adrenal,1,2,Extra-Adrenal,0.8912,Extra-Adrenal<;>Renal,0.7885,Extra-Adrenal<;>Thoracic,0.7517,Adrenal Gland,0.7231,Extrahepatic,0.7218
EXTRAHEPATIC,Extrahepatic,1,2,Extrahepatic,1.0000,Extra-Adrenal,0.7044,Extra-Adrenal<;>Renal,0.6510,Extra-Adrenal<;>Thoracic,0.6332,Abdomen,0.6136
EXTREMITIES,Limb,1,2,Limb,0.8395,Lower Extremity,0.7676,Trunk<;>Limb,0.7387,Limb<;>Trunk,0.7289,Extrahepatic,0.6498
EXTREMITIESEXTREMITIES,Limb,1,2,Limb,0.5768,Lower Extremity,0.5522,Limb<;>Skin/Subcutaneous Tissue,0.5223,Skin/Subcutaneous Tissue,0.5128,Soft Tissue<;>Extra-Adrenal,0.5096
EXTREMITIESPRIMARY,Limb,1,2,Limb,0.5858,Lower Extremity,0.5577,Proximal,0.5182,Trunk<;>Limb,0.4973,Brain Stem,0.4970
EXTREMITIESPRIMARYTRUNK,Limb<;>Trunk,99,2,Brain Stem,0.5460,Proximal<;>Middle,0.4987,Proximal,0.4898,Mentum,0.4890,Middle<;>Distal,0.4865
EXTREMITIESREGIONAL CUTANEOUS OR SUBCUTANEOUS TISSUE,Limb<;>Skin/Subcutaneous Tissue,2,2,Skin/Subcutaneous Tissue,0.8737,Limb<;>Skin/Subcutaneous Tissue,0.8670,Skin,0.7027,Skin/Subcutaneous Tissue<;>Trunk,0.6651,Soft Tissue,0.6626
EXTREMITIESREGIONAL LYMPH NODE,Limb<;>Regional Lymph Node,1,2,Limb<;>Regional Lymph Node,0.8083,Limb<;>Regional Lymph Node<;>Trunk,0.7412,Lymph Node,0.7047,Regional Lymph Node,0.7040,Retroperitoneal Lymph Node,0.6594
EXTREMITIESREGIONAL LYMPH NODETRUNK,Limb<;>Regional Lymph Node<;>Trunk,2,2,Limb<;>Regional Lymph Node,0.7223,Limb<;>Regional Lymph Node<;>Trunk,0.6812,Lymph Node,0.6765,Regional Lymph Node,0.6696,Aortocaval Lymph Node<;>Retroperitoneal<;>Extra-Adrenal,0.6108
EXTREMITIESTRUNK,Trunk<;>Limb,1,2,Trunk<;>Limb,0.5991,Limb,0.5875,Limb<;>Trunk,0.5792,Lower Extremity,0.5742,Brain Stem,0.5512
EXTREMITY,Limb,1,2,Limb,0.8719,Lower Extremity,0.7753,Trunk<;>Limb,0.7288,Limb<;>Trunk,0.7203,Extrahepatic,0.6331
FACIAL SOFT TISSUE,Face<;>Soft Tissue,1,2,Face<;>Soft Tissue,0.9442,Soft Tissue,0.7050,Skin/Subcutaneous Tissue,0.5980,Limb<;>Skin/Subcutaneous Tissue,0.5439,Soft Tissue<;>Extra-Adrenal,0.5157
"FEMUR, RIGHT BONE",Right<;>Femur,1,2,Right<;>Femur,0.9292,Right Thigh,0.7328,Left<;>Femur,0.6033,Right<;>Ilium,0.5745,Right<;>Frontal Lobe,0.5380
FFPE,Formalin-Fixed Paraffin-Embedded,1,2,Formalin-Fixed Paraffin-Embedded,0.8176,Fresh Specimen,0.5819,Regional,0.4715,Palate,0.4703,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.4542
FLANK,Flank,1,2,Flank,1.0000,Abdomen,0.6507,Skin of the Trunk<;>Flank,0.6417,Left<;>Abdomen,0.6366,Midline,0.6365
FLOOR OF MOUTH,Floor of Mouth,1,2,Floor of Mouth,1.0000,Buccal Surface,0.6731,Palate,0.6398,Oral Cavity,0.6283,Tongue,0.5837
FOOT/ANKLE,Foot<;>Ankle Joint,1,2,Foot<;>Ankle Joint,0.7923,Lower Extremity<;>Foot<;>Ankle Joint,0.7598,Lower Extremity,0.6198,Limb,0.5702,Lower<;>Leg<;>Calf,0.5433
FOREARM METASTASIS,Forearm<;>Metastasis,1,2,Forearm<;>Metastasis,0.9672,Elbow Joint<;>Metastasis,0.7017,Axillary<;>Soft Tissue<;>Metastasis,0.5979,Scapula<;>Metastasis,0.5891,Distant Metastasis<;>Limb,0.5701
FRESH FROZEN,Fresh Specimen,1,2,Fresh Specimen,0.7660,Formalin-Fixed Paraffin-Embedded,0.5334,Soft Tissue,0.4670,Tissue,0.4620,Plasma,0.4581
FRONTAL,Frontal,1,2,Frontal,1.0000,Frontal Lobe,0.9032,Frontal Lobe<;>Parietal Lobe,0.8092,Frontal Lobe<;>Midline,0.7699,Right<;>Frontal Lobe,0.7544
FRONTAL - CROSSES MIDLINE,Frontal Lobe<;>Midline,1,2,Frontal Lobe<;>Midline,0.7626,Midline,0.6806,Frontal,0.6555,Frontal Lobe,0.5847,Frontal Lobe<;>Parietal Lobe,0.5606
FRONTAL AND PARIETAL LOBE,Frontal Lobe<;>Parietal Lobe,1,2,Frontal Lobe<;>Parietal Lobe,0.9573,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.8986,Frontal Lobe,0.8898,Frontal Lobe<;>Temporal Lobe,0.8220,Parietal Lobe,0.8021
FRONTAL AND TEMPORAL LOBE,Frontal Lobe<;>Temporal Lobe,1,2,Frontal Lobe<;>Temporal Lobe,0.9531,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9016,Frontal Lobe,0.8506,Frontal Lobe<;>Parietal Lobe,0.8252,Supratentorial<;>Frontal Lobe,0.7620
FRONTAL LOBE,Frontal Lobe,1,2,Frontal Lobe,1.0000,Frontal Lobe<;>Parietal Lobe,0.9032,Frontal,0.9032,Frontal Lobe<;>Temporal Lobe,0.8487,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.8305
"FRONTAL LOBE,PARIETAL LOBE",Frontal Lobe<;>Parietal Lobe,1,2,Frontal Lobe<;>Parietal Lobe,0.9752,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.8906,Frontal Lobe,0.8741,Parietal Lobe,0.8636,Frontal,0.8082
"FRONTAL LOBE,PARIETAL LOBE,TEMPORAL LOBE",Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,1,2,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9613,Frontal Lobe<;>Parietal Lobe,0.9021,Frontal Lobe<;>Temporal Lobe,0.8843,Parietal Lobe<;>Temporal Lobe,0.8748,Frontal Lobe,0.7937
"FRONTAL LOBE,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS,VENTRICLES",Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,1,2,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.9057,Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.7522,Supratentorial<;>Frontal Lobe,0.7474,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.7320,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.7233
"FRONTAL, PARIETAL AND TEMPORAL LOBE",Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,1,2,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.9367,Frontal Lobe<;>Parietal Lobe,0.8993,Frontal Lobe<;>Temporal Lobe,0.8841,Frontal Lobe,0.8318,Parietal Lobe<;>Temporal Lobe,0.7978
FRONTOPARIETAL,Frontal Lobe<;>Parietal Lobe,2,2,Frontal,0.8077,Frontal Lobe<;>Parietal Lobe,0.7972,Frontal Lobe,0.7535,Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe,0.7487,Parietal Lobe,0.6922
