original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
Unilateral Oophorectomy,Unilateral Oophorectomy,1,1,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0
Ureterectomy,Ureterectomy,1,1,Ureterectomy,1.0,Ureterectomy,1.0,Ureterectomy,1.0,Ureterectomy,1.0,Ureterectomy,1.0
Urethrectomy,Urethrectomy,1,1,Urethrectomy,1.0,Urethrectomy,1.0,Urethrectomy,1.0,Urethrectomy,1.0,Urethrectomy,1.0
Valproic Acid,Valproic Acid,1,1,Valproic Acid,1.0,Valproic Acid,1.0,Valproic Acid,1.0,Valproic Acid,1.0,Valproic Acid,1.0
Vemurafenib,Vemurafenib,1,1,Vemurafenib,1.0,Vemurafenib,1.0,Vemurafenib,1.0,Vemurafenib,1.0,Vemurafenib,1.0
Venetoclax,Venetoclax,1,1,Venetoclax,1.0,Venetoclax,1.0,Venetoclax,1.0,Venetoclax,1.0,Venetoclax,1.0
Vinblastine,Vinblastine,1,1,Vinblastine,1.0,Vinblastine,1.0,Vinblastine,1.0,Vinblastine,1.0,Vinblastine,1.0
Vincristine,Vincristine,1,1,Vincristine,1.0,Vincristine,1.0,Vincristine,1.0,Vincristine,1.0,Vincristine,1.0
Vincristine Sulfate,Vincristine Sulfate,1,1,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0
Vinorelbine,Vinorelbine,1,1,Vinorelbine,1.0,Vinorelbine,1.0,Vinorelbine,1.0,Vinorelbine,1.0,Vinorelbine,1.0
Vorinostat,Vorinostat,1,1,Vorinostat,1.0,Vorinostat,1.0,Vorinostat,1.0,Vorinostat,1.0,Vorinostat,1.0
Wide Local Excision,Wide Local Excision,1,1,Wide Local Excision,1.0,Wide Local Excision,1.0,Wide Local Excision,1.0,Wide Local Excision,1.0,Wide Local Excision,1.0
17-DMAG,Alvespimycin,99,2,Memantine,0.5213,Polyamine Analogue PG11047,0.4905,Serdemetan,0.4807,Methotrexate,0.4750,Dinaciclib,0.4725
19D12,Robatumumab,99,2,Everolimus,0.4492,MDM2 Inhibitor,0.4417,Cetuximab,0.4298,Trastuzumab,0.4275,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,0.4266
5 fu,Fluorouracil,1,2,Fluorouracil,0.8909,Floxuridine,0.7742,Fluoropyrimidine,0.7596,Gemcitabine,0.6081,Leucovorin,0.5865
5-FU,Fluorouracil,1,2,Fluorouracil,0.8948,Floxuridine,0.7626,Fluoropyrimidine,0.7557,Gemcitabine,0.6171,Fotemustine,0.5771
5-fluorouracil,Fluorouracil,1,2,Fluorouracil,0.9522,Fluoropyrimidine,0.7612,Floxuridine,0.7425,Gemcitabine,0.5893,Capecitabine,0.5692
5/FU,Fluorouracil,1,2,Fluorouracil,0.8018,Fluoropyrimidine,0.7288,Floxuridine,0.6719,Leucovorin,0.5621,Capecitabine,0.5264
5FU,Fluorouracil,1,2,Fluorouracil,0.8677,Floxuridine,0.7971,Fluoropyrimidine,0.7662,Fotemustine,0.6379,Capecitabine,0.5954
6-MP,Mercaptopurine,1,2,Mercaptopurine,0.7453,Azathioprine,0.5282,Thioguanine,0.5263,Mycophenolate Mofetil,0.5151,Akt Inhibitor MK2206,0.4457
6MP,Mercaptopurine,1,2,Mercaptopurine,0.7681,Thioguanine,0.5751,Azathioprine,0.5423,Fluoropyrimidine,0.5264,Mycophenolate Mofetil,0.4762
AA,Antiandrogen Therapy,99,2,AALL0331 ALL Study Identifier,0.5292,AALL0232 ALL Study Identifier,0.4887,Arsenic,0.4725,Asparaginase,0.4626,Cytarabine,0.4564
AALL0232 therapy,AALL0232 ALL Study Identifier,1,2,AALL0232 ALL Study Identifier,0.7907,AALL0331 ALL Study Identifier,0.7377,AALL0232 ALL Study Identifier;Dexamethasone,0.6616,Tumor Infiltrating Lymphocyte Therapy,0.5802,Chimeric Antigen Receptor T-Cell Therapy;Therapeutic Apheresis,0.5473
AALL0232 w/Dex,AALL0232 ALL Study Identifier;Dexamethasone,1,2,AALL0232 ALL Study Identifier;Dexamethasone,0.8307,AALL0232 ALL Study Identifier,0.7537,AALL0331 ALL Study Identifier,0.6942,Liposome-encapsulated Daunorubicin-Cytarabine,0.4802,Heat-Treated Varicella-Zoster Virus Vaccine V212,0.4681
AALL0331,AALL0331 ALL Study Identifier,1,2,AALL0331 ALL Study Identifier,0.7811,AALL0232 ALL Study Identifier,0.6525,AALL0232 ALL Study Identifier;Dexamethasone,0.5691,Apalutamide,0.4682,Anti-HGF Monoclonal Antibody TAK-701,0.4478
ABRAXANE,Nab-paclitaxel,1,2,Nab-paclitaxel,0.5978,Paclitaxel,0.5908,Pixantrone,0.5722,Mitoxantrone,0.5494,Bleomycin,0.5425
ABSTRACTION_PENDING,Chart Abstraction;Pending,1,2,Chart Abstraction;Pending,0.7967,Aspiration,0.4922,Autopsy,0.4849,Exploratory Surgery,0.4675,Primary Debulking Surgery,0.4661
ABT-199,Venetoclax,99,2,Bortezomib,0.5805,MDM2/MDMX Inhibitor ALRN-6924,0.5441,Cemiplimab,0.5406,Birinapant,0.5287,Rigosertib,0.5200
ABT-263,Navitoclax,99,2,Oblimersen Sodium,0.5632,Galunisertib,0.5615,Anti-HGF Monoclonal Antibody TAK-701,0.5564,Alisertib,0.5486,Momelotinib,0.5286
ABT888,Veliparib,99,2,Alisertib,0.5518,JAK2 Inhibitor AZD1480,0.5423,Anti-CD33 Monoclonal Antibody BI 836858,0.5385,Anti-HGF Monoclonal Antibody TAK-701,0.5327,Vadastuximab Talirine,0.5287
AC220 (Ambit),Quizartinib Dihydrochloride,99,2,Dactinomycin,0.5413,Dinaciclib,0.5300,Akt Inhibitor MK2206,0.5272,Temsirolimus,0.5262,Pracinostat,0.5253
ACTINOMYCIN D,Dactinomycin,1,2,Dactinomycin,0.7455,Doxorubicin,0.5960,Decitabine,0.5956,Alvespimycin,0.5742,Docetaxel,0.5734
AG-120,Ivosidenib,99,2,Anti-ErbB3 Monoclonal Antibody REGN1400,0.5536,Polyamine Analogue PG11047,0.4909,DNA-PK/TOR Kinase Inhibitor CC-115,0.4818,Nitrogen Mustard Prodrug PR-104,0.4788,Gemtuzumab,0.4635
AG-221,Enasidenib,99,2,Oblimersen Sodium,0.5029,Polyamine Analogue PG11047,0.4898,Gemtuzumab Ozogamicin,0.4879,Linrodostat,0.4739,AALL0331 ALL Study Identifier,0.4725
AIS,Aromatase Inhibitor,3,2,Arsenic,0.5340,Arsenic Trioxide,0.5061,Aromatase Inhibitor,0.4583,Abiraterone,0.4557,Total-Body Irradiation,0.4482
AKTi,AKT Inhibitor,1,2,AKT Inhibitor,0.7326,Pan-AKT Kinase Inhibitor GSK690693,0.5040,Panobinostat,0.4889,Lapatinib,0.4861,Buparlisib,0.4745
ALND,Axillary Lymph Node Dissection,1,2,Axillary Lymph Node Dissection,0.5838,Axillary Lymph Node;Sentinel Lymph Node Biopsy,0.5703,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,0.5556,Axillary Lymph Node Level I;Axillary Lymph Node Level II;Lymphadenectomy,0.5549,AALL0232 ALL Study Identifier;Dexamethasone,0.5346
ALPELISIB,Alpelisib,1,2,Alpelisib,1.0000,Taselisib,0.7845,Talazoparib,0.6928,Zoligratinib,0.6853,Olaparib,0.6850
ALRN-6924,MDM2/MDMX Inhibitor ALRN-6924,1,2,MDM2/MDMX Inhibitor ALRN-6924,0.9646,NAMPT Inhibitor STF-118804,0.5111,Tamibarotene,0.5000,Anti-HGF Monoclonal Antibody TAK-701,0.4924,Everolimus,0.4871
AMD,Dactinomycin,2,2,Memantine,0.5428,Dactinomycin,0.5004,Doxorubicin,0.4971,Dopamine,0.4858,Dendritic Cell Vaccine,0.4852
ANTHRACYCLINE,Anthracycline Antineoplastic Antibiotic,1,2,Anthracycline Antineoplastic Antibiotic,0.9619,Doxorubicin,0.7655,Daunorubicin,0.6761,Epirubicin,0.6664,Doxorubicin Hydrochloride,0.6277
ANTIHER2,HER2-targeting Agent,5,2,Adalimumab,0.5785,Trastuzumab,0.5471,Cetuximab,0.5323,Ifabotuzumab,0.5270,HER2-targeting Agent,0.5241
APLIDIN,Plitidepsin,1,2,Plitidepsin,0.6474,Idasanutlin,0.6311,Lisavanbulin,0.5680,Amifostine,0.5352,Apalutamide,0.5229
APR,Abdominoperineal Resection,1,2,Abdominoperineal Resection,0.5001,Radical Prostatectomy,0.4676,Nitrogen Mustard Prodrug PR-104,0.4498,Robot-Assisted Surgery;Radical Cystoprostatectomy,0.4438,Autopsy,0.4404
ARN 509,Apalutamide,99,2,Fenretinide,0.5262,Indoximod,0.5137,Anti-CD98 Monoclonal Antibody IGN523,0.5023,Oblimersen Sodium,0.4778,Ganetespib,0.4743
ARN509,Apalutamide,5,2,Anti-CD98 Monoclonal Antibody IGN523,0.5233,Ganetespib,0.5135,Anti-CD33 Antibody-drug Conjugate IMGN779,0.5130,Fenretinide,0.4851,Apalutamide,0.4722
ATG,Anti-Thymocyte Globulin,1,2,Anti-Thymocyte Globulin,0.6754,Lapine T-Lymphocyte Immune Globulin,0.5334,Immunoglobulin,0.5333,Tumor Infiltrating Lymphocyte Therapy,0.4870,Tisagenlecleucel,0.4848
ATRA,Tretinoin,1,2,Tretinoin,0.7741,Isotretinoin,0.7111,Fenretinide,0.6341,Tamibarotene,0.5912,Regadenoson,0.5166
ATRA (Tretinoin),Tretinoin,1,2,Tretinoin,0.9074,Isotretinoin,0.7752,Fenretinide,0.6345,Tamibarotene,0.5510,Regadenoson,0.4921
ATRA started,Tretinoin,1,2,Tretinoin,0.4511,Isotretinoin,0.4399,Chimeric Antigen Receptor T-Cell Therapy;Therapeutic Apheresis,0.4289,Radiation Therapy Not Received,0.4264,Tasadenoturev,0.4125
AZD-2171,Cediranib,99,2,mTOR Kinase Inhibitor AZD8055,0.6248,JAK2 Inhibitor AZD1480,0.6224,Anti-HGF Monoclonal Antibody TAK-701,0.5817,Temsirolimus,0.5079,Axitinib,0.4859
AZD-6244,Selumetinib,99,2,mTOR Kinase Inhibitor AZD8055,0.6691,JAK2 Inhibitor AZD1480,0.6138,MDM2/MDMX Inhibitor ALRN-6924,0.5767,Axitinib,0.5596,Binimetinib,0.5519
AZD1480,JAK2 Inhibitor AZD1480,1,2,JAK2 Inhibitor AZD1480,0.9615,mTOR Kinase Inhibitor AZD8055,0.6849,Binimetinib,0.6017,Axitinib,0.5667,Alisertib,0.5658
AZD8055,mTOR Kinase Inhibitor AZD8055,1,2,mTOR Kinase Inhibitor AZD8055,0.9629,JAK2 Inhibitor AZD1480,0.6722,Binimetinib,0.5922,Axitinib,0.5918,Dacomitinib,0.5757
AbiCabazi (abiraterone),Abiraterone,1,2,Abiraterone,0.8943,Abiraterone Acetate,0.8782,Enzalutamide,0.6288,Bicalutamide,0.5947,Ganetespib,0.5749
Abiraterone acetate,Abiraterone Acetate,1,2,Abiraterone Acetate,1.0000,Abiraterone,0.9599,Enzalutamide,0.6772,Cabazitaxel,0.5967,Exemestane,0.5887
Additional resection/ margins (taken after first margin positive),Resection,99,2,Re-Excision;Superior;Margin,0.6924,Inner;Upper;Surgical Margin;Re-Excision,0.6861,Surgical Margin;Resection,0.6687,Re-Excision;Inferior;Margin,0.6676,Re-Excision;Segmental Mastectomy,0.6282
Adr,Doxorubicin Hydrochloride,5,2,Doxorubicin,0.5941,Anthracycline Antineoplastic Antibiotic,0.5412,Dopamine,0.5262,Idarubicin,0.4978,Doxorubicin Hydrochloride,0.4840
Adriamycine,Doxorubicin Hydrochloride,2,2,Doxorubicin,0.9063,Doxorubicin Hydrochloride,0.8284,Daunorubicin,0.8182,Anthracycline Antineoplastic Antibiotic,0.7623,Idarubicin,0.7286
Alliance (enzalutamide),Enzalutamide,1,2,Enzalutamide,0.8310,Bicalutamide,0.6832,Abiraterone Acetate,0.6498,Abiraterone,0.6197,Dutasteride,0.6046
AntiEGFR,Anti-EGFR Monoclonal Antibody,1,2,Anti-EGFR Monoclonal Antibody,0.6827,Cetuximab,0.6486,Enoblituzumab,0.6429,Trastuzumab,0.6132,Anti-LAG-3 Monoclonal Antibody,0.5802
Ara,Cytarabine,1,2,Cytarabine,0.5874,Fludarabine,0.5504,Nelarabine,0.5355,Rituximab,0.5073,Asparaginase,0.4968
Ara C,Cytarabine,1,2,Cytarabine,0.8007,Fludarabine,0.6659,Sapacitabine,0.6445,Nelarabine,0.6326,Liposomal Cytarabine,0.6147
Ara-C,Cytarabine,1,2,Cytarabine,0.8519,Fludarabine,0.6622,Sapacitabine,0.6512,Liposomal Cytarabine,0.6492,Nelarabine,0.6221
Arsenic.,Arsenic,1,2,Arsenic,0.9882,Arsenic Trioxide,0.8714,Tasadenoturev,0.4711,Apoptotic Pathway-targeting Antineoplastic Agent,0.4327,AALL0232 ALL Study Identifier,0.4105
Ascites,Ascites Drainage,1,2,Ascites Drainage,0.8245,Pleural Effusion,0.6673,Pericardial Effusion,0.5921,Total Abdominal Hysterectomy,0.5099,Exploratory Surgery;Laparotomy,0.4856
Auto,Autologous Hematopoietic Stem Cell Transplantation,4,2,Immunoglobulin,0.5504,Anti-Thymocyte Globulin,0.4925,Rituximab,0.4843,Autologous Hematopoietic Stem Cell Transplantation,0.4796,Unknown,0.4727
Avastin,Bevacizumab,1,2,Bevacizumab,0.8030,Glembatumumab,0.6402,Enoblituzumab,0.6042,Ivosidenib,0.6018,Brentuximab Vedotin,0.5934
Avatin,Lorazepam,99,2,Idasanutlin,0.5650,Sapanisertib,0.5498,Lisavanbulin,0.5487,Plitidepsin,0.5457,Etoposide Phosphate,0.5445
Aza,Azacitidine,2,2,Azathioprine,0.8281,Azacitidine,0.8235,Azathioprine Sodium,0.7142,Azacitidine Regimen,0.6578,Dacarbazine,0.5433
B/L Pelvic LN dissection,Bilateral Pelvic Lymph Node Dissection,1,2,Bilateral Pelvic Lymph Node Dissection,0.9288,Bilateral;Pelvic Lymphadenectomy,0.8911,Pelvic Lymphadenectomy,0.8694,Extend;Pelvic Lymphadenectomy,0.8145,Lymphadenectomy,0.6932
BAL101553,Lisavanbulin,99,2,Sabatolimab,0.5197,Robatumumab,0.5002,Mapatumumab,0.4961,Anti-PLGF Monoclonal Antibody TB-403,0.4796,Anti-HGF Monoclonal Antibody TAK-701,0.4775
BAY1161909,Empesertib,99,2,Anti-CD33 Antibody-drug Conjugate IMGN779,0.5602,Dual IGF-1R/InsR Inhibitor BMS-754807,0.5092,Polyamine Analogue PG11047,0.5065,Ganetespib,0.5054,Irinotecan,0.4954
BCG,Bacillus Calmette-Guerin Antigen,1,2,Bacillus Calmette-Guerin Antigen,0.8222,Dendritic Cell Vaccine,0.5601,Lapine T-Lymphocyte Immune Globulin,0.5326,Tisagenlecleucel,0.5294,Sipuleucel-T,0.5169
BCNU,Carmustine,1,2,Carmustine,0.8776,Lomustine,0.8089,Fotemustine,0.7805,Mitotane,0.5994,Cyclophosphamide,0.5817
BEV,Bevacizumab,2,2,Vinblastine,0.5600,Bevacizumab,0.5196,Vaccine,0.5174,Vinorelbine,0.5140,Seneca Valley Virus-001,0.4941
BEZ235,Dactolisib,99,2,Buparlisib,0.6360,Crenolanib,0.6128,Zoligratinib,0.6059,Everolimus,0.6013,Panobinostat,0.5980
BI 836858 (anti-CD33),Anti-CD33 Monoclonal Antibody BI 836858,1,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9574,Alisertib,0.5501,Birinapant,0.5355,Purine Analogue NSC 750854,0.5055,Dual IGF-1R/InsR Inhibitor BMS-754807,0.5005
BI6727 (VOLASERTIB),Volasertib,1,2,Volasertib,0.7554,Galunisertib,0.6560,Rigosertib,0.6245,Alisertib,0.6244,Lapatinib,0.5930
BI836858 (anti-CD33),Anti-CD33 Monoclonal Antibody BI 836858,1,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9445,Alisertib,0.5467,Birinapant,0.5189,Purine Analogue NSC 750854,0.5102,Dual IGF-1R/InsR Inhibitor BMS-754807,0.5019
BKM120,Buparlisib,99,2,Sabatolimab,0.4852,Mivobulin Isethionate,0.4699,Midostaurin,0.4582,Ibrutinib,0.4537,Anti-CD33 Antibody-drug Conjugate IMGN779,0.4420
BL-8040,Motixafortide,99,2,Anti-CD33 Monoclonal Antibody BI 836858,0.5338,Anti-ErbB3 Monoclonal Antibody REGN1400,0.5328,Anti-PLGF Monoclonal Antibody TB-403,0.5256,NAMPT Inhibitor STF-118804,0.5231,HDM2 Inhibitor MK-8242,0.5087
BMN-673,Talazoparib,99,2,Anti-CD98 Monoclonal Antibody IGN523,0.6034,Dinaciclib,0.5374,Dual IGF-1R/InsR Inhibitor BMS-754807,0.5290,Anti-CD33 Antibody-drug Conjugate IMGN779,0.5157,Pan-AKT Kinase Inhibitor GSK690693,0.5155
BMS-354825,Dasatinib,99,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.6367,Prexasertib,0.5457,FLT3/CDK4/6 Inhibitor FLX925,0.5308,Celecoxib,0.5209,mTOR Kinase Inhibitor AZD8055,0.5160
BMS-754807,Dual IGF-1R/InsR Inhibitor BMS-754807,1,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9578,Polyamine Analogue PG11047,0.5299,Prexasertib,0.5226,Fulvestrant,0.5159,Purine Analogue NSC 750854,0.5151
BMS-986205 (IDO inhibitor),Linrodostat,99,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.6985,mTOR Kinase Inhibitor AZD8055,0.6016,FLT3/CDK4/6 Inhibitor FLX925,0.5699,Anti-CD33 Monoclonal Antibody BI 836858,0.5316,Prexasertib,0.5263
BMS-986205 (P1T986205),Linrodostat,99,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.6385,mTOR Kinase Inhibitor AZD8055,0.5785,FLT3/CDK4/6 Inhibitor FLX925,0.5607,Celecoxib,0.5241,Prexasertib,0.5148
BORTEZOMIB,Bortezomib,1,2,Bortezomib,1.0000,Veliparib,0.6202,Buparlisib,0.5862,Vorinostat,0.5712,Vinblastine,0.5712
BP1001,Prexigebersen,99,2,Cetuximab,0.4809,Anti-ErbB3 Monoclonal Antibody REGN1400,0.4807,Polyamine Analogue PG11047,0.4783,Everolimus,0.4742,Trastuzumab,0.4680
BPX-501,Rivogenlecleucel,99,2,Birinapant,0.5153,FLT3/CDK4/6 Inhibitor FLX925,0.4962,Oblimersen Sodium,0.4916,Polyamine Analogue PG11047,0.4858,Pidnarulex,0.4807
BREAST CONSERVING,Breast Conservation Treatment,1,2,Breast Conservation Treatment,0.9467,Mastectomy,0.7656,Total Mastectomy,0.7321,Bilateral Mastectomy,0.7100,Segmental Mastectomy,0.7014
BSO,Buthionine Sulfoximine,1,2,Buthionine Sulfoximine,0.6705,Busulfan,0.6020,Bilateral;Skin-Sparing Mastectomy,0.5679,Splenectomy,0.5488,Bilateral Salpingectomy with Oophorectomy,0.5473
BU,Busulfan,1,2,Busulfan,0.7056,Carmustine,0.5730,Bleomycin,0.5269,Total-Body Irradiation,0.5180,Lomustine,0.5150
BYL719,Alpelisib,99,2,Anti-CD33 Antibody-drug Conjugate IMGN779,0.5740,Serdemetan,0.5349,MDM2/MDMX Inhibitor ALRN-6924,0.5039,Valspodar,0.5009,Volasertib,0.4881
Bacillus Calmette-Guerin,Bacillus Calmette-Guerin Antigen,1,2,Bacillus Calmette-Guerin Antigen,0.9159,Lapine T-Lymphocyte Immune Globulin,0.5067,Dendritic Cell Vaccine,0.4944,Talimogene Laherparepvec,0.4869,Anti-Thymocyte Globulin,0.4577
Bacillus Calmette-Guerin (BCG),Bacillus Calmette-Guerin Antigen,1,2,Bacillus Calmette-Guerin Antigen,0.9032,Dendritic Cell Vaccine,0.5149,Lapine T-Lymphocyte Immune Globulin,0.5130,Talimogene Laherparepvec,0.4895,Anti-Thymocyte Globulin,0.4828
Bevasizumab,Bevacizumab,1,2,Bevacizumab,0.7517,Cabiralizumab,0.6916,Mogamulizumab,0.6331,Navicixizumab,0.6266,Ramucirumab,0.6260
Bevicizumab,Bevacizumab,1,2,Bevacizumab,0.7575,Cabiralizumab,0.7425,Brentuximab Vedotin,0.6834,Mogamulizumab,0.6752,Navicixizumab,0.6696
Bilateral Ovarian cystectomy,Bilateral;Ovarian;Cystectomy,1,2,Bilateral;Ovarian;Cystectomy,0.9728,Bilateral Salpingectomy with Oophorectomy,0.7055,Bilateral Salpingectomy,0.6893,Cystectomy,0.6836,Hysterectomy,0.6422
Bilateral Salpingo-Oophorectomy,Bilateral Salpingectomy with Oophorectomy,2,2,Bilateral Salpingectomy,0.9243,Bilateral Salpingectomy with Oophorectomy,0.9207,Unilateral Salpingo-oophorectomy,0.8116,Bilateral;Ovarian;Cystectomy,0.7424,Partial Salpingectomy,0.7363
Bilateral breast reconstruction with tissue expanders.,Tissue Expander-Implant Breast Reconstruction;Bilateral,1,2,Tissue Expander-Implant Breast Reconstruction;Bilateral,0.9327,Tissue Flap Breast Reconstruction,0.7502,Bilateral;Total Mastectomy,0.6570,Bilateral Mastectomy,0.6530,Breast Conservation Treatment,0.6421
Bilateral skin sparing Mastectomy,Bilateral;Skin-Sparing Mastectomy,1,2,Bilateral;Skin-Sparing Mastectomy,0.9832,Skin-Sparing Mastectomy;Radical Mastectomy,0.8528,Bilateral Mastectomy,0.8048,Segmental Mastectomy,0.7553,Subcutaneous Mastectomy,0.7523
Bile Duct Resection,Bile Duct;Resection,1,2,Bile Duct;Resection,0.9884,Hepatectomy,0.6967,Pancreaticoduodenectomy,0.6695,Distal Pancreatectomy,0.6184,Total Hepatectomy,0.6082
Binimetinib (MEK162),Binimetinib,1,2,Binimetinib,0.9246,Cobimetinib,0.7430,Tandutinib,0.7021,Selumetinib,0.6860,Edicotinib,0.6819
Biochemo,Biochemotherapy,1,2,Biochemotherapy,0.8210,Biopsy,0.5603,Pharmacologic Substance,0.5472,Systemic Therapy,0.4885,Surgical Procedure,0.4825
Bisulfan,Busulfan,1,2,Busulfan,0.6575,Treosulfan,0.6093,Buthionine Sulfoximine,0.5391,Thiotepa,0.4675,Devimistat,0.4630
Bladder diverticulectomy,bladder diverticulectomy,1,2,bladder diverticulectomy,1.0000,Radical Cystoprostatectomy,0.6162,Cystectomy,0.5981,Sacrococcygeal Teratoma;Resection,0.5689,Nephroureterectomy with Cuff of Bladder;Endoscopic Resection,0.5547
Bleo,Bleomycin,1,2,Bleomycin,0.7095,Buthionine Sulfoximine,0.5347,Bilateral Salpingectomy with Oophorectomy,0.4710,Midostaurin,0.4648,Busulfan,0.4642
Blood Draw,Blood Sample,1,2,Blood Sample,0.8527,Biopsy,0.6513,Core Biopsy,0.4993,Excisional Biopsy,0.4899,Skin Biopsy,0.4832
Bone marrow transplant,Bone Marrow Transplantation,1,2,Bone Marrow Transplantation,0.9871,Hematopoietic Cell Transplantation,0.7166,Autologous Hematopoietic Stem Cell Transplantation,0.6611,Matched Unrelated Donor;Allogeneic Hematopoietic Stem Cell Transplantation,0.6340,Haploidentical Hematopoietic Cell Transplantation,0.5610
Breast Conservation,Breast Conservation Treatment,1,2,Breast Conservation Treatment,0.9579,Mastectomy,0.7547,Total Mastectomy,0.7112,Tissue Flap Breast Reconstruction,0.7050,Segmental Mastectomy,0.7004
Bu,Busulfan,1,2,Busulfan,0.7056,Carmustine,0.5730,Bleomycin,0.5269,Total-Body Irradiation,0.5180,Lomustine,0.5150
Busul,Busulfan,1,2,Busulfan,0.7324,Treosulfan,0.5390,Carmustine,0.5272,Buthionine Sulfoximine,0.4967,Lomustine,0.4942
CABOZANTINIB (XL-148),Cabozantinib,1,2,Cabozantinib,0.8479,Cabazitaxel,0.6562,Dactolisib,0.6535,Olaparib,0.6525,Palbociclib,0.6217
CAI (NABTT 97212),Carboxyamidotriazole,2,2,Quisinostat,0.5062,Carboxyamidotriazole,0.5037,Vorinostat,0.5002,Dinaciclib,0.4985,Gamma-Secretase Inhibitor RO4929097,0.4983
CAPECITABINE,Capecitabine,1,2,Capecitabine,1.0000,Gemcitabine,0.6213,Floxuridine,0.5947,Fluorouracil,0.5871,Cytarabine,0.5612
CARBOPLATIN,Carboplatin,1,2,Carboplatin,1.0000,Cisplatin,0.6908,Platinum,0.6681,Cyclophosphamide,0.6018,Dactinomycin,0.5496
CBL0137,FACT Complex-targeting Curaxin CBL0137,1,2,FACT Complex-targeting Curaxin CBL0137,0.8801,Ibrutinib,0.4666,AALL0331 ALL Study Identifier,0.4577,Anti-ErbB3 Monoclonal Antibody REGN1400,0.4489,AALL0232 ALL Study Identifier,0.4337
CC115,DNA-PK/TOR Kinase Inhibitor CC-115,1,2,DNA-PK/TOR Kinase Inhibitor CC-115,0.7464,FACT Complex-targeting Curaxin CBL0137,0.5028,Folate Receptor-Targeted Tubulysin Conjugate EC1456,0.4626,AALL0331 ALL Study Identifier,0.4541,Nitrogen Mustard Prodrug PR-104,0.4514
CCNU,Lomustine,2,2,Fotemustine,0.7723,Lomustine,0.7636,Carmustine,0.7142,Estramustine,0.6659,Cyclophosphamide,0.6343
CD123,Immunotherapeutic Agent,99,2,Sargramostim,0.4592,Filgrastim,0.4193,Aldesleukin,0.4096,Radium Ra 223 Dichloride,0.4014,Cyclosporine,0.4004
CD3,Anti-CD3 Monoclonal Antibody,1,2,Anti-CD3 Monoclonal Antibody,0.6696,Anti-Thymocyte Globulin,0.5002,Cytosine,0.4334,Rituximab,0.4307,Chimeric Antigen Receptor T-Cell Therapy,0.4296
CDK46,Cyclin-Dependent Kinase Inhibitor,1,2,Cyclin-Dependent Kinase Inhibitor,0.6099,Rigosertib,0.4572,Lapatinib,0.4502,Cilengitide,0.4393,Volasertib,0.4384
CDX-011 (GLEMBATUMUMAB),Glembatumumab,1,2,Glembatumumab,0.7743,Gemtuzumab,0.6922,Cemiplimab,0.6637,Enoblituzumab,0.6526,Cabiralizumab,0.6434
CELECOXIB,Celecoxib,1,2,Celecoxib,1.0000,Regorafenib,0.6338,Crenolanib,0.5969,Cediranib,0.5941,Dabrafenib,0.5782
CGC(PG)-11047,Polyamine Analogue PG11047,1,2,Polyamine Analogue PG11047,0.8560,DNA-PK/TOR Kinase Inhibitor CC-115,0.5221,Dual IGF-1R/InsR Inhibitor BMS-754807,0.5191,Anti-CD33 Antibody-drug Conjugate IMGN779,0.5114,Cilengitide,0.5089
CI-980,Mivobulin Isethionate,99,2,Mitoxantrone,0.4899,Mitotane,0.4898,Folate Receptor-Targeted Tubulysin Conjugate EC1456,0.4855,Gamma-Secretase Inhibitor RO4929097,0.4775,Daunorubicin,0.4560
CIS,Cisplatin,2,2,Cyclosporine,0.5489,Cisplatin,0.4964,Cyclophosphamide,0.4777,Transarterial Chemoembolization,0.4755,Ifosfamide,0.4734
CISPLATIN,Cisplatin,1,2,Cisplatin,1.0000,Platinum,0.8635,Carboplatin,0.6908,Oxaliplatin,0.6130,Cyclophosphamide,0.5488
CORE,Core Biopsy,1,2,Core Biopsy,0.6486,Core Biopsy;Liver Lesion,0.4972,Tumor Debulking,0.4423,Biopsy,0.4336,Bacillus Calmette-Guerin Antigen,0.4225
CPI-613,Devimistat,99,2,Anti-CD98 Monoclonal Antibody IGN523,0.4809,DNA-PK/TOR Kinase Inhibitor CC-115,0.4771,Pidnarulex,0.4657,Anti-CD33 Monoclonal Antibody BI 836858,0.4640,Idasanutlin,0.4545
CPT-11,Irinotecan Hydrochloride,2,2,Irinotecan,0.6235,Irinotecan Hydrochloride,0.5737,Topotecan,0.5254,Combretastatin A1 Diphosphate,0.4960,Pracinostat,0.4846
