original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
Unilateral Oophorectomy,Unilateral Oophorectomy,1,1,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0,Unilateral Oophorectomy,1.0
Ureterectomy,Ureterectomy,1,1,Ureterectomy,1.0,Ureterectomy,1.0,Ureterectomy,1.0,Ureterectomy,1.0,Ureterectomy,1.0
Urethrectomy,Urethrectomy,1,1,Urethrectomy,1.0,Urethrectomy,1.0,Urethrectomy,1.0,Urethrectomy,1.0,Urethrectomy,1.0
Valproic Acid,Valproic Acid,1,1,Valproic Acid,1.0,Valproic Acid,1.0,Valproic Acid,1.0,Valproic Acid,1.0,Valproic Acid,1.0
Vemurafenib,Vemurafenib,1,1,Vemurafenib,1.0,Vemurafenib,1.0,Vemurafenib,1.0,Vemurafenib,1.0,Vemurafenib,1.0
Venetoclax,Venetoclax,1,1,Venetoclax,1.0,Venetoclax,1.0,Venetoclax,1.0,Venetoclax,1.0,Venetoclax,1.0
Vinblastine,Vinblastine,1,1,Vinblastine,1.0,Vinblastine,1.0,Vinblastine,1.0,Vinblastine,1.0,Vinblastine,1.0
Vincristine,Vincristine,1,1,Vincristine,1.0,Vincristine,1.0,Vincristine,1.0,Vincristine,1.0,Vincristine,1.0
Vincristine Sulfate,Vincristine Sulfate,1,1,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0,Vincristine Sulfate,1.0
Vinorelbine,Vinorelbine,1,1,Vinorelbine,1.0,Vinorelbine,1.0,Vinorelbine,1.0,Vinorelbine,1.0,Vinorelbine,1.0
Vorinostat,Vorinostat,1,1,Vorinostat,1.0,Vorinostat,1.0,Vorinostat,1.0,Vorinostat,1.0,Vorinostat,1.0
Wide Local Excision,Wide Local Excision,1,1,Wide Local Excision,1.0,Wide Local Excision,1.0,Wide Local Excision,1.0,Wide Local Excision,1.0,Wide Local Excision,1.0
17-DMAG,Alvespimycin,99,2,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9131,MDM2/MDMX Inhibitor ALRN-6924,0.9130,HDM2 Inhibitor MK-8242,0.9120,Gemtuzumab,0.9101,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,0.9097
19D12,Robatumumab,99,2,AALL0232 ALL Study Identifier;Dexamethasone,0.8962,Pracinostat,0.8937,MDM2/MDMX Inhibitor ALRN-6924,0.8909,Denintuzumab Mafodotin,0.8878,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,0.8872
5 fu,Fluorouracil,1,2,Fluorouracil,0.9518,Fluoropyrimidine,0.9310,Fotemustine,0.9190,Floxuridine,0.9170,Ifosfamide,0.9100
5-FU,Fluorouracil,1,2,Fluorouracil,0.9556,Fluoropyrimidine,0.9384,Fotemustine,0.9265,Floxuridine,0.9236,Ifosfamide,0.9182
5-fluorouracil,Fluorouracil,1,2,Fluorouracil,0.9747,Fluoropyrimidine,0.9459,Fotemustine,0.9287,Floxuridine,0.9281,Folic Acid,0.9212
5/FU,Fluorouracil,1,2,Fluorouracil,0.9367,Fluoropyrimidine,0.9206,Fotemustine,0.9148,Floxuridine,0.9095,FLT3/CDK4/6 Inhibitor FLX925,0.9028
5FU,Fluorouracil,1,2,Fluorouracil,0.9576,Fluoropyrimidine,0.9360,Floxuridine,0.9237,Fotemustine,0.9224,Fludarabine,0.9156
6-MP,Mercaptopurine,2,2,Mapatumumab,0.9171,Mercaptopurine,0.9168,Tamoxifen,0.9051,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,0.9019,Peginterferon Alfa-2a,0.8988
6MP,Mercaptopurine,1,2,Mercaptopurine,0.9167,Mapatumumab,0.9053,Mycophenolate Mofetil,0.8975,Tamoxifen,0.8881,Methotrexate,0.8866
AA,Antiandrogen Therapy,99,2,AALL0331 ALL Study Identifier,0.9225,AALL0232 ALL Study Identifier,0.9173,AALL0232 ALL Study Identifier;Dexamethasone,0.9152,Adalimumab,0.9036,Tamibarotene,0.8955
AALL0232 therapy,AALL0232 ALL Study Identifier,1,2,AALL0232 ALL Study Identifier,0.9624,AALL0331 ALL Study Identifier,0.9560,AALL0232 ALL Study Identifier;Dexamethasone,0.9539,Anti-CD33 Monoclonal Antibody BI 836858,0.9124,Gamma-Secretase Inhibitor RO4929097,0.9114
AALL0232 w/Dex,AALL0232 ALL Study Identifier;Dexamethasone,1,2,AALL0232 ALL Study Identifier;Dexamethasone,0.9625,AALL0232 ALL Study Identifier,0.9479,AALL0331 ALL Study Identifier,0.9467,Anti-CD33 Monoclonal Antibody BI 836858,0.9127,MDM2/MDMX Inhibitor ALRN-6924,0.9120
AALL0331,AALL0331 ALL Study Identifier,1,2,AALL0331 ALL Study Identifier,0.9740,AALL0232 ALL Study Identifier,0.9606,AALL0232 ALL Study Identifier;Dexamethasone,0.9502,Anti-CD33 Monoclonal Antibody BI 836858,0.8990,Purine Analogue NSC 750854,0.8972
ABRAXANE,Nab-paclitaxel,99,2,Pexidartinib,0.9140,Crenolanib,0.9119,Lorazepam,0.9119,Afatinib,0.9075,Abiraterone,0.9068
ABSTRACTION_PENDING,Chart Abstraction;Pending,1,2,Chart Abstraction;Pending,0.9686,Bicalutamide,0.8979,Wertheim operation (procedure),0.8965,Abiraterone,0.8954,Seviteronel,0.8952
ABT-199,Venetoclax,99,2,Nab-paclitaxel,0.9206,JAK2 Inhibitor AZD1480,0.9190,Bevacizumab,0.9158,Anti-CD33 Monoclonal Antibody BI 836858,0.9150,CENP-E Inhibitor GSK-923295A,0.9127
ABT-263,Navitoclax,99,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9183,Capecitabine,0.9115,Docetaxel,0.9105,JAK2 Inhibitor AZD1480,0.9101,Erlotinib,0.9097
ABT888,Veliparib,99,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9133,Abiraterone,0.9004,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8987,JAK2 Inhibitor AZD1480,0.8971,Folate Receptor-Targeted Tubulysin Conjugate EC1456,0.8962
AC220 (Ambit),Quizartinib Dihydrochloride,99,2,Akt Inhibitor MK2206,0.9077,AALL0232 ALL Study Identifier;Dexamethasone,0.9014,Anti-CD33 Monoclonal Antibody BI 836858,0.8995,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8970,Bicalutamide,0.8969
ACTINOMYCIN D,Dactinomycin,99,2,Anthracycline Antineoplastic Antibiotic,0.9139,Dexamethasone,0.9082,Doxorubicin,0.9079,Adalimumab,0.9051,Azathioprine,0.9050
AG-120,Ivosidenib,99,2,Anti-ErbB3 Monoclonal Antibody REGN1400,0.9025,Polyamine Analogue PG11047,0.8982,Anti-CD33 Monoclonal Antibody BI 836858,0.8919,Anti-CD33 Antibody-drug Conjugate IMGN779,0.8901,Gemtuzumab,0.8868
AG-221,Enasidenib,99,2,AALL0232 ALL Study Identifier;Dexamethasone,0.8972,Polyamine Analogue PG11047,0.8969,PIM Kinase Inhibitor SGI-1776,0.8920,Anti-CD33 Monoclonal Antibody BI 836858,0.8913,Peginterferon Alfa-2a,0.8907
AIS,Aromatase Inhibitor,99,2,Estramustine,0.9005,Amifostine,0.8951,Gefitinib,0.8934,Momelotinib,0.8908,Abiraterone,0.8900
AKTi,AKT Inhibitor,1,2,AKT Inhibitor,0.9542,Pan-AKT Kinase Inhibitor GSK690693,0.9303,Trastuzumab,0.9205,Akt Inhibitor MK2206,0.9149,Vadastuximab Talirine,0.9097
ALND,Axillary Lymph Node Dissection,99,2,MDM2/MDMX Inhibitor ALRN-6924,0.9208,Cediranib,0.9110,Sentinel Lymph Node Biopsy Followed by Axillary Lymph Node Biopsy,0.9082,Axillary Lymph Node;Sentinel Lymph Node Biopsy,0.9082,Sentinel Lymph Node Biopsy,0.9063
ALPELISIB,Alpelisib,1,2,Alpelisib,1.0000,Acalisib,0.9299,Taselisib,0.9259,Pilaralisib,0.9151,Pravastatin,0.9090
ALRN-6924,MDM2/MDMX Inhibitor ALRN-6924,1,2,MDM2/MDMX Inhibitor ALRN-6924,0.9599,NAMPT Inhibitor STF-118804,0.9140,AALL0331 ALL Study Identifier,0.9116,AALL0232 ALL Study Identifier,0.9113,AALL0232 ALL Study Identifier;Dexamethasone,0.9073
AMD,Dactinomycin,99,2,Daratumumab,0.9207,Denintuzumab Mafodotin,0.9143,Ramucirumab,0.9084,Vadastuximab Talirine,0.9083,Adalimumab,0.9055
ANTHRACYCLINE,Anthracycline Antineoplastic Antibiotic,1,2,Anthracycline Antineoplastic Antibiotic,0.9651,Doxorubicin,0.9547,Doxorubicin Hydrochloride,0.9335,Daunorubicin,0.9318,Imatinib,0.9280
ANTIHER2,HER2-targeting Agent,5,2,Anti-TIM-3 Monoclonal Antibody,0.9034,Anti-HGF Monoclonal Antibody TAK-701,0.9031,Anti-LAG-3 Monoclonal Antibody,0.9016,Peginterferon Alfa-2a,0.9006,HER2-targeting Agent,0.9000
APLIDIN,Plitidepsin,2,2,Apalutamide,0.9148,Plitidepsin,0.9075,Pipobroman,0.9073,Plerixafor,0.9070,Alvespimycin,0.9041
APR,Abdominoperineal Resection,99,2,Peginterferon Alfa-2a,0.8988,Radical;Anterior Pelvic Exenteration,0.8983,Anterior Pelvic Exenteration,0.8965,Everolimus,0.8950,Pelvic Lymphadenectomy,0.8936
ARN 509,Apalutamide,99,2,Anti-ErbB3 Monoclonal Antibody REGN1400,0.8988,MDM2/MDMX Inhibitor ALRN-6924,0.8935,Anti-CD98 Monoclonal Antibody IGN523,0.8902,Dutasteride,0.8896,Anti-HGF Monoclonal Antibody TAK-701,0.8888
ARN509,Apalutamide,99,2,Anti-CD98 Monoclonal Antibody IGN523,0.8877,Anti-ErbB3 Monoclonal Antibody REGN1400,0.8871,MDM2/MDMX Inhibitor ALRN-6924,0.8850,Gamma-Secretase Inhibitor RO4929097,0.8796,Trametinib,0.8796
ATG,Anti-Thymocyte Globulin,99,2,Ipilimumab,0.8980,Imatinib,0.8959,Erlotinib,0.8940,Anti-EGFR Monoclonal Antibody,0.8924,Docetaxel,0.8918
ATRA,Tretinoin,99,2,Tamibarotene,0.9276,Erlotinib,0.9240,Abiraterone Acetate,0.9176,Abiraterone,0.9164,Tamoxifen,0.9152
ATRA (Tretinoin),Tretinoin,1,2,Tretinoin,0.9729,Isotretinoin,0.9380,Treosulfan,0.9294,Topotecan,0.9245,Tamibarotene,0.9219
ATRA started,Tretinoin,99,2,Tamibarotene,0.9049,Abiraterone Acetate,0.8956,Steroid Therapy,0.8952,Gilteritinib,0.8945,Erlotinib,0.8944
AZD-2171,Cediranib,99,2,HDM2 Inhibitor MK-8242,0.9280,mTOR Kinase Inhibitor AZD8055,0.9279,PIM Kinase Inhibitor SGI-1776,0.9263,JAK2 Inhibitor AZD1480,0.9241,CENP-E Inhibitor GSK-923295A,0.9175
AZD-6244,Selumetinib,99,2,mTOR Kinase Inhibitor AZD8055,0.9489,HDM2 Inhibitor MK-8242,0.9476,MDM2/MDMX Inhibitor ALRN-6924,0.9331,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9326,JAK2 Inhibitor AZD1480,0.9312
AZD1480,JAK2 Inhibitor AZD1480,1,2,JAK2 Inhibitor AZD1480,0.9726,mTOR Kinase Inhibitor AZD8055,0.9221,Folate Receptor-Targeted Tubulysin Conjugate EC1456,0.9155,HDM2 Inhibitor MK-8242,0.9124,Erlotinib,0.9121
AZD8055,mTOR Kinase Inhibitor AZD8055,1,2,mTOR Kinase Inhibitor AZD8055,0.9725,JAK2 Inhibitor AZD1480,0.9210,HDM2 Inhibitor MK-8242,0.9200,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9187,Gamma-Secretase Inhibitor RO4929097,0.9164
AbiCabazi (abiraterone),Abiraterone,1,2,Abiraterone,0.9711,Abiraterone Acetate,0.9599,Cinrebafusp Alfa,0.9294,Bicalutamide,0.9292,Dabrafenib,0.9292
Abiraterone acetate,Abiraterone Acetate,1,2,Abiraterone Acetate,1.0000,Abiraterone,0.9848,Sirolimus,0.9295,Dabrafenib,0.9284,Bicalutamide,0.9268
Additional resection/ margins (taken after first margin positive),Resection,99,2,Surgical Margin;Resection,0.9508,Re-Excision;Superior;Margin,0.9502,Re-Excision;Inferior;Margin,0.9489,Inner;Upper;Surgical Margin;Re-Excision,0.9453,Right Breast;Re-Excision,0.9347
Adr,Doxorubicin Hydrochloride,99,2,Adalimumab,0.9097,Doxorubicin,0.9049,Ramucirumab,0.9026,MDM2/MDMX Inhibitor ALRN-6924,0.9014,Prednisolone,0.9006
Adriamycine,Doxorubicin Hydrochloride,2,2,Doxorubicin,0.9635,Doxorubicin Hydrochloride,0.9412,Daunorubicin,0.9330,Anthracycline Antineoplastic Antibiotic,0.9322,Adalimumab,0.9223
Alliance (enzalutamide),Enzalutamide,1,2,Enzalutamide,0.9712,Bicalutamide,0.9387,Abiraterone Acetate,0.9217,Antiandrogen Therapy,0.9215,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,0.9205
AntiEGFR,Anti-EGFR Monoclonal Antibody,1,2,Anti-EGFR Monoclonal Antibody,0.9528,Anti-LAG-3 Monoclonal Antibody,0.9224,Anti-CD47 Monoclonal Antibody,0.9186,Anti-HGF Monoclonal Antibody TAK-701,0.9182,Antiandrogen Therapy,0.9157
Ara,Cytarabine,2,2,Pexidartinib,0.9120,Cytarabine,0.9089,Rituximab,0.9088,Cladribine,0.9054,Anti-EGFR Monoclonal Antibody,0.9052
Ara C,Cytarabine,1,2,Cytarabine,0.9044,Cladribine,0.9018,Chimeric Antigen Receptor T-Cell Therapy,0.8950,Chimeric Antigen Receptor T-Cell Therapy;Therapeutic Apheresis,0.8947,Carboxyamidotriazole,0.8932
Ara-C,Cytarabine,1,2,Cytarabine,0.9177,Cladribine,0.9124,Chimeric Antigen Receptor T-Cell Therapy;Therapeutic Apheresis,0.9093,Chimeric Antigen Receptor T-Cell Therapy,0.9085,Liposomal Cytarabine,0.9076
Arsenic.,Arsenic,1,2,Arsenic,0.9993,Arsenic Trioxide,0.9470,Seviteronel,0.9053,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,0.9015,Vadastuximab Talirine,0.8996
Ascites,Ascites Drainage,1,2,Ascites Drainage,0.9631,Pericardial Effusion,0.9109,Pleural Effusion,0.9095,Adalimumab,0.9047,Peginterferon Alfa-2a,0.9039
Auto,Autologous Hematopoietic Stem Cell Transplantation,1,2,Autologous Hematopoietic Stem Cell Transplantation,0.8907,Erlotinib,0.8879,Ipilimumab,0.8869,MDM2/MDMX Inhibitor ALRN-6924,0.8868,Apoptotic Pathway-targeting Antineoplastic Agent,0.8853
Avastin,Bevacizumab,1,2,Bevacizumab,0.9330,Vadastuximab Talirine,0.9125,Asparaginase,0.9096,Sorafenib,0.9093,Ivosidenib,0.9078
Avatin,Lorazepam,99,2,Vinorelbine,0.9198,Vincristine,0.9150,Vinblastine,0.9108,Asparaginase,0.9101,Ivosidenib,0.9068
Aza,Azacitidine,1,2,Azacitidine,0.9528,Azathioprine,0.9403,Azacitidine Regimen,0.9303,Azathioprine Sodium,0.9121,Decitabine,0.9098
B/L Pelvic LN dissection,Bilateral Pelvic Lymph Node Dissection,1,2,Bilateral Pelvic Lymph Node Dissection,0.9598,Pelvic Lymphadenectomy,0.9575,Bilateral;Pelvic Lymphadenectomy,0.9493,Extend;Pelvic Lymphadenectomy,0.9443,Axillary Lymph Node Level I;Axillary Lymph Node Level II;Lymphadenectomy,0.9408
BAL101553,Lisavanbulin,99,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9037,Anti-HGF Monoclonal Antibody TAK-701,0.9009,FACT Complex-targeting Curaxin CBL0137,0.9001,NAMPT Inhibitor STF-118804,0.8971,AALL0232 ALL Study Identifier;Dexamethasone,0.8964
BAY1161909,Empesertib,99,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.8975,Polyamine Analogue PG11047,0.8949,Gamma-Secretase Inhibitor RO4929097,0.8938,Glembatumumab,0.8906,FAK Inhibitor VS-4718,0.8894
BCG,Bacillus Calmette-Guerin Antigen,1,2,Bacillus Calmette-Guerin Antigen,0.9257,Bleomycin,0.9195,Vaccine,0.9113,Bevacizumab,0.9097,Ipilimumab,0.9053
BCNU,Carmustine,99,2,Navitoclax,0.9026,Neobladder,0.9009,Birinapant,0.8960,Orthotopic;Neobladder,0.8941,Crenolanib,0.8935
BEV,Bevacizumab,1,2,Bevacizumab,0.9195,Mivobulin Isethionate,0.9155,Bortezomib,0.9135,Buparlisib,0.9094,Valproic Acid,0.9081
BEZ235,Dactolisib,99,2,mTOR Inhibitor;Immunotherapeutic Agent,0.9151,Zoligratinib,0.9145,Lapatinib,0.9141,Bortezomib,0.9140,Everolimus,0.9139
BI 836858 (anti-CD33),Anti-CD33 Monoclonal Antibody BI 836858,1,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9930,Anti-CD3 Monoclonal Antibody,0.9625,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9521,Anti-TIM-3 Monoclonal Antibody,0.9437,Anti-HGF Monoclonal Antibody TAK-701,0.9365
BI6727 (VOLASERTIB),Volasertib,1,2,Volasertib,0.9616,Anti-CD33 Monoclonal Antibody BI 836858,0.9265,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9185,FAK Inhibitor VS-4718,0.9172,Bevacizumab,0.9158
BI836858 (anti-CD33),Anti-CD33 Monoclonal Antibody BI 836858,1,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9884,Anti-CD3 Monoclonal Antibody,0.9573,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9499,Anti-TIM-3 Monoclonal Antibody,0.9384,Anti-CD98 Monoclonal Antibody IGN523,0.9327
BKM120,Buparlisib,99,2,Binimetinib,0.8971,mTOR Kinase Inhibitor AZD8055,0.8887,DNA-PK/TOR Kinase Inhibitor CC-115,0.8885,Anti-PLGF Monoclonal Antibody TB-403,0.8882,Cetuximab,0.8874
BL-8040,Motixafortide,99,2,Anti-PLGF Monoclonal Antibody TB-403,0.9103,Anti-HGF Monoclonal Antibody TAK-701,0.9084,Anti-CD33 Monoclonal Antibody BI 836858,0.9058,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9032,mTOR Kinase Inhibitor AZD8055,0.9027
BMN-673,Talazoparib,99,2,Anti-CD33 Monoclonal Antibody BI 836858,0.9140,MDM2/MDMX Inhibitor ALRN-6924,0.9124,Purine Analogue NSC 750854,0.9076,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9058,Anti-CD33 Antibody-drug Conjugate IMGN779,0.9030
BMS-354825,Dasatinib,99,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9392,Purine Analogue NSC 750854,0.9240,CENP-E Inhibitor GSK-923295A,0.9230,NAMPT Inhibitor STF-118804,0.9230,HDM2 Inhibitor MK-8242,0.9228
BMS-754807,Dual IGF-1R/InsR Inhibitor BMS-754807,1,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9536,MDM2/MDMX Inhibitor ALRN-6924,0.9272,Purine Analogue NSC 750854,0.9259,Glembatumumab,0.9251,NAMPT Inhibitor STF-118804,0.9235
BMS-986205 (IDO inhibitor),Linrodostat,99,2,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9525,IDO Inhibitor,0.9451,HDM2 Inhibitor MK-8242,0.9414,Anti-CD33 Monoclonal Antibody BI 836858,0.9412,NAMPT Inhibitor STF-118804,0.9412
BMS-986205 (P1T986205),Linrodostat,99,2,Purine Analogue NSC 750854,0.9322,NAMPT Inhibitor STF-118804,0.9275,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9275,Anti-CD33 Monoclonal Antibody BI 836858,0.9246,PSMA-targeting Agent;Antineoplastic Antibody-Drug Conjugate,0.9196
BORTEZOMIB,Bortezomib,1,2,Bortezomib,1.0000,Bevacizumab,0.9326,Nab-paclitaxel,0.9276,Vinblastine,0.9247,Paclitaxel,0.9226
BP1001,Prexigebersen,99,2,Everolimus,0.9029,JAK1 Inhibitor,0.8964,JAK2 Inhibitor AZD1480,0.8918,Pembrolizumab,0.8909,mTOR Kinase Inhibitor AZD8055,0.8868
BPX-501,Rivogenlecleucel,99,2,Anti-PLGF Monoclonal Antibody TB-403,0.9061,Purine Analogue NSC 750854,0.9060,Binimetinib,0.9056,Nab-paclitaxel,0.9049,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9035
BREAST CONSERVING,Breast Conservation Treatment,1,2,Breast Conservation Treatment,0.9586,Bilateral;Skin-Sparing Mastectomy,0.9257,Lumpectomy;Right Breast,0.9159,Mastectomy,0.9144,Skin-Sparing Mastectomy;Radical Mastectomy,0.9140
BSO,Buthionine Sulfoximine,4,2,Buparlisib,0.9035,Bilateral Salpingectomy,0.8992,Binimetinib,0.8970,Buthionine Sulfoximine,0.8964,Bevacizumab,0.8946
BU,Busulfan,1,2,Busulfan,0.9061,Bevacizumab,0.8947,Crenolanib,0.8939,Buparlisib,0.8916,Bleomycin,0.8882
BYL719,Alpelisib,99,2,MDM2/MDMX Inhibitor ALRN-6924,0.9100,Ifabotuzumab,0.9031,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9022,Purine Analogue NSC 750854,0.9015,Gamma-Secretase Inhibitor RO4929097,0.9010
Bacillus Calmette-Guerin,Bacillus Calmette-Guerin Antigen,1,2,Bacillus Calmette-Guerin Antigen,0.9730,Lisavanbulin,0.9061,Liposome-encapsulated Daunorubicin-Cytarabine,0.9054,Vaccine,0.9049,Imatinib,0.9021
Bacillus Calmette-Guerin (BCG),Bacillus Calmette-Guerin Antigen,1,2,Bacillus Calmette-Guerin Antigen,0.9702,Vaccine,0.9194,Lisavanbulin,0.9152,Glembatumumab,0.9108,Imatinib,0.9095
Bevasizumab,Bevacizumab,1,2,Bevacizumab,0.9335,Vinorelbine,0.9261,Vinblastine,0.9227,Vorinostat,0.9220,Vemurafenib,0.9214
Bevicizumab,Bevacizumab,1,2,Bevacizumab,0.9282,Bortezomib,0.9163,Mivobulin Isethionate,0.9143,Cabiralizumab,0.9121,Ramucirumab,0.9107
Bilateral Ovarian cystectomy,Bilateral;Ovarian;Cystectomy,1,2,Bilateral;Ovarian;Cystectomy,0.9893,Cystectomy,0.9547,Bilateral Salpingectomy with Oophorectomy,0.9535,Bilateral Salpingectomy,0.9534,Unilateral Salpingo-oophorectomy,0.9486
Bilateral Salpingo-Oophorectomy,Bilateral Salpingectomy with Oophorectomy,1,2,Bilateral Salpingectomy with Oophorectomy,0.9848,Unilateral Salpingo-oophorectomy,0.9845,Bilateral Salpingectomy,0.9792,Unilateral Oophorectomy,0.9678,Bilateral;Ovarian;Cystectomy,0.9570
Bilateral breast reconstruction with tissue expanders.,Tissue Expander-Implant Breast Reconstruction;Bilateral,1,2,Tissue Expander-Implant Breast Reconstruction;Bilateral,0.9892,Bilateral Mastectomy,0.9424,Bilateral;Total Mastectomy,0.9424,Bilateral;Skin-Sparing Mastectomy,0.9387,Bilateral;Ovarian;Cystectomy,0.9374
Bilateral skin sparing Mastectomy,Bilateral;Skin-Sparing Mastectomy,1,2,Bilateral;Skin-Sparing Mastectomy,0.9959,Skin-Sparing Mastectomy;Radical Mastectomy,0.9688,Bilateral Mastectomy,0.9488,Bilateral;Total Mastectomy,0.9379,Mastectomy,0.9361
Bile Duct Resection,Bile Duct;Resection,1,2,Bile Duct;Resection,0.9910,Resection,0.9432,Lung;Resection,0.9293,Pancreaticoduodenectomy,0.9259,Hepatectomy,0.9225
Binimetinib (MEK162),Binimetinib,1,2,Binimetinib,0.9785,Cobimetinib,0.9455,Anti-CD33 Monoclonal Antibody BI 836858,0.9308,Dual IGF-1R/InsR Inhibitor BMS-754807,0.9294,Axitinib,0.9233
Biochemo,Biochemotherapy,1,2,Biochemotherapy,0.9580,Bleomycin,0.8988,Dasatinib,0.8952,Sabatolimab,0.8866,Ifabotuzumab,0.8855
Bisulfan,Busulfan,4,2,Pracinostat,0.9135,Vorinostat,0.9096,Histone Deacetylase Inhibitor,0.9094,Busulfan,0.9064,Azathioprine,0.9052
Bladder diverticulectomy,bladder diverticulectomy,1,2,bladder diverticulectomy,1.0000,Nephroureterectomy with Cuff of Bladder;Endoscopic Resection,0.9263,Cystectomy,0.9260,Nephroureterectomy,0.9158,Transurethral Resection of Bladder Tumor,0.9143
Bleo,Bleomycin,2,2,Bevacizumab,0.9161,Bleomycin,0.9144,Biopsy,0.8919,Binimetinib,0.8918,Bilateral Salpingectomy,0.8907
Blood Draw,Blood Sample,1,2,Blood Sample,0.9485,Donor Lymphocyte Infusion,0.9060,Biopsy,0.9040,Skin Biopsy,0.8920,Liver Biopsy,0.8907
Bone marrow transplant,Bone Marrow Transplantation,1,2,Bone Marrow Transplantation,0.9911,Hematopoietic Cell Transplantation,0.9430,Autologous Hematopoietic Stem Cell Transplantation,0.9316,Sibling;Allogeneic Hematopoietic Stem Cell Transplantation,0.9177,Matched Unrelated Donor;Allogeneic Hematopoietic Stem Cell Transplantation,0.9152
Breast Conservation,Breast Conservation Treatment,1,2,Breast Conservation Treatment,0.9747,Bilateral;Skin-Sparing Mastectomy,0.9271,Left;Biopsy of Breast,0.9190,Lumpectomy;Right Breast,0.9143,Tissue Flap Breast Reconstruction,0.9142
Bu,Busulfan,1,2,Busulfan,0.9061,Bevacizumab,0.8947,Crenolanib,0.8939,Buparlisib,0.8916,Bleomycin,0.8882
Busul,Busulfan,1,2,Busulfan,0.9366,Lisavanbulin,0.8928,Bevacizumab,0.8909,Lapatinib,0.8883,Zoligratinib,0.8871
CABOZANTINIB (XL-148),Cabozantinib,1,2,Cabozantinib,0.9621,Cabazitaxel,0.9419,JAK2 Inhibitor AZD1480,0.9225,Cabiralizumab,0.9214,Nab-paclitaxel,0.9188
CAI (NABTT 97212),Carboxyamidotriazole,99,2,Nab-paclitaxel,0.9245,AALL0232 ALL Study Identifier;Dexamethasone,0.9239,AALL0232 ALL Study Identifier,0.9145,Anti-CD33 Monoclonal Antibody BI 836858,0.9142,Anti-CD98 Monoclonal Antibody IGN523,0.9139
CAPECITABINE,Capecitabine,1,2,Capecitabine,1.0000,Gemcitabine,0.9270,Temozolomide,0.9240,Docetaxel,0.9227,Letrozole,0.9211
CARBOPLATIN,Carboplatin,1,2,Carboplatin,1.0000,Cisplatin,0.9385,Cetuximab,0.9345,Cyclophosphamide,0.9253,Platinum,0.9244
CBL0137,FACT Complex-targeting Curaxin CBL0137,1,2,FACT Complex-targeting Curaxin CBL0137,0.9368,AALL0331 ALL Study Identifier,0.9050,Anti-CD98 Monoclonal Antibody IGN523,0.9039,AALL0232 ALL Study Identifier,0.9012,Gamma-Secretase Inhibitor RO4929097,0.9008
CC115,DNA-PK/TOR Kinase Inhibitor CC-115,1,2,DNA-PK/TOR Kinase Inhibitor CC-115,0.9293,Celecoxib,0.9082,FACT Complex-targeting Curaxin CBL0137,0.8961,Anti-CD98 Monoclonal Antibody IGN523,0.8916,Capecitabine,0.8901
CCNU,Lomustine,99,2,Celecoxib,0.9151,Carboplatin,0.9060,Cyclin-Dependent Kinase Inhibitor,0.9053,Everolimus,0.9040,Cetuximab,0.9013
CD123,Immunotherapeutic Agent,99,2,AALL0232 ALL Study Identifier;Dexamethasone,0.9072,Dexamethasone,0.8988,Anti-CD33 Monoclonal Antibody BI 836858,0.8979,Anti-CD3 Monoclonal Antibody,0.8949,Anti-CD98 Monoclonal Antibody IGN523,0.8934
