original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
CIN,Chromosomal Instability,4,2,Cervical Adenocarcinoma In Situ,0.6671,Cervical Carcinoma,0.6016,Microinvasive Breast Carcinoma,0.5886,Chromosomal Instability,0.5791,Neuroepithelial Neoplasm<;>High Grade,0.5707
CLASSIC,Classic Histology,1,2,Classic Histology,0.7708,Primary,0.5808,Well Differentiated,0.5723,Classic Thyroid Gland Papillary Carcinoma,0.5674,Undifferentiated,0.5547
CLASSICAL,Classic Histology,1,2,Classic Histology,0.7472,Primary,0.5726,Invasive,0.5682,Diffuse,0.5579,Undifferentiated,0.5466
CLASSICAL HCA,Hepatocellular Adenoma,2,2,Hepatocellular Adenoma<;>Hepatocellular Carcinoma,0.6245,Hepatocellular Adenoma,0.6128,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,0.5954,Classic Histology,0.5720,Hepatocellular Carcinoma,0.5534
CLASSICAL HODGKIN LYMPHOMA,Classic Hodgkin Lymphoma,1,2,Classic Hodgkin Lymphoma,0.9812,Hodgkin Lymphoma,0.9299,Non-Hodgkin Lymphoma,0.6799,Hodgkin-Like Post-Transplant Lymphoproliferative Disorder,0.6053,"Malignant Lymphoma, Histiocytic, Diffuse",0.5860
CLAUDIN-LOW,Claudin-Low,1,2,Claudin-Low,1.0000,Basal,0.4716,Microsatellite Stable,0.4674,Microsatellite Stable Colorectal Carcinoma,0.4627,Superficial,0.4601
CLEAR CELL ADENOCARCINOMA,Clear Cell Adenocarcinoma,1,2,Clear Cell Adenocarcinoma,1.0000,Adenocarcinoma Clear Cell,0.9847,Clear Cell Renal Cell Carcinoma,0.8564,Clear Cell Renal Cell Carcinoma<;>Poorly Differentiated,0.8021,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,0.7965
CLEAR CELL BORDERLINE OVARIAN TUMOR,Borderline Ovarian Clear Cell Tumor,1,2,Borderline Ovarian Clear Cell Tumor,0.9731,Ovarian Clear Cell Tumor,0.8191,Malignant Ovarian Clear Cell Tumor,0.8091,Ovarian Clear Cell Cystadenocarcinoma,0.7287,Borderline Ovarian Serous Tumor,0.7120
CLEAR CELL CARCINOMA,Clear Cell Adenocarcinoma,1,2,Clear Cell Adenocarcinoma,0.9461,Adenocarcinoma Clear Cell,0.9293,Clear Cell Renal Cell Carcinoma,0.9163,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,0.8221,Clear Cell Renal Cell Carcinoma<;>Poorly Differentiated,0.8140
CLEAR CELL CARCINOMA OF THE LUNG,"Lung Large Cell Carcinoma, Clear Cell Variant",1,2,"Lung Large Cell Carcinoma, Clear Cell Variant",0.8649,Clear Cell Renal Cell Carcinoma,0.8036,Clear Cell Adenocarcinoma,0.7964,Adenocarcinoma Clear Cell,0.7739,Lung Large Cell Carcinoma,0.7679
CLEAR CELL ODONTOGENIC CARCINOMA,Clear Cell Odontogenic Carcinoma,1,2,Clear Cell Odontogenic Carcinoma,1.0000,Odontogenic Carcinoma,0.8533,Clear Cell Adenocarcinoma,0.7319,Adenocarcinoma Clear Cell,0.7088,Undifferentiated Carcinoma with Osteoclast-Like Giant Cells,0.7045
CLEAR CELL OVARIAN CANCER,Ovarian Clear Cell Tumor,2,2,Malignant Ovarian Clear Cell Tumor,0.9433,Ovarian Clear Cell Tumor,0.9121,Ovarian Clear Cell Cystadenocarcinoma,0.8659,Ovarian Adenocarcinoma,0.7861,Ovarian Carcinoma,0.7805
CLEAR CELL PAPILLARY RENAL CELL CARCINOMA,Clear Cell Papillary Renal Neoplasm,3,2,Clear Cell Renal Cell Carcinoma,0.9246,Papillary Renal Cell Carcinoma,0.9235,Clear Cell Papillary Renal Neoplasm,0.9107,Chromophobe Renal Cell Carcinoma,0.8936,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,0.8753
CLEAR CELL RENAL CELL CARCINOMA,Clear Cell Renal Cell Carcinoma,1,2,Clear Cell Renal Cell Carcinoma,1.0000,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,0.9122,Renal Cell Carcinoma,0.9119,Chromophobe Renal Cell Carcinoma,0.8842,Clear Cell Renal Cell Carcinoma<;>Poorly Differentiated,0.8570
CLEAR CELL SARCOMA,Clear Cell Sarcoma of Soft Tissue,1,2,Clear Cell Sarcoma of Soft Tissue,0.9028,Clear Cell Adenocarcinoma,0.8377,Adenocarcinoma Clear Cell,0.8166,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,0.8096,Clear Cell Renal Cell Carcinoma,0.7938
CLEAR_CELL,Clear Cell,1,2,Clear Cell,0.8877,Columnar Cell,0.6243,Hairy Cell,0.5963,Mixed<;>Serous<;>Clear Cells,0.5937,Adenocarcinoma Clear Cell,0.5697
CLEAR_CELL_CARCINOMA,Clear Cell Adenocarcinoma,1,2,Clear Cell Adenocarcinoma,0.9100,Adenocarcinoma Clear Cell,0.8960,Clear Cell Renal Cell Carcinoma,0.8591,Clear Cell Renal Cell Carcinoma<;>Poorly Differentiated,0.7757,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,0.7681
CLEAR_CELL_RENAL_CELL_CARCINOMA,Clear Cell Renal Cell Carcinoma,1,2,Clear Cell Renal Cell Carcinoma,0.9693,Sarcomatoid Renal Cell Carcinoma<;>Clear Cell Renal Cell Carcinoma,0.8862,Renal Cell Carcinoma,0.8847,Clear Cell Adenocarcinoma,0.8637,Clear Cell Renal Cell Carcinoma<;>Poorly Differentiated,0.8523
CLL,Chronic Lymphocytic Leukemia,1,2,Chronic Lymphocytic Leukemia,0.8327,Chronic Lymphoblastic Lymphoma,0.7345,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma,0.7279,Centroblastic Lymphoma,0.6896,Lymphoma,0.6701
CML,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",4,2,Chronic Myelogenous Leukemia,0.7743,Atypical Chronic Myeloid Leukemia,0.6843,Chronic Myelomonocytic Leukemia,0.6760,"Chronic Myelogenous Leukemia, BCR-ABL1 Positive",0.6652,Leukemia,0.6419
CMML,Chronic Myelomonocytic Leukemia,1,2,Chronic Myelomonocytic Leukemia,0.7558,Chronic Myelogenous Leukemia,0.7164,Chronic Myelomonocytic Leukemia-1,0.6876,Chronic Myelomonocytic Leukemia-2,0.6501,Myeloid Sarcoma,0.6140
CNS,Malignant Central Nervous System Neoplasm,4,2,Central Nervous System<;>Brain,0.7752,Brain,0.7168,Central Nervous System Disorder,0.6641,Malignant Central Nervous System Neoplasm,0.6606,Central Nervous System Neoplasm,0.6336
CNS CANCER,Malignant Central Nervous System Neoplasm,1,2,Malignant Central Nervous System Neoplasm,0.8917,Central Nervous System Neoplasm,0.8436,Malignant Brain Neoplasm,0.8052,Brain Neoplasm,0.7222,Central Nervous System Melanoma,0.7190
CNS DISEASE,Central Nervous System Disorder,1,2,Central Nervous System Disorder,0.9224,Central Nervous System Neoplasm,0.6816,Central Nervous System<;>Brain,0.6602,Malignant Central Nervous System Neoplasm,0.6214,Brain,0.6022
CNS EFT-CIC,Central Nervous System Ewing Sarcoma<;>CIC Gene Rearrangement,1,2,Central Nervous System Ewing Sarcoma<;>CIC Gene Rearrangement,0.6014,Central Nervous System Solitary Fibrous Tumor,0.5313,Central Nervous System<;>Brain,0.5028,"Supratentorial Ependymoma, ZFTA-RELA Fusion-Positive",0.5010,Central Neurocytoma,0.4843
CNS EMBRYONAL NOS,Central Nervous System Embryonal Tumor,1,2,Central Nervous System Embryonal Tumor,0.8756,"Central Nervous System Embryonal Tumor, Not Otherwise Specified",0.8484,Embryonal Neoplasm,0.7455,Brain Neoplasm,0.7019,Central Nervous System Neoplasm,0.6966
"CNS EMBRYONAL TUMOR, NOS","Central Nervous System Embryonal Tumor, Not Otherwise Specified",2,2,Central Nervous System Embryonal Tumor,0.9503,"Central Nervous System Embryonal Tumor, Not Otherwise Specified",0.9268,Embryonal Neoplasm,0.7623,Brain Neoplasm,0.7077,Central Nervous System Neoplasm,0.6902
CNS GERMINOMA,Central Nervous System Germinoma,1,2,Central Nervous System Germinoma,0.9452,Germinoma,0.7942,Glioneuronal Tumor,0.7064,Central Neurocytoma,0.6977,Central Nervous System Medulloepithelioma,0.6923
CNS/BRAIN,Central Nervous System<;>Brain,1,2,Central Nervous System<;>Brain,0.9181,Brain,0.8899,Malignant Brain Neoplasm,0.7124,Head and Neck,0.7105,Brain Neoplasm,0.7096
COAD,Colon Adenocarcinoma,99,2,MiT Family Translocation-Associated Renal Cell Carcinoma,0.5060,Colon Adenocarcinoma<;>Chromosomal Instability,0.4888,Hypermutated Colorectal Carcinoma,0.4857,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,0.4840,Minimally Invasive Lung Adenocarcinoma,0.4737
COAD_CIN,Colon Adenocarcinoma<;>Chromosomal Instability,3,2,Cervical Adenocarcinoma In Situ,0.5532,With Tumor,0.5478,Colon Adenocarcinoma<;>Chromosomal Instability,0.5340,Colorectal,0.5317,Hypermutated Colorectal Carcinoma,0.5209
COAD_GS,Colon Adenocarcinoma,99,2,Cytology Specimen Type,0.4922,Adenocarcinoma,0.4808,Colorectal,0.4806,With Tumor,0.4793,Colon,0.4791
COAD_MSI,Colon Adenocarcinoma<;>Microsatellite Instability,1,2,Colon Adenocarcinoma<;>Microsatellite Instability,0.7189,Hypermutated Colorectal Carcinoma,0.6714,Gastric Adenocarcinoma<;>Microsatellite Instability,0.6493,Microsatellite Stable Colorectal Carcinoma,0.6491,Rectal Adenocarcinoma<;>Microsatellite Instability,0.6483
COAD_POLE,Colon Adenocarcinoma<;>POLE Gene Mutation,1,2,Colon Adenocarcinoma<;>POLE Gene Mutation,0.6097,Esophageal Adenocarcinoma<;>POLE Gene Mutation,0.5978,Rectal Adenocarcinoma<;>POLE Gene Mutation,0.5956,Endometrial Carcinoma<;>POLE Gene Mutation,0.5839,Gastric Adenocarcinoma<;>POLE Gene Mutation,0.5756
COLLECTING DUCT RENAL CELL CARCINOMA,Collecting Duct Carcinoma,1,2,Collecting Duct Carcinoma,0.9442,Clear Cell Renal Cell Carcinoma,0.8441,Renal Cell Carcinoma,0.8400,Chromophobe Renal Cell Carcinoma,0.7947,Kidney Medullary Carcinoma,0.7922
COLON,Colon,1,2,Colon,1.0000,Colorectal,0.8120,Colon Carcinoma,0.7815,Colorectal Carcinoma,0.7153,Ascending Colon,0.7125
COLON ADENOCARCINOMA,Colon Adenocarcinoma,1,2,Colon Adenocarcinoma,1.0000,Colon Carcinoma,0.9015,Colorectal Adenocarcinoma,0.8835,Colorectal Carcinoma,0.7876,Colon Carcinoma<;>Melanoma,0.7803
COLON ADENOCARCINOMA IN SITU,Colon Adenocarcinoma,1,2,Colon Adenocarcinoma,0.7330,Colon Carcinoma,0.6746,Colon,0.6705,Colon Adenocarcinoma<;>Chromosomal Instability,0.6545,Colon Adenocarcinoma<;>Microsatellite Instability,0.6496
COLON CANCER,Colon Carcinoma,1,2,Colon Carcinoma,0.9720,Colorectal Carcinoma,0.8721,Colon Adenocarcinoma,0.8576,Colon,0.8280,Colorectal Adenocarcinoma,0.7768
COLON CARCINOMA,Colon Carcinoma,1,2,Colon Carcinoma,1.0000,Colon Adenocarcinoma,0.9015,Colorectal Carcinoma,0.8861,Colorectal Adenocarcinoma,0.8079,Colon Carcinoma<;>Melanoma,0.8066
COLON MUCINOUS ADENOCARCINOMA,Colon Mucinous Adenocarcinoma,1,2,Colon Mucinous Adenocarcinoma,1.0000,Rectal Mucinous Adenocarcinoma<;>Colon Mucinous Adenocarcinoma,0.8735,Appendix Mucinous Adenocarcinoma,0.7986,Colon Adenocarcinoma,0.7659,"Cervical Mucinous Adenocarcinoma, Intestinal-Type",0.7467
COLONIC TYPE ADENOCARCINOMA OF THE APPENDIX,Appendix Adenocarcinoma,1,2,Appendix Adenocarcinoma,0.8174,Colon Mucinous Adenocarcinoma,0.7819,Appendix Goblet Cell Adenocarcinoma,0.7697,Colon Adenocarcinoma,0.7666,Appendix Carcinoma,0.7564
COLON_CANCER,Colon Carcinoma,1,2,Colon Carcinoma,0.8772,Colon,0.8424,Colorectal Carcinoma,0.8231,Colon Adenocarcinoma,0.7879,Colorectal,0.7807
COLON_CARCINOMA,Colon Carcinoma,1,2,Colon Carcinoma,0.9419,Colorectal Carcinoma,0.8637,Colon Adenocarcinoma,0.8624,Colon,0.8220,Colorectal Adenocarcinoma,0.7938
COLON_CARCINOMA AND MELANOMA,Colon Carcinoma<;>Melanoma,1,2,Colon Carcinoma<;>Melanoma,0.7605,Colon Carcinoma,0.7240,Colorectal Carcinoma,0.7126,Colon Adenocarcinoma,0.6830,Colorectal,0.6793
COLORECTAL,Colorectal,1,2,Colorectal,1.0000,Colorectal Carcinoma,0.8599,Colon,0.8120,Colorectal Adenocarcinoma,0.7527,Rectum,0.7458
COLORECTAL ADENOCARCINOMA,Colorectal Adenocarcinoma,1,2,Colorectal Adenocarcinoma,1.0000,Colorectal Carcinoma,0.9090,Colon Adenocarcinoma,0.8835,Colon Carcinoma,0.8079,Rectal Adenocarcinoma,0.7889
COLORECTAL CANCER,Colorectal Carcinoma,1,2,Colorectal Carcinoma,0.9740,Colorectal,0.9019,Colorectal Adenocarcinoma,0.8659,Colon Carcinoma,0.8511,Colon,0.7447
COLORECTAL CARCINOMA,Colorectal Carcinoma,1,2,Colorectal Carcinoma,1.0000,Colorectal Adenocarcinoma,0.9090,Colon Carcinoma,0.8861,Colorectal,0.8599,Colon Adenocarcinoma,0.7876
COLORECTAL CARCINOMA OTHER,Colorectal Carcinoma,1,2,Colorectal Carcinoma,0.7973,Colorectal,0.7687,Colorectal Adenocarcinoma,0.7191,Metastatic Colorectal Carcinoma<;>Primary,0.7017,Metastatic Colorectal Carcinoma,0.7012
COLORECTAL HYPERMUTATED,Microsatellite Stable Colorectal Carcinoma,5,2,Hypermutated Colorectal Carcinoma,0.8683,Rectal Adenocarcinoma<;>Microsatellite Instability,0.6524,Colon Adenocarcinoma<;>Microsatellite Instability,0.6436,Rectal Adenocarcinoma<;>Chromosomal Instability,0.6403,Microsatellite Stable Colorectal Carcinoma,0.6354
COLORECTAL MSS,Microsatellite Stable Colorectal Carcinoma,1,2,Microsatellite Stable Colorectal Carcinoma,0.8348,Hypermutated Colorectal Carcinoma,0.8157,Colon Adenocarcinoma<;>Microsatellite Instability,0.7974,Rectal Adenocarcinoma<;>Microsatellite Instability,0.7722,Colorectal Carcinoma,0.7334
COLORECTAL NEUROENDOCRINE TUMOR,Colorectal Neuroendocrine Tumor,1,2,Colorectal Neuroendocrine Tumor,1.0000,Colorectal Neuroendocrine Carcinoma,0.9344,Digestive System Neuroendocrine Tumor,0.8239,Rectal Neuroendocrine Tumor<;>Well Differentiated,0.7836,Small Intestinal Neuroendocrine Neoplasm,0.7714
COLORECTAL_ADENOCARCINOMA,Colorectal Adenocarcinoma,1,2,Colorectal Adenocarcinoma,0.9656,Colorectal Carcinoma,0.8722,Colon Adenocarcinoma,0.8449,Colorectal,0.7777,Adenocarcinoma,0.7688
COLORECTAL_CANCER,Colorectal Carcinoma,1,2,Colorectal Carcinoma,0.9101,Colorectal,0.9019,Colorectal Adenocarcinoma,0.8129,Colon Carcinoma,0.7753,Colon,0.7404
COLUMNAR,Columnar Cell,1,2,Columnar Cell,0.8136,Lobular,0.6207,Tubular,0.5592,Transitional Cells,0.5338,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,0.5299
COLUMNAR CELL VARIANT,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,2,2,Columnar Cell,0.8117,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,0.7042,Clear Cell,0.5532,Basaloid Cell,0.5483,Transitional Cells,0.5446
COMBINED ADENOCARCINOMA - HIGH GRADE NEUROENDOCRINE CARCINOMA OF SMALL CELL TYPE,High Grade<;>Small Cell Neuroendocrine Carcinoma<;>Small Cell Adenocarcinoma,1,2,High Grade<;>Small Cell Neuroendocrine Carcinoma<;>Small Cell Adenocarcinoma,0.8853,Small Cell Neuroendocrine Carcinoma,0.8278,Adenocarcinoma with Neuroendocrine Differentiation,0.8028,Combined Lung Small Cell Carcinoma,0.7514,Neuroendocrine Carcinoma<;>Poorly Differentiated,0.7380
COMBINED HGNEC/AC,Esophageal Neuroendocrine Carcinoma<;>Adenocarcinoma,99,2,Oligoastrocytoma,0.5489,Digestive System Mixed Adenoneuroendocrine Carcinoma,0.5267,uterine corpus endometrial carcinoma<;>Copy Number<;>High,0.5039,ovary mixed epithelial carcinoma,0.4944,Endometrial Carcinoma<;>Mixed,0.4912
COMBINED SMALL CELL LUNG CARCINOMA,Combined Lung Small Cell Carcinoma,1,2,Combined Lung Small Cell Carcinoma,0.9917,Lung Small Cell Carcinoma,0.8475,Lung Sarcomatoid Carcinoma,0.7874,Small Cell Adenocarcinoma,0.7508,Lung Spindle Cell Carcinoma,0.7384
COMPLEX CYTOGENETICS,Complex Karyotype,1,2,Complex Karyotype,0.8561,Chromosomal Instability,0.6258,Cytology Specimen Type,0.6048,Cytogenetic Abnormality<;>Intermediate Risk,0.5969,Cytogenetic Abnormality<;>Low Risk,0.5937
CONGENITAL FIBROSARCOMA,Congenital Peribronchial Myofibroblastic Tumor,99,2,Infantile Fibrosarcoma,0.8390,Fibrosarcoma,0.7569,Infantile Sarcoma,0.7057,Myxoinflammatory Fibroblastic Sarcoma,0.6772,Solitary Fibrous Tumor,0.6670
CONVENTIONAL LEIOMYOSARCOMA,Conventional Leiomyosarcoma,1,2,Conventional Leiomyosarcoma,1.0000,Well Differentiated Leiomyosarcoma,0.9278,Leiomyosarcoma,0.9203,Uterine Corpus Leiomyosarcoma,0.8042,Uterine Corpus Myxoid Leiomyosarcoma,0.7578
COPY-NUMBER HIGH SEROUS-LIKE,Endometrial Serous Adenocarcinoma,99,2,Cystadenocarcinoma<;>High Grade<;>Serous,0.5886,Serous Adenocarcinoma<;>High Grade,0.5858,Serous Cystadenocarcinoma,0.5731,Papillary Serous Cystadenocarcinoma,0.5565,Serous,0.5509
COPY-NUMBER LOW ENDOMETRIOD,Endometrial Endometrioid Adenocarcinoma,99,2,uterine corpus endometrial carcinoma<;>Copy Number<;>Low,0.7817,uterine corpus endometrial carcinoma<;>Copy Number<;>High,0.6186,Endometrial Carcinoma<;>Microsatellite Instability,0.5811,POLE-Ultramutated Endometrial Endometrioid Adenocarcinoma,0.5431,Cytogenetic Abnormality<;>Low Risk,0.5258
CORTICAL,Cerebral Cortex,1,2,Cerebral Cortex,0.9288,Brain,0.6499,Central Nervous System<;>Brain,0.6132,Adrenal Cortical Carcinoma,0.5719,Adrenal Gland,0.5486
CRANIOPHARYNGIOMA,Craniopharyngioma,1,2,Craniopharyngioma,1.0000,Adamantinomatous Craniopharyngioma,0.7841,Paraganglioma,0.6120,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.6101,Sellar Region Neoplasm,0.6057
"CRANIOPHARYNGIOMA, ADAMANTINOMATOUS TYPE",Adamantinomatous Craniopharyngioma,1,2,Adamantinomatous Craniopharyngioma,0.9818,Craniopharyngioma,0.7766,Adamantinoma,0.7655,Angiocentric Glioma,0.5630,Extra-Adrenal Pheochromocytoma,0.5552
CRC HM,Microsatellite Stable Colorectal Carcinoma,2,2,Hypermutated Colorectal Carcinoma,0.7973,Microsatellite Stable Colorectal Carcinoma,0.6745,Colorectal Neuroendocrine Carcinoma,0.6591,Colon Medullary Carcinoma,0.6564,Colorectal Carcinoma,0.6439
CRC MSS,Microsatellite Stable Colorectal Carcinoma,1,2,Microsatellite Stable Colorectal Carcinoma,0.8210,Colon Adenocarcinoma<;>Microsatellite Instability,0.7783,Hypermutated Colorectal Carcinoma,0.7258,Rectal Adenocarcinoma<;>Microsatellite Instability,0.7183,Microsatellite Stable,0.6752
CRIBIFORM MORULAR,Thyroid Gland Cribriform Morular Carcinoma,4,2,Cribriform,0.6755,Cribriform<;>Solid,0.5476,Cribriform<;>Solid<;>Tubular,0.5466,Thyroid Gland Cribriform Morular Carcinoma,0.5455,Breast Tubular Carcinoma<;>Cribriform,0.4537
CRIBRIFORM,Cribriform,1,2,Cribriform,1.0000,Cribriform<;>Solid,0.8262,Cribriform<;>Solid<;>Tubular,0.7886,Breast Tubular Carcinoma<;>Cribriform,0.5953,Thyroid Gland Cribriform Morular Carcinoma,0.5406
CRIBRIFORM/SOLID,Cribriform<;>Solid,1,2,Cribriform<;>Solid,0.8597,Cribriform,0.7842,Cribriform<;>Solid<;>Tubular,0.7793,Breast Tubular Carcinoma<;>Cribriform,0.6764,Solid,0.6474
CRIBRIFORM/SOLID/TUBULAR,Cribriform<;>Solid<;>Tubular,1,2,Cribriform<;>Solid<;>Tubular,0.8048,Breast Tubular Carcinoma<;>Cribriform,0.7536,Breast Tubular Carcinoma<;>Cribriform Pattern,0.7381,Cribriform<;>Solid,0.7259,Cribriform,0.7055
CRIBRIFORM/TUBULAR,Breast Tubular Carcinoma<;>Cribriform,3,2,Cribriform<;>Solid<;>Tubular,0.8639,Cribriform,0.7961,Breast Tubular Carcinoma<;>Cribriform,0.7207,Cribriform<;>Solid,0.7054,Breast Tubular Carcinoma<;>Cribriform Pattern,0.6876
CRPC-ADENO,Castration-Resistant Prostate Carcinoma<;>Prostate Adenocarcinoma,1,2,Castration-Resistant Prostate Carcinoma<;>Prostate Adenocarcinoma,0.6397,Castration-Resistant Prostate Carcinoma<;>Prostate Neuroendocrine Neoplasm,0.6043,Castration-Resistant Prostate Carcinoma,0.6042,Adenosarcoma,0.5850,Aggressive Variant Prostate Carcinoma,0.5701
CRPC-NE,Castration-Resistant Prostate Carcinoma<;>Prostate Neuroendocrine Neoplasm,1,2,Castration-Resistant Prostate Carcinoma<;>Prostate Neuroendocrine Neoplasm,0.8038,Castration-Resistant Prostate Carcinoma,0.7083,Prostate Neuroendocrine Carcinoma,0.7074,Castration-Resistant Prostate Carcinoma<;>Non-Metastatic Prostate Carcinoma,0.7008,Castration-Resistant Prostate Carcinoma<;>Prostate Adenocarcinoma,0.6981
CSCC,Skin Squamous Cell Carcinoma,99,2,Cholangiocarcinoma,0.6135,Microsatellite Stable Colorectal Carcinoma,0.5858,Sebaceous Carcinoma,0.5782,Metaplastic Carcinoma,0.5773,Combined Hepatocellular Carcinoma and Cholangiocarcinoma,0.5735
CUTANEOUS MALIGNANCY OF HAIR MATRIX CELLS,Pilomatrical Carcinoma,1,2,Pilomatrical Carcinoma,0.7147,Skin Metatypical Carcinoma,0.6649,Merkel Cell Carcinoma,0.6301,Hairy Cell,0.6208,Sweat Gland Carcinoma,0.6202
CUTANEOUS MELANOMA,Cutaneous Melanoma,1,2,Cutaneous Melanoma,1.0000,Melanoma,0.8935,Skin Carcinoma,0.7763,Mucosal Melanoma,0.7655,Malignant Skin Neoplasm,0.7654
CUTANEOUS SQUAMOUS CELL,Skin Squamous Cell Carcinoma,1,2,Skin Squamous Cell Carcinoma,0.8901,Squamous Cell Carcinoma,0.8325,Skin Carcinoma,0.7583,Cervical Squamous Neoplasm,0.7260,Squamous Cell Carcinoma<;>Poorly Differentiated,0.7107
CUTANEOUS SQUAMOUS CELL CARCINOMA,Skin Squamous Cell Carcinoma,1,2,Skin Squamous Cell Carcinoma,0.9665,Squamous Cell Carcinoma,0.8893,Skin Carcinoma,0.8039,Cervical Squamous Cell Carcinoma,0.7446,Squamous Cell Carcinoma<;>Poorly Differentiated,0.7390
CUTANEOUS T CELL LYMPHOMA,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,2,2,Cutaneous T-Cell Non-Hodgkin Lymphoma,0.9304,Primary Cutaneous T-Cell Non-Hodgkin Lymphoma,0.8640,T-Cell Non-Hodgkin Lymphoma,0.7710,"Peripheral T-Cell Lymphoma, Not Otherwise Specified",0.7426,Primary Cutaneous CD30-Positive T-Cell Lymphoproliferative Disorder,0.7296
CYSTADENOCARCINOMA,Cystadenocarcinoma,1,2,Cystadenocarcinoma,1.0000,Mucinous Cystadenocarcinoma,0.8175,Cystadenocarcinoma<;>Poorly Differentiated,0.8120,Serous Cystadenocarcinoma,0.7529,Cystadenocarcinoma<;>High Grade<;>Serous,0.7292
"CYSTADENOCARCINOMA, CLEAR CELL",Ovarian Clear Cell Cystadenocarcinoma,2,2,Clear Cell Adenocarcinoma,0.8933,Ovarian Clear Cell Cystadenocarcinoma,0.8902,Adenocarcinoma Clear Cell,0.8805,Clear Cell Renal Cell Carcinoma,0.8217,Cystadenocarcinoma,0.7912
"CYSTADENOCARCINOMA, ENDOMETRIOID",Cystadenocarcinoma<;>Endometrioid Adenocarcinoma,1,2,Cystadenocarcinoma<;>Endometrioid Adenocarcinoma,0.9797,Endometrioid Adenocarcinoma,0.8902,Endometrial Endometrioid Adenocarcinoma,0.8887,Cervical Endometrioid Adenocarcinoma,0.8796,Ovarian Endometrioid Adenocarcinoma,0.8610
"CYSTADENOCARCINOMA, HIGH GRADE SEROUS",Cystadenocarcinoma<;>High Grade<;>Serous,1,2,Cystadenocarcinoma<;>High Grade<;>Serous,0.9756,Serous Cystadenocarcinoma,0.9366,Serous Adenocarcinoma<;>High Grade,0.9039,Papillary Serous Cystadenocarcinoma,0.8732,Ovarian High Grade Serous Adenocarcinoma,0.8477
"CYSTADENOCARCINOMA, MUCINOUS",Mucinous Cystadenocarcinoma,1,2,Mucinous Cystadenocarcinoma,0.9889,Mucinous Adenocarcinoma,0.8865,Cystadenocarcinoma,0.7993,"Mucinous Adenocarcinoma, Endocervical Type",0.7631,Breast Mucinous Carcinoma,0.7611
CYSTECTOMY,Cystectomy,1,2,Cystectomy,1.0000,Resection,0.6252,Bladder Carcinoma,0.5018,Transurethral Resection of Bladder Tumor,0.4968,Bladder Adenocarcinoma,0.4963
CYSTOADENOCARCINOMA-PD,Cystadenocarcinoma<;>Poorly Differentiated,2,2,Cystadenocarcinoma,0.7074,Cystadenocarcinoma<;>Poorly Differentiated,0.6760,Mucinous Cystadenocarcinoma,0.6653,Pancreatic Colloid Carcinoma,0.6624,Pancreatic Mucinous-Cystic Neoplasm,0.6399
CYTOLOGY,Cytology Specimen Type,1,2,Cytology Specimen Type,0.8462,Classic Histology,0.6402,Cell Line,0.6023,Metaplasia,0.5760,Metaplastic,0.5442
DEDIFFERENTIATED,Dedifferentiated Chondrosarcoma,99,2,Poorly Differentiated,0.8293,Undifferentiated,0.7723,Well Differentiated,0.7701,Moderately Differentiated,0.7211,Solid<;>Carcinoma Exhibiting Undifferentiated or Dedifferentiated Features,0.7199
DEDIFFERENTIATED CHONDROSARCOMA,Dedifferentiated Chondrosarcoma,1,2,Dedifferentiated Chondrosarcoma,1.0000,Mesenchymal Chondrosarcoma,0.8478,Chondrosarcoma,0.7978,Extraskeletal Myxoid Chondrosarcoma,0.7919,Chondroblastic Osteosarcoma,0.7842
DEDIFFERENTIATED LIPOSARCOMA,Dedifferentiated Liposarcoma,1,2,Dedifferentiated Liposarcoma,1.0000,Well Differentiated Liposarcoma,0.8834,Pleomorphic Liposarcoma,0.8634,Liposarcoma,0.8207,Myxoid Liposarcoma,0.8198
DENSE/DIFFUSE ANAPLASIA,Anaplastic Lesion<;>Diffuse,1,2,Anaplastic Lesion<;>Diffuse,0.7228,"Malignant Lymphoma, Histiocytic, Diffuse",0.6795,Diffuse Glioma,0.6342,Diffuse Astrocytoma,0.6301,Anaplastic,0.6244
DERMATOFIBROMA,Skin Fibrous Histiocytoma,2,2,Dermatofibrosarcoma Protuberans,0.8263,Skin Fibrous Histiocytoma,0.7946,Plexiform Fibrohistiocytic Tumor,0.7308,Skin Fibroblastic Neoplasm,0.7255,Fibrothecoma,0.7206
