original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
C4 EPIDURAL TUMOR,C4 Vertebra,1,2,C4 Vertebra,0.9279,Epidural Spinal Canal Space,0.9186,Thorax<;>Epidural Spinal Canal Space,0.9165,Left<;>Paraspinal<;>T3 Vertebra<;>T4 Vertebra,0.9142,C7 Vertebra<;>T1 Vertebra,0.9017
C7-T1 SPINAL TUMOR,C7 Vertebra<;>T1 Vertebra,1,2,C7 Vertebra<;>T1 Vertebra,0.9618,Paraspinal<;>C7 Vertebra,0.9439,Cervical Spinal Cord<;>Thoracic Spine,0.9341,Paraspinal<;>T11 Vertebra,0.9326,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9245
CAECUM,Cecum,2,2,Colon,0.9156,Cecum,0.9097,Small Intestine,0.9062,Intestine,0.9038,Left Colon,0.9016
CARDIA,Gastric Cardia,1,2,Gastric Cardia,0.9659,Celiac Artery,0.8998,Gallbladder,0.8884,Greater Curvature of the Stomach,0.8865,Cecum,0.8833
CARDIAC ATRIUM EXTRA ADRENAL PGL,Cardiac Atrium<;>Extra-Adrenal,1,2,Cardiac Atrium<;>Extra-Adrenal,0.9728,Extra-Adrenal Retroperitoneal Paraganglioma,0.9577,Extra-Adrenal,0.9553,Pericardium<;>Paraaortic Region<;>Extra-Adrenal,0.9508,Retroperitoneal<;>Extra-Adrenal,0.9500
CECUM,Cecum,1,2,Cecum,1.0000,Intestine,0.9267,Small Intestine,0.9255,Ovary<;>Uterus<;>Rectum,0.9218,Colon,0.9191
CELIAC AXIS,Celiac Artery,1,2,Celiac Artery,0.9475,Right<;>Celiac Lymph Node,0.9198,Paraaortic Region<;>Celiac Artery<;>Extra-Adrenal,0.9082,Descending Colon,0.9013,Colon,0.8995
CENTRAL LUNG,Central Lung,1,2,Central Lung,1.0000,Central Lobe,0.9719,Central Nervous System,0.9216,Peripheral Lung,0.9213,Middle Lobe of the Right Lung,0.9139
CEREBELLAR,Cerebellum,1,2,Cerebellum,0.9816,Left<;>Cerebellum,0.9465,Cerebellum<;>Posterior Cranial Fossa,0.9393,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9365,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9345
CEREBELLOPONTINE ANGLE,Cerebellopontine Angle,1,2,Cerebellopontine Angle,1.0000,Cerebellum<;>Posterior Cranial Fossa,0.9297,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9266,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9258,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9226
CEREBELLUM,Cerebellum,1,2,Cerebellum,1.0000,Left<;>Cerebellum,0.9539,Cerebellum<;>Posterior Cranial Fossa,0.9460,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9419,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9419
CEREBELLUM/POSTERIOR FOSSA,Cerebellum<;>Posterior Cranial Fossa,1,2,Cerebellum<;>Posterior Cranial Fossa,0.9835,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9765,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9733,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9651,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9612
"CEREBELLUM/POSTERIOR FOSSA,FRONTAL LOBE",Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9888,Cerebellum<;>Posterior Cranial Fossa,0.9737,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9648,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9611,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9580
"CEREBELLUM/POSTERIOR FOSSA,HIPPOCAMPUS,OTHER LOCATIONS NOS,SPINAL CORD- THORACIC,TEMPORAL LOBE,THALAMUS",Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9812,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9631,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.9630,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9573,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9543
"CEREBELLUM/POSTERIOR FOSSA,MENINGES/DURA,SPINAL CORD- CERVICAL,SPINAL CORD- THORACIC,VENTRICLES",Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.9838,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9728,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9715,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.9668,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9665
"CEREBELLUM/POSTERIOR FOSSA,OPTIC PATHWAY,OTHER LOCATIONS NOS,SUPRASELLAR/HYPOTHALAMIC/PITUITARY,THALAMUS",Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9763,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9691,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9642,Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Temporal Lobe,0.9636,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.9619
"CEREBELLUM/POSTERIOR FOSSA,OTHER LOCATIONS NOS",Cerebellum<;>Posterior Cranial Fossa,2,2,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9662,Cerebellum<;>Posterior Cranial Fossa,0.9652,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9643,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9564,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9552
"CEREBELLUM/POSTERIOR FOSSA,SPINAL CORD- CERVICAL,SPINAL CORD- LUMBAR/THECAL SAC,SPINAL CORD- THORACIC",Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9785,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.9731,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9671,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.9579,Cerebellum<;>Posterior Cranial Fossa,0.9542
"CEREBELLUM/POSTERIOR FOSSA,SUPRASELLAR/HYPOTHALAMIC/PITUITARY",Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9803,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9769,Frontal Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus<;>Brain Ventricle,0.9676,Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9649,Occipital Lobe<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland,0.9646
"CEREBELLUM/POSTERIOR FOSSA,VENTRICLES",Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,1,2,Cerebellum<;>Posterior Cranial Fossa<;>Brain Ventricle,0.9855,Cerebellum<;>Posterior Cranial Fossa,0.9746,Cerebellum<;>Posterior Cranial Fossa<;>Frontal Lobe,0.9720,Cerebellum<;>Posterior Cranial Fossa<;>Visual Pathway<;>Suprasellar<;>Hypothalamus<;>Pituitary Gland<;>Thalamus,0.9605,Cerebellum<;>Posterior Cranial Fossa<;>Hippocampus<;>Thoracic Spine<;>Temporal Lobe<;>Thalamus,0.9604
CERVICAL,Cervical,1,2,Cervical,1.0000,Cervix Uteri,0.9543,Cervical Spinal Cord,0.9371,Uterus<;>Cervix Uteri,0.9337,Left<;>Cervix Uteri,0.9261
CERVIXUTERUS,Cervix Uteri,1,2,Cervix Uteri,0.9431,Cervical,0.9419,Uterus<;>Cervix Uteri,0.9253,Vagina,0.9217,Left<;>Cervix Uteri,0.9215
CHEST,Chest,1,2,Chest,1.0000,Chest Wall,0.9623,Right<;>Chest Wall,0.9546,Left<;>Chest Wall,0.9542,Thorax,0.9530
CHEST - CHEST WALL,Chest Wall,1,2,Chest Wall,0.9961,Left<;>Chest Wall,0.9695,Right<;>Chest Wall,0.9631,Chest Wall<;>Rib 6<;>Rib 7,0.9598,Chest,0.9594
CHEST - LUNG/PLEURA,Chest<;>Lung<;>Pleura,1,2,Chest<;>Lung<;>Pleura,0.9892,Lung<;>Pleura,0.9767,Pleura,0.9642,Right<;>Lung<;>Pleura<;>Diaphragm,0.9639,Chest,0.9622
CHEST - MEDIASTINUM,Mediastinum,1,2,Mediastinum,0.9756,Mediastinum<;>Lung,0.9708,Left<;>Mediastinum,0.9657,Chest,0.9600,Left<;>Posterior Mediastinum,0.9512
CHEST - OTHER PLEASE SPECIFY,Chest,1,2,Chest,0.9573,Right<;>Chest Wall,0.9397,Chest<;>Lung<;>Pleura,0.9386,Chest Wall<;>Head,0.9364,Left<;>Chest Wall,0.9350
CHEST WALL,Chest Wall,1,2,Chest Wall,1.0000,Left<;>Chest Wall,0.9679,Chest,0.9623,Right<;>Chest Wall,0.9615,Chest Wall<;>Head,0.9572
CHEST WALL METASTASIS,Chest Wall<;>Metastasis,1,2,Chest Wall<;>Metastasis,0.9922,Skin<;>Chest Wall<;>Metastasis,0.9751,Right<;>Chest Wall<;>Metastasis,0.9712,Lung<;>Metastasis,0.9489,Chest Wall,0.9415
"CHEST WALL, LEFT",Left<;>Chest Wall,2,2,Chest Wall,0.9890,Left<;>Chest Wall,0.9734,Right<;>Chest Wall,0.9688,Chest,0.9629,Chest Wall<;>Rib 6<;>Rib 7,0.9607
"CHEST WALL, RIGHT",Right<;>Chest Wall,3,2,Chest Wall,0.9901,Left<;>Chest Wall,0.9737,Right<;>Chest Wall,0.9698,Chest,0.9627,Chest Wall<;>Head,0.9612
"CHEST WALL, RIGHT RIBS SIX AND SEVEN",Chest Wall<;>Rib 6<;>Rib 7,1,2,Chest Wall<;>Rib 6<;>Rib 7,0.9788,Left<;>Rib 6,0.9649,Right<;>Chest Wall,0.9558,Left<;>Rib 9,0.9499,Left<;>Chest Wall,0.9433
CHEST WALLHEAD,Chest Wall<;>Head,2,2,Chest Wall,0.9624,Chest Wall<;>Head,0.9500,Left<;>Chest Wall,0.9357,Chest,0.9356,Right<;>Chest Wall,0.9320
CHIN,Mentum,99,2,Mandible,0.8849,Head,0.8838,Head and Neck,0.8835,Palate,0.8816,Cervical,0.8790
CIRCULATING TUMOR CELLS,Circulating Tumor Cell Count,1,2,Circulating Tumor Cell Count,0.9780,Metastatic Malignant Neoplasm in the Skin,0.9177,Central Nervous System<;>Metastasis,0.9165,Metastatic Malignant Neoplasm in the Adrenal Gland,0.9156,Breast<;>Metastasis,0.9155
CNS,Central Nervous System,1,2,Central Nervous System,0.9604,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.9325,Brain,0.9321,Central Nervous System<;>Metastasis,0.9235,Cerebellum<;>Posterior Cranial Fossa<;>Cervical Spinal Cord<;>Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9231
CNS METASTASIS,Central Nervous System<;>Metastasis,1,2,Central Nervous System<;>Metastasis,0.9729,Metastasis,0.9386,Lung<;>Metastasis,0.9362,Chest Wall<;>Metastasis,0.9359,Metastatic Malignant Neoplasm in the Skin,0.9341
COLON,Colon,1,2,Colon,1.0000,Colorectal,0.9599,Sigmoid Colon,0.9567,Ascending Colon,0.9552,Left Colon,0.9492
COLORECTAL CANCER,Colorectal,1,2,Colorectal,0.9686,Colon,0.9309,Sigmoid Colon,0.9037,Circulating Tumor Cell Count,0.9022,Locally Advanced Malignant Neoplasm,0.9011
CORACOID METASTASIS,Scapula<;>Metastasis,1,2,Scapula<;>Metastasis,0.9225,Chest Wall<;>Metastasis,0.9180,Lymph Node<;>Metastasis,0.9172,Breast<;>Metastasis,0.9171,Right<;>Axillary Lymph Node<;>Metastasis,0.9171
CORPUS CALLOSUM,Corpus Callosum,1,2,Corpus Callosum,1.0000,Colon,0.9036,Brain,0.9021,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.9017,Cervical,0.8971
CORTICAL,Cerebral Cortex,1,2,Cerebral Cortex,0.9570,Thalamus<;>Cerebral Cortex,0.9213,Central Nervous System,0.9081,Brain,0.9080,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.9056
CUL DE SAC,Recto-Vaginal Pouch,99,2,Retrocaval<;>Retroperitoneal<;>Extra-Adrenal,0.8778,Retrocaval<;>Retroperitoneum<;>Extra-Adrenal,0.8751,Aortocaval Lymph Node<;>Retroperitoneal<;>Extra-Adrenal,0.8746,Epidural Spinal Canal Space,0.8731,Portacaval Lymph Node<;>Extra-Adrenal,0.8730
DESCENDING COLON,Descending Colon,1,2,Descending Colon,1.0000,Ascending Colon,0.9538,Colon,0.9464,Splenic Flexure<;>Descending Colon<;>Sigmoid Colon,0.9460,Sigmoid Colon,0.9376
DIAGNOSIS CANCER BONE,Bone,99,2,Pubic Bone<;>Metastasis,0.9281,Skin<;>Breast<;>Metastasis,0.9268,Breast<;>Metastasis,0.9244,Skin<;>Metastasis,0.9233,Skin<;>Chest Wall<;>Metastasis,0.9190
DIAGNOSIS CANCER LOC AXILLARY LN,Axillary Lymph Node,4,2,Lymph Node<;>Metastasis,0.9483,Left<;>Axillary Lymph Node,0.9384,Right<;>Axillary Lymph Node<;>Metastasis,0.9384,Axillary Lymph Node,0.9335,Right<;>Axillary Lymph Node,0.9295
DIAGNOSIS CANCER LOC BRAIN,Brain,99,2,Central Nervous System<;>Metastasis,0.9281,Left<;>Temporal Lobe<;>Metastasis,0.9205,Locally Advanced Malignant Neoplasm,0.9204,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.9182,Lung<;>Metastasis,0.9181
DIAGNOSIS CANCER LOC BREAST,Breast,99,2,Breast<;>Metastasis,0.9278,Lymph Node<;>Metastasis,0.9226,Skin<;>Breast<;>Metastasis,0.9205,Locally Advanced Malignant Neoplasm,0.9204,Lung<;>Metastasis,0.9166
DIAGNOSIS CANCER LOC CHEST WALL,Chest Wall,99,2,Chest Wall<;>Metastasis,0.9482,Skin<;>Chest Wall<;>Metastasis,0.9425,Right<;>Chest Wall<;>Metastasis,0.9399,Lung<;>Metastasis,0.9259,Left<;>Chest Wall,0.9241
DIAGNOSIS CANCER LOC LIVER,Liver,99,2,Locally Advanced Malignant Neoplasm,0.9224,Liver<;>Pelvis<;>Lymph Node,0.9203,Liver<;>Skull<;>Lung Parenchyma Tumor Location,0.9201,Lymph Node<;>Metastasis,0.9196,Lung<;>Metastasis,0.9182
DIAGNOSIS CANCER LOC LUNG,Lung,99,2,Lung<;>Metastasis,0.9343,Kidney<;>Lung<;>Metastasis,0.9248,Lymph Node<;>Metastasis,0.9219,Chest Wall<;>Metastasis,0.9199,Right<;>Chest Wall<;>Metastasis,0.9196
DIAGNOSIS CANCER LOC OTHER LN,Lymph Node,99,2,Lymph Node<;>Metastasis,0.9454,Locally Advanced Malignant Neoplasm,0.9273,Lung<;>Metastasis,0.9229,Right<;>Axillary Lymph Node<;>Metastasis,0.9223,Inguinal Lymph Node<;>Metastasis,0.9219
DIAGNOSIS CANCER LOC OVARY,Ovary,2,2,Left<;>Ovary,0.9211,Ovary,0.9192,Lymph Node<;>Metastasis,0.9146,Right<;>Ovary,0.9119,Locally Advanced Malignant Neoplasm,0.9106
DIAGNOSIS CANCER LOC PLEURAL EFFUSION,Pleural Effusion,1,2,Pleural Effusion,0.9339,Left<;>Pleural Effusion,0.9334,Pleural Fluid<;>B-Lymphocyte,0.9323,Right<;>Pleural Effusion,0.9268,Lung<;>Metastasis,0.9261
DIAGNOSIS CANCER LOC SKIN,Skin,99,2,Skin<;>Metastasis,0.9297,Skin<;>Breast<;>Metastasis,0.9278,Metastatic Malignant Neoplasm in the Skin,0.9257,Skin<;>Chest Wall<;>Metastasis,0.9239,Skin/Subcutaneous Tissue<;>Metastasis,0.9234
DIAPHRAGM,Diaphragm,1,2,Diaphragm,1.0000,Right<;>Diaphragm,0.9608,Left<;>Chest<;>Diaphragm,0.9589,Left<;>Abdomen<;>Diaphragm,0.9565,Right<;>Lung<;>Pleura<;>Diaphragm,0.9467
DIFFUSE,Diffuse,1,2,Diffuse,1.0000,Local-Regional<;>Distant,0.8877,Distant,0.8835,Locally Advanced Malignant Neoplasm,0.8766,Local-Regional,0.8756
DIFFUSE/SITE UNKNOWN,Diffuse,1,2,Diffuse,0.9440,Local-Regional<;>Distant,0.9071,Metastatic Malignant Neoplasm in the Skin,0.8990,Distant,0.8990,Multifocal<;>Left<;>Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe<;>Right<;>Occipital Lobe,0.8979
DISEASE MULTIFOCAL INDICATOR,Multifocal,1,2,Multifocal,0.9482,Multifocal<;>Left<;>Frontal Lobe<;>Parietal Lobe<;>Temporal Lobe<;>Right<;>Occipital Lobe,0.9248,Metastatic Malignant Neoplasm in the Skin,0.8989,Breast<;>Metastasis,0.8951,Left<;>Temporal Lobe<;>Metastasis,0.8929
DISTAL,Distal,1,2,Distal,1.0000,Rectum<;>Distal,0.9625,Middle<;>Distal,0.9615,Distal<;>Stomach,0.9493,Proximal,0.9428
DISTAL 1/3,Distal<;>Stomach,99,2,Distal,0.9571,Middle<;>Distal,0.9457,Proximal,0.9381,Rectum<;>Distal,0.9361,Left<;>Distal<;>Femur,0.9347
DISTAL RECTAL RECURRENCE POST LAR,Rectum<;>Distal,1,2,Rectum<;>Distal,0.9386,Rectum<;>Distal<;>Middle,0.9272,Distal,0.9205,Rectum,0.9185,Right<;>Axillary Lymph Node<;>Metastasis,0.9146
DISTAL RECTAL TUMOR,Rectum<;>Distal,1,2,Rectum<;>Distal,0.9576,Rectum<;>Distal<;>Middle,0.9414,Distal,0.9343,Rectum,0.9285,Distant Metastasis<;>Limb<;>Trunk,0.9243
DISTAL RECTUM,Rectum<;>Distal,1,2,Rectum<;>Distal,0.9855,Distal,0.9692,Rectum<;>Distal<;>Middle,0.9627,Rectum,0.9508,Distal<;>Stomach,0.9464
"DISTAL RECTUM, TUMOR RECURRENCE",Rectum<;>Distal,1,2,Rectum<;>Distal,0.9537,Rectum<;>Distal<;>Middle,0.9439,Rectum,0.9352,Distal,0.9307,Distant Metastasis<;>Limb<;>Trunk,0.9292
DISTANT,Distant,1,2,Distant,1.0000,Local-Regional<;>Distant,0.9552,Distant Metastasis,0.9426,Distant Metastasis<;>Limb,0.9292,Distant Metastasis<;>Trunk,0.9286
DISTANT METASTASIS,Distant Metastasis,1,2,Distant Metastasis,1.0000,Distant Metastasis<;>Limb,0.9655,Distant Metastasis<;>Head and Neck,0.9641,Distant Metastasis<;>Limb<;>Trunk,0.9621,Distant Metastasis<;>Trunk,0.9621
DISTANT METASTASISEXTREMITIES,Distant Metastasis<;>Limb,2,2,Distant Metastasis,0.9835,Distant Metastasis<;>Limb,0.9652,Distant Metastasis<;>Head and Neck,0.9590,Distant Metastasis<;>Limb<;>Trunk,0.9590,Distant Metastasis<;>Trunk,0.9561
DISTANT METASTASISEXTREMITIESTRUNK,Distant Metastasis<;>Limb<;>Trunk,3,2,Distant Metastasis,0.9774,Distant Metastasis<;>Limb,0.9652,Distant Metastasis<;>Limb<;>Trunk,0.9597,Distant Metastasis<;>Head and Neck,0.9583,Distant Metastasis<;>Trunk,0.9539
DISTANT METASTASISHEAD AND NECK,Distant Metastasis<;>Head and Neck,1,2,Distant Metastasis<;>Head and Neck,0.9797,Distant Metastasis,0.9512,Distant Metastasis<;>Limb<;>Trunk,0.9440,Distant Metastasis<;>Trunk,0.9439,Distant Metastasis<;>Limb,0.9412
DISTANT METASTASISOTHER,Distant Metastasis,1,2,Distant Metastasis,0.9805,Distant Metastasis<;>Limb,0.9617,Distant Metastasis<;>Head and Neck,0.9607,Distant Metastasis<;>Limb<;>Trunk,0.9598,Distant Metastasis<;>Trunk,0.9573
DISTANT METASTASISTRUNK,Distant Metastasis<;>Trunk,4,2,Distant Metastasis,0.9751,Distant Metastasis<;>Limb,0.9599,Distant Metastasis<;>Limb<;>Trunk,0.9598,Distant Metastasis<;>Trunk,0.9571,Distant Metastasis<;>Head and Neck,0.9565
DISTANT METS,Distant Metastasis,3,2,Distant,0.9610,Local-Regional<;>Distant,0.9316,Distant Metastasis,0.9315,Distant Metastasis<;>Limb,0.9243,Distant Metastasis<;>Limb<;>Trunk,0.9220
DURA,Dura Mater,1,2,Dura Mater,0.9818,Lumbar Spine<;>Spinal Cord Dura Mater,0.9414,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine,0.9313,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.9256,Cerebellum<;>Posterior Cranial Fossa<;>Meninges<;>Dura Mater<;>Cervical Spinal Cord<;>Thoracic Spine<;>Brain Ventricle,0.9229
EAR,Ear,1,2,Ear,1.0000,Larynx,0.8968,Skull,0.8961,Lung,0.8897,Nasal Cavity<;>Paranasal Sinus,0.8894
ELBOW METASTASIS,Elbow Joint<;>Metastasis,1,2,Elbow Joint<;>Metastasis,0.9846,Right<;>Elbow Joint<;>Metastasis,0.9694,Forearm<;>Metastasis,0.9359,Metastasis,0.9358,Skin<;>Metastasis,0.9302
EPIDURAL,Epidural Spinal Canal Space,1,2,Epidural Spinal Canal Space,0.9435,Thorax<;>Epidural Spinal Canal Space,0.9349,Retroperitoneal<;>Extra-Adrenal,0.9074,Lumbar Spine<;>Spinal Cord Dura Mater,0.9036,Lumbar Spine<;>Spinal Cord Dura Mater<;>Thoracic Spine<;>Brain Ventricle,0.9036
ESOPHAGUS,Esophagus,1,2,Esophagus,1.0000,Lower Third of the Esophagus,0.9326,Paraesophageal,0.9152,Mediastinum,0.9122,Gastroesophageal Junction,0.9103
ETHMOID,Ethmoid Bone,1,2,Ethmoid Bone,0.9755,Ethmoid Sinus,0.9647,Maxilla,0.8996,Tectum Mesencephali,0.8960,Mediastinum,0.8938
ETHMOID SINUS,Ethmoid Sinus,1,2,Ethmoid Sinus,1.0000,Ethmoid Bone,0.9642,Maxillary Sinus,0.9407,Nasal Cavity<;>Paranasal Sinus,0.9193,Maxilla,0.9099
EXTRA ADRENAL ABDOMEN/PELVIS,Extra-Adrenal<;>Abdomen<;>Pelvis,1,2,Extra-Adrenal<;>Abdomen<;>Pelvis,0.9911,Lesser Pelvis<;>Extra-Adrenal,0.9674,Extra-Adrenal,0.9659,Retroperitoneal<;>Extra-Adrenal,0.9646,Extra-Adrenal<;>Renal,0.9645
EXTRA ADRENAL THORACIC,Extra-Adrenal<;>Thoracic,1,2,Extra-Adrenal<;>Thoracic,0.9885,Thoracic<;>Mediastinal<;>Extra-Adrenal,0.9830,Extra-Adrenal,0.9712,Thoracic<;>Paraspinal<;>Extra-Adrenal,0.9701,Retroperitoneal<;>Extra-Adrenal,0.9590
EXTRA-ADRENAL,Extra-Adrenal,1,2,Extra-Adrenal,1.0000,Retroperitoneal<;>Extra-Adrenal,0.9739,Extra-Adrenal<;>Renal,0.9713,Thoracic<;>Mediastinal<;>Extra-Adrenal,0.9675,Extra-Adrenal<;>Thoracic,0.9671
EXTRA-ADRENAL SITE,Extra-Adrenal,1,2,Extra-Adrenal,0.9738,Retroperitoneal<;>Extra-Adrenal,0.9596,Paraaortic Region<;>Extra-Adrenal,0.9536,Extra-Adrenal<;>Renal,0.9532,Pericardium<;>Paraaortic Region<;>Extra-Adrenal,0.9503
EXTRAHEPATIC,Extrahepatic,1,2,Extrahepatic,1.0000,Intrahepatic,0.9358,Extra-Adrenal<;>Renal,0.9155,Retroperitoneal<;>Extra-Adrenal,0.9111,Extra-Adrenal,0.9109
EXTREMITIES,Limb,2,2,Lower Extremity,0.9304,Limb,0.9273,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9241,Lower Extremity<;>Foot<;>Ankle Joint,0.9217,Limb<;>Trunk,0.9207
EXTREMITIESEXTREMITIES,Limb,99,2,Lower Extremity<;>Foot<;>Ankle Joint,0.9216,Lower Extremity,0.9214,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9211,Lower Extremity<;>Thigh<;>Knee Joint,0.9184,Upper Extremity<;>Upper<;>Arm<;>Elbow Joint,0.9167
EXTREMITIESPRIMARY,Limb,99,2,Lower Extremity,0.9104,Lower Extremity<;>Foot<;>Ankle Joint,0.9042,Lower Extremity<;>Lower<;>Leg<;>Calf,0.8983,Pelvis<;>Labial,0.8975,Lower Third of the Esophagus,0.8967
EXTREMITIESPRIMARYTRUNK,Limb<;>Trunk,99,2,Lower Extremity,0.9080,Lower Extremity<;>Lower<;>Leg<;>Calf,0.9044,Lower Third of the Esophagus,0.9000,Lower Extremity<;>Thigh<;>Knee Joint,0.8986,Lower Extremity<;>Inguinal Region,0.8971
