original_value,curated_ontology,match_level,stage,top1_match,top1_score,top2_match,top2_score,top3_match,top3_score,top4_match,top4_score,top5_match,top5_score
"DIFFUSE LARGE B-CELL LYMPHOMA, NOS",Diffuse Large B-Cell Lymphoma,1,2,Diffuse Large B-Cell Lymphoma,0.9868,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9740,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.9721,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,0.9717,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0.9666
DIFFUSE LARGE CELL LYMPHOMA NON-CLEAVED TYPE,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",1,2,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0.9771,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9696,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.9696,Diffuse Large B-Cell Lymphoma,0.9669,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,0.9559
DIFFUSE LEPTOMENINGEAL  GLIONEURONAL TUMOR,Diffuse Leptomeningeal Glioneuronal Tumor,1,2,Diffuse Leptomeningeal Glioneuronal Tumor,1.0000,Diffuse Midline Glioma,0.9638,Diffuse Glioma,0.9600,Diffuse Astrocytoma,0.9536,Diffuse Intrinsic Pontine Glioma,0.9481
DIFFUSE LINITUS-PLASTICUS,Linitis Plastica,1,2,Linitis Plastica,0.9468,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,0.9224,Diffuse Large B-Cell Lymphoma,0.9217,"Malignant Lymphoma, Histiocytic, Diffuse",0.9202,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9193
DIFFUSE MALIGNANT MESOTHELIOMA - NOS,Diffuse Malignant Mesothelioma,1,2,Diffuse Malignant Mesothelioma,0.9843,"Malignant Lymphoma, Histiocytic, Diffuse",0.9556,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0.9500,Diffuse Large B-Cell Lymphoma,0.9449,Diffuse Astrocytoma,0.9414
DIFFUSE MIDLINE GLIOMA,Diffuse Midline Glioma,1,2,Diffuse Midline Glioma,1.0000,Diffuse Glioma,0.9801,Diffuse Leptomeningeal Glioneuronal Tumor,0.9638,Diffuse Astrocytoma,0.9593,Diffuse Intrinsic Pontine Glioma,0.9555
"DIFFUSE MIDLINE GLIOMA, H3K27M MUTANT","Diffuse Midline Glioma, H3 K27M-Mutant",1,2,"Diffuse Midline Glioma, H3 K27M-Mutant",0.9844,Diffuse Midline Glioma,0.9549,"Astrocytoma, IDH-Mutant, Grade 3",0.9451,"Astrocytoma, IDH-Mutant, Grade 4",0.9444,Low Grade Glioma<;>IDH Gene Family Mutation,0.9439
DIFFUSE SCLEROSING VARIANT,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,1,2,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,0.9686,Anaplastic Lesion<;>Spindle Cell/Sclerosing Rhabdomyosarcoma<;>Diffuse,0.9489,Diffuse,0.9434,Diffuse Large B-Cell Lymphoma,0.9422,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9405
DIFFUSE TYPE STOMACH ADENOCARCINOMA,Gastric Diffuse Adenocarcinoma,1,2,Gastric Diffuse Adenocarcinoma,0.9818,Gastric Intestinal-Type Adenocarcinoma,0.9589,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.9476,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,0.9467,Gastric Adenocarcinoma,0.9467
DIFFUSE_ADENOCARCINOMA,Gastric Diffuse Adenocarcinoma,1,2,Gastric Diffuse Adenocarcinoma,0.9734,Diffuse Malignant Mesothelioma,0.9558,Diffuse Astrocytoma,0.9556,Diffuse,0.9513,Adenocarcinoma,0.9502
DIFFUSE_GASTRIC,Gastric Diffuse Adenocarcinoma,1,2,Gastric Diffuse Adenocarcinoma,0.9684,Diffuse,0.9554,Diffuse Glioma,0.9381,Gastric,0.9380,Diffuse Large B-Cell Lymphoma,0.9355
DIFFUSE_HISTIOCYTIC_LYMPHOMA,"Malignant Lymphoma, Histiocytic, Diffuse",1,2,"Malignant Lymphoma, Histiocytic, Diffuse",0.9829,Diffuse Large B-Cell Lymphoma,0.9691,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9562,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0.9536,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.9488
DIFFUSE_LARGE_B_CELL_LYMPHOMA,Diffuse Large B-Cell Lymphoma,1,2,Diffuse Large B-Cell Lymphoma,0.9932,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9775,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.9736,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,0.9691,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0.9678
DIPG,Diffuse Intrinsic Pontine Glioma,99,2,Descending Colon,0.8852,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,0.8819,Low Grade Glioma<;>IDH Gene Family Mutation,0.8816,Myelodysplastic Syndrome with Isolated del(5q),0.8811,Distal,0.8805
DIPLOID,Diploidy,1,2,Diploidy,0.9909,Hypodiploidy,0.9252,Hyperdiploidy,0.9238,Normal Karyotype,0.9175,Near-Haploidy,0.9109
DISSEMINATED JUVENILE XANTHOGRANULOMA,Disseminated Juvenile Xanthogranuloma,1,2,Disseminated Juvenile Xanthogranuloma,1.0000,Diffuse Leptomeningeal Glioneuronal Tumor,0.9259,Diffuse Sclerosing Variant Thyroid Gland Papillary Carcinoma,0.9241,"Malignant Lymphoma, Histiocytic, Diffuse",0.9234,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,0.9221
DISTAL,Distal,1,2,Distal,1.0000,Distal Bile Duct Adenocarcinoma,0.9312,Distant,0.9270,Proximal Bile Duct,0.9161,Descending Colon,0.9160
DISTANT,Distant,1,2,Distant,1.0000,Distant Metastasis,0.9426,Distant Metastasis<;>Lung,0.9389,Distal,0.9270,"Locally Recurrent Malignant Neoplasm<;>Recurrent Disease, Distant Site",0.9081
DISTANT METASTASIS,Distant Metastasis,1,2,Distant Metastasis,1.0000,Distant Metastasis<;>Lung,0.9824,Metastasis,0.9471,Metastatic,0.9445,Distant,0.9426
DISTANT METASTASIS: LUNG,Distant Metastasis<;>Lung,1,2,Distant Metastasis<;>Lung,0.9935,Distant Metastasis,0.9796,Breast Adenocarcinoma<;>Pleural Effusion<;>Site of Metastasis,0.9487,Brain<;>Site of Metastasis,0.9482,Breast Ductal Carcinoma<;>Pleural Effusion<;>Site of Metastasis,0.9472
DISTANT METASTASIS: S.C.,Distant Metastasis,2,2,Distant Metastasis<;>Lung,0.9531,Distant Metastasis,0.9455,Metastatic Colorectal Carcinoma<;>Primary,0.9414,"Locally Recurrent Malignant Neoplasm<;>Recurrent Disease, Distant Site",0.9362,Metastatic Colorectal Carcinoma,0.9347
DISTANT METS,Distant Metastasis,2,2,Distant,0.9610,Distant Metastasis,0.9315,Distant Metastasis<;>Lung,0.9273,Distal,0.9075,"Locally Recurrent Malignant Neoplasm<;>Recurrent Disease, Distant Site",0.8955
DLBC,Diffuse Large B-Cell Lymphoma,1,2,Diffuse Large B-Cell Lymphoma,0.9168,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9165,"Malignant Lymphoma, Large Cell, Non-Cleaved<;>Diffuse",0.9136,Diffuse Large B-Cell Lymphoma Germinal Center B-Cell Type,0.9114,Primary Diffuse Large B-Cell Lymphoma of the Central Nervous System,0.9107
DLBCL,Diffuse Large B-Cell Lymphoma,1,2,Diffuse Large B-Cell Lymphoma,0.9431,Lymphoma,0.9412,Diffuse Large B-Cell Lymphoma Activated B-Cell Type,0.9367,B-Cell Non-Hodgkin Lymphoma,0.9365,B-Cell Non-Hodgkin Lymphoma<;>Follicular Lymphoma,0.9358
DOWN SYNDROME,Down Syndrome,1,2,Down Syndrome,1.0000,Acute Megakaryoblastic Leukemia<;>Down Syndrome,0.9435,Myeloid Leukemia Associated with Down Syndrome,0.9418,Myelodysplastic Syndrome,0.9246,Myelodysplastic Syndrome with del(5q),0.9140
DOWN SYNDROME; ACUTE MEGAKARYOBLASTIC LEUKAEMIA,Myeloid Leukemia Associated with Down Syndrome,2,2,Acute Megakaryoblastic Leukemia<;>Down Syndrome,0.9888,Myeloid Leukemia Associated with Down Syndrome,0.9617,Acute Myeloid Leukemia<;>Myelodysplastic Syndrome,0.9575,Acute Megakaryoblastic Leukemia,0.9552,Myelodysplastic Syndrome,0.9465
DUCT,Duct,1,2,Duct,1.0000,Bile Duct,0.9683,Ductal,0.9499,Salivary Duct Carcinoma,0.9268,Biliary Tract,0.9244
DUCTAL,Ductal,1,2,Ductal,1.0000,Breast Ductal Carcinoma,0.9544,Duct,0.9499,Pancreatic Ductal Adenocarcinoma,0.9478,Prostate Ductal Adenocarcinoma,0.9451
DUCTAL ADENOCARCINOMA,Pancreatic Ductal Adenocarcinoma,2,2,Prostate Ductal Adenocarcinoma,0.9878,Pancreatic Ductal Adenocarcinoma,0.9848,Breast Ductal Carcinoma,0.9729,Breast Adenocarcinoma,0.9700,Prostate Acinar Adenocarcinoma<;>Prostate Ductal Adenocarcinoma,0.9633
"DUCTAL ADENOCARCINOMA, EXOCRINE",Pancreatic Ductal Adenocarcinoma<;>Exocrine Gland,1,2,Pancreatic Ductal Adenocarcinoma<;>Exocrine Gland,0.9841,Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland<;>Ductal,0.9721,Pancreatic Ductal Adenocarcinoma,0.9719,Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland,0.9660,Prostate Acinar Adenocarcinoma<;>Prostate Ductal Adenocarcinoma,0.9637
DUCTAL ADENOSQUAMOUS CARCINOMA,Pancreatic Adenosquamous Carcinoma<;>Ductal,1,2,Pancreatic Adenosquamous Carcinoma<;>Ductal,0.9833,Adenosquamous Carcinoma,0.9807,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,0.9797,Pancreatic Adenosquamous Carcinoma,0.9768,Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland<;>Ductal,0.9749
"DUCTAL ADENOSQUAMOUS CARCINOMA, EXOCRINE",Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland<;>Ductal,1,2,Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland<;>Ductal,0.9891,Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland,0.9844,Pancreatic Adenosquamous Carcinoma<;>Ductal,0.9812,Pancreatic Ductal Adenocarcinoma<;>Pancreatic Adenosquamous Carcinoma,0.9746,Pancreatic Adenosquamous Carcinoma,0.9697
DUCTAL AND LOBULAR,Breast Mixed Ductal and Lobular Carcinoma,5,2,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,0.9650,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9648,Ductal,0.9633,Lobular,0.9627,Breast Mixed Ductal and Lobular Carcinoma,0.9557
DUCTAL AND LOBULAR FEATURES,Breast Mixed Ductal and Lobular Carcinoma,5,2,Ductal,0.9459,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9441,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,0.9436,Lobular,0.9401,Breast Mixed Ductal and Lobular Carcinoma,0.9360
DUCTAL AND MICROPAPILLARY,Ductal<;>Micropapillary Growth Pattern,1,2,Ductal<;>Micropapillary Growth Pattern,0.9636,Ductal,0.9474,Micropapillary Growth Pattern<;>Solid,0.9395,Lung Micropapillary Adenocarcinoma,0.9387,Micropapillary Growth Pattern,0.9371
DUCTAL CARCINOMA,Breast Ductal Carcinoma,1,2,Breast Ductal Carcinoma,0.9945,Breast Ductal Carcinoma In Situ,0.9692,Prostate Ductal Adenocarcinoma,0.9662,Breast Carcinoma,0.9641,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9632
DUCTAL CARCINOMA IN SITU DCIS,Breast Ductal Carcinoma In Situ,1,2,Breast Ductal Carcinoma In Situ,0.9915,Breast Ductal Carcinoma,0.9636,Cervical Adenocarcinoma In Situ,0.9601,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9543,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,0.9521
DUCTAL CARCINOMA- MAMMARY GLAND,Breast Ductal Carcinoma,1,2,Breast Ductal Carcinoma,0.9872,Breast Ductal Carcinoma In Situ,0.9707,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9671,Breast Carcinoma,0.9667,Prostate Ductal Adenocarcinoma,0.9644
DUCTAL CARCINOMA- MAMMARY GLAND; BREAST; DUCT; METASTATIC SITE: PLEURAL EFFUSION;,Breast Ductal Carcinoma<;>Pleural Effusion<;>Site of Metastasis,1,2,Breast Ductal Carcinoma<;>Pleural Effusion<;>Site of Metastasis,0.9875,Breast Adenocarcinoma<;>Pleural Effusion<;>Site of Metastasis,0.9788,Pleural Effusion<;>Site of Metastasis,0.9651,Breast Ductal Carcinoma,0.9437,Pancreatic Adenosquamous Carcinoma<;>Ductal,0.9424
DUCTAL/LOBULAR,Breast Mixed Ductal and Lobular Carcinoma,5,2,Ductal,0.9697,Lobular,0.9669,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9572,Invasive Breast Ductal Carcinoma and Invasive Lobular Carcinoma,0.9559,Breast Mixed Ductal and Lobular Carcinoma,0.9557
DUCTAL/NST,Breast Ductal Carcinoma,99,2,Ductal,0.9471,Pancreatic Adenosquamous Carcinoma<;>Ductal,0.9274,Breast Ductal Carcinoma<;>Triple-Negative Breast Cancer Finding,0.9273,Pancreatic Moderately Differentiated Ductal Adenocarcinoma<;>Pancreatic Mixed Ductal-Neuroendocrine Carcinoma,0.9272,Pancreatic Adenosquamous Carcinoma<;>Exocrine Gland<;>Ductal,0.9264
DUCTAL_CARCINOMA,Breast Ductal Carcinoma,1,2,Breast Ductal Carcinoma,0.9889,Breast Ductal Carcinoma In Situ,0.9675,Prostate Ductal Adenocarcinoma,0.9666,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,0.9642,Pancreatic Ductal Adenocarcinoma,0.9623
DUODENAL ADENOCARCINOMA,Duodenal Adenocarcinoma,1,2,Duodenal Adenocarcinoma,1.0000,Pancreatic Ductal Adenocarcinoma,0.9583,Pancreatic Adenocarcinoma,0.9529,Gastric Adenocarcinoma,0.9520,Colorectal Adenocarcinoma,0.9517
DUODENAL_ADENOCARCINOMA,Duodenal Adenocarcinoma,1,2,Duodenal Adenocarcinoma,0.9951,Pancreatic Ductal Adenocarcinoma,0.9565,Adenocarcinoma,0.9513,Pancreatic Adenocarcinoma,0.9497,Colorectal Adenocarcinoma,0.9489
DYSEMBRYOPLASTIC NEUROEPITHELIAL TUMOR,Dysembryoplastic Neuroepithelial Tumor,1,2,Dysembryoplastic Neuroepithelial Tumor,1.0000,Neuroepithelial Neoplasm,0.9540,Primitive Neuroectodermal Tumor<;>Medulloblastoma,0.9436,Neuroepithelial Neoplasm<;>High Grade,0.9420,Primitive Neuroectodermal Tumor,0.9399
DYSGERMINOMA,Ovarian Dysgerminoma,1,2,Ovarian Dysgerminoma,0.9729,Ovarian Dysgerminoma<;>Yolk Sac Tumor,0.9434,Myelodysplastic Syndrome with Multilineage Dysplasia,0.9144,Acute Myeloid Leukemia with Multilineage Dysplasia,0.9097,"Myelodysplastic Syndrome, Unclassifiable",0.9066
EARLY STAGE PRIMARY,Limited Stage<;>Primary,1,2,Limited Stage<;>Primary,0.9579,Primary,0.9328,Early T Acute Lymphoblastic Leukemia,0.9205,Occult Stage,0.9153,B-Cell Non-Hodgkin Lymphoma<;>Primary Effusion Lymphoma,0.9142
EARLY T-CELL PRECURSOR LYMPHOBLASTIC LEUKEMIA,Early T Acute Lymphoblastic Leukemia,1,2,Early T Acute Lymphoblastic Leukemia,0.9806,T Lymphoblastic Leukemia/Lymphoma,0.9633,T Acute Lymphoblastic Leukemia,0.9594,B Lymphoblastic Leukemia/Lymphoma,0.9541,B Acute Lymphoblastic Leukemia with t(9<;>22)(q34.1<;>q11.2)<;> BCR-ABL1,0.9537
EBER+ - LIKELY II,Epstein-Barr Virus Early RNA Positive,1,2,Epstein-Barr Virus Early RNA Positive,0.9025,Estrogen Receptor Positive<;>HER2/Neu Positive<;>HER2-Positive Breast Carcinoma,0.8977,"Posterior Fossa Ependymoma, Group B (PFB)",0.8949,Estrogen Receptor Positive<;>HER2/Neu Negative,0.8945,Esophageal Well Differentiated Squamous Cell Carcinoma<;>Invasive,0.8934
EBER+ II,Epstein-Barr Virus Early RNA Positive,1,2,Epstein-Barr Virus Early RNA Positive,0.9080,Estrogen Receptor Positive<;>HER2/Neu Positive<;>HER2-Positive Breast Carcinoma,0.9033,"Posterior Fossa Ependymoma, Group B (PFB)",0.9006,Estrogen Receptor Positive<;>HER2/Neu Negative,0.8997,B-Lymphocyte,0.8994
EBER+ III,Epstein-Barr Virus Early RNA Positive,3,2,Extraventricular Neurocytoma,0.9016,"Posterior Fossa Ependymoma, Group B (PFB)",0.9008,Epstein-Barr Virus Early RNA Positive,0.8981,Invasive Breast Carcinoma of No Special Type<;>Triple-Negative Breast Cancer Finding,0.8939,Anaplastic Ependymoma,0.8916
EBV,Epstein-Barr Virus,2,2,EBV-Related Lymphoma,0.9633,Epstein-Barr Virus,0.9545,Gastric Adenocarcinoma<;>Epstein-Barr Virus,0.9410,Epstein-Barr Virus Early RNA Positive,0.9333,High Grade B-Cell Lymphoma with MYC and BCL2 or BCL6 Rearrangements,0.9174
EBV-ASSOCIATED,EBV-Related Lymphoma,1,2,EBV-Related Lymphoma,0.9614,Epstein-Barr Virus,0.9296,Gastric Adenocarcinoma<;>Epstein-Barr Virus,0.9289,Epstein-Barr Virus Early RNA Positive,0.9203,High Grade B-Cell Lymphoma with MYC and BCL2 or BCL6 Rearrangements,0.9151
EMBRYONAL,Embryonal Carcinoma,1,2,Embryonal Carcinoma,0.9620,Embryonal Neoplasm,0.9594,Embryonal Rhabdomyosarcoma,0.9550,Embryonal Carcinoma<;>Seminoma,0.9434,Central Nervous System Embryonal Tumor,0.9400
EMBRYONAL CARCINOMA,Embryonal Carcinoma,1,2,Embryonal Carcinoma,1.0000,Embryonal Neoplasm,0.9824,Embryonal Carcinoma<;>Seminoma,0.9718,Germ Cell Tumor<;>Embryonal Carcinoma,0.9688,Embryonal Rhabdomyosarcoma,0.9613
EMBRYONAL CARCINOMANON-SEMINOMA,Embryonal Carcinoma<;>Nonseminomatous,99,2,Embryonal Carcinoma<;>Seminoma,0.9894,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9778,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma<;>Seminoma,0.9746,Embryonal Carcinoma,0.9716,Germ Cell Tumor<;>Embryonal Carcinoma,0.9713
EMBRYONAL CARCINOMASEMINOMA,Embryonal Carcinoma<;>Seminoma,3,2,Embryonal Carcinoma,0.9855,Embryonal Neoplasm,0.9763,Embryonal Carcinoma<;>Seminoma,0.9696,Germ Cell Tumor<;>Embryonal Carcinoma,0.9690,Embryonal Carcinoma<;>Nonseminomatous,0.9682
EMBRYONAL CARCINOMA[NOT AVAILABLE],Embryonal Carcinoma,1,2,Embryonal Carcinoma,0.9696,Embryonal Carcinoma<;>Nonseminomatous,0.9663,Embryonal Neoplasm,0.9620,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9609,Embryonal Carcinoma<;>Seminoma,0.9594
EMBRYONAL CARCINOMA[NOT AVAILABLE][NOT AVAILABLE][NOT AVAILABLE],Embryonal Carcinoma,3,2,Embryonal Carcinoma<;>Nonseminomatous,0.9696,Embryonal Carcinoma<;>Nonseminomatous<;>Seminoma,0.9657,Embryonal Carcinoma,0.9651,Embryonal Carcinoma<;>Nonseminomatous<;>Mature Teratoma,0.9641,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor,0.9624
EMBRYONAL RHABDOMYOSARCOMA,Embryonal Rhabdomyosarcoma,1,2,Embryonal Rhabdomyosarcoma,1.0000,Embryonal Neoplasm,0.9623,Embryonal Carcinoma,0.9613,Rhabdomyosarcoma with Mixed Embryonal and Alveolar Features,0.9589,Botryoid-Type Embryonal Rhabdomyosarcoma,0.9563
EMBRYONAL TUMOR,Embryonal Neoplasm,1,2,Embryonal Neoplasm,0.9855,Embryonal Carcinoma,0.9834,Central Nervous System Embryonal Tumor,0.9695,Germ Cell Tumor<;>Embryonal Carcinoma,0.9675,Embryonal Rhabdomyosarcoma,0.9620
EMBRYONAL TUMOR WITH ABUNDANT NEUROPIL AND TRUE ROSETTES,"Embryonal Tumor with Multilayered Rosettes, C19MC-Altered",99,2,Embryonal Tumor with Multilayered Rosettes,0.9621,Central Nervous System Embryonal Tumor,0.9538,Embryonal Neoplasm,0.9495,"Central Nervous System Embryonal Tumor, Not Otherwise Specified",0.9473,Rosette-Forming Glioneuronal Tumor of the Fourth Ventricle,0.9460
EMBRYO_CARCINOMA,Embryonal Carcinoma,1,2,Embryonal Carcinoma,0.9791,Embryonal Neoplasm,0.9650,Embryonal Carcinoma<;>Seminoma,0.9606,Germ Cell Tumor<;>Embryonal Carcinoma,0.9570,Embryonal Carcinoma<;>Nonseminomatous<;>Yolk Sac Tumor<;>Choriocarcinoma,0.9511
EMBT,Embryonal Neoplasm,99,2,Ewing Sarcoma<;>ERG Gene Rearrangement,0.8884,Esophagus,0.8867,Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.8865,AML1-ETO Fusion Protein Expression,0.8863,B-Cell Non-Hodgkin Lymphoma<;>Mediastinal Non-Hodgkin Lymphoma<;>Primary Mediastinal (Thymic) Large B-Cell Lymphoma,0.8858
EMT,Epithelial-to-Mesenchymal Transition,1,2,Epithelial-to-Mesenchymal Transition,0.9500,Epithelial,0.9205,Omentum,0.9139,Monomorphic Epitheliotropic Intestinal T-Cell Lymphoma,0.9101,Epithelial-Myoepithelial Carcinoma,0.9035
ENCAPSULATED GLIOMA,Glioma,1,2,Glioma,0.9394,Optic Nerve Glioma,0.9211,Glioblastoma,0.9186,Low Grade Glioma,0.9155,Glioblastoma<;>Undifferentiated,0.9146
ENDOCERVICAL ADENOCARCINOMA,Cervical Adenocarcinoma,2,2,"Mucinous Adenocarcinoma, Endocervical Type",0.9637,Cervical Adenocarcinoma,0.9566,Cervical Endometrioid Adenocarcinoma,0.9511,Endometrial Adenocarcinoma,0.9491,Cervical Squamous Cell Carcinoma<;>Cervical Adenocarcinoma,0.9441
ENDOCERVICAL ADENOCARCINOMA OF THE USUAL TYPE,Cervical Adenocarcinoma,99,2,"Mucinous Adenocarcinoma, Endocervical Type",0.9733,"Cervical Mucinous Adenocarcinoma, Intestinal-Type",0.9504,"Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell-Type",0.9491,Cervical Squamous Cell Carcinoma<;>Cervical Adenocarcinoma,0.9418,Cervical Endometrioid Adenocarcinoma,0.9376
ENDOCERVICAL TYPE OF ADENOCARCINOMA,Cervical Adenocarcinoma,99,2,"Mucinous Adenocarcinoma, Endocervical Type",0.9810,"Cervical Mucinous Adenocarcinoma, Intestinal-Type",0.9575,"Human Papillomavirus-Independent Cervical Adenocarcinoma, Clear Cell-Type",0.9511,Cervical Squamous Cell Carcinoma<;>Cervical Adenocarcinoma,0.9474,Cervical Endometrioid Adenocarcinoma,0.9422
ENDOCRINE,Endocrine,1,2,Endocrine,1.0000,Pituitary Neuroendocrine Tumor,0.9141,Thyroid Gland,0.9098,Adrenal Gland Pheochromocytoma<;>Paraganglioma,0.9091,Adrenal Gland Pheochromocytoma,0.9077
ENDOMETRIAL ADENOCARCINOMA,Endometrial Adenocarcinoma,1,2,Endometrial Adenocarcinoma,1.0000,Endometrial Endometrioid Adenocarcinoma,0.9829,Endometrial Carcinoma,0.9742,Endometrial Serous Adenocarcinoma,0.9739,Endometrioid Adenocarcinoma,0.9736
ENDOMETRIAL ADENOSQUAMOUS CARCINOMA,Endometrial Adenosquamous Carcinoma,1,2,Endometrial Adenosquamous Carcinoma,1.0000,Adenosquamous Carcinoma,0.9862,Cervical Adenosquamous Carcinoma,0.9827,Esophageal Adenosquamous Carcinoma,0.9816,Gastric Adenosquamous Carcinoma,0.9803
ENDOMETRIAL CANCER,Endometrial Carcinoma,1,2,Endometrial Carcinoma,0.9804,Endometrial Carcinoma<;>Uterine Corpus Cancer,0.9702,Endometrial Adenocarcinoma,0.9695,Endometrial Endometrioid Adenocarcinoma,0.9608,Endometrial Squamous Cell Carcinoma,0.9588
ENDOMETRIAL CARCINOMA,Endometrial Carcinoma,1,2,Endometrial Carcinoma,1.0000,uterine corpus endometrial carcinoma,0.9797,Endometrial Carcinoma<;>Uterine Corpus Cancer,0.9785,Endometrial Adenocarcinoma,0.9742,Endometrial Squamous Cell Carcinoma,0.9690
ENDOMETRIAL SQUAMOUS CELL CARCINOMA,Endometrial Squamous Cell Carcinoma,1,2,Endometrial Squamous Cell Carcinoma,1.0000,Esophageal Squamous Cell Carcinoma,0.9771,Cervical Squamous Cell Carcinoma,0.9766,Squamous Cell Carcinoma,0.9763,Lung Squamous Cell Carcinoma,0.9714
ENDOMETRIAL STROMAL SARCOMA,Endometrioid Stromal Sarcoma,1,2,Endometrioid Stromal Sarcoma,0.9804,Low Grade Endometrioid Stromal Sarcoma,0.9599,Endometrioid Stromal Sarcoma<;>High Grade,0.9581,Uterine Corpus Sarcoma,0.9468,Uterine Corpus Sarcoma<;>Mesenchymal,0.9432
ENDOMETRIAL_ADENOCARCINOMA,Endometrial Adenocarcinoma,1,2,Endometrial Adenocarcinoma,0.9934,Endometrial Endometrioid Adenocarcinoma,0.9780,Endometrial Serous Adenocarcinoma,0.9698,Endometrial Carcinoma,0.9697,Endometrioid Adenocarcinoma,0.9683
ENDOMETRIAL_ADENOSQUAMOUS,Endometrial Adenosquamous Carcinoma,1,2,Endometrial Adenosquamous Carcinoma,0.9814,Adenosquamous Carcinoma,0.9668,Esophageal Adenosquamous Carcinoma,0.9646,Gastric Adenosquamous Carcinoma,0.9633,Cervical Adenosquamous Carcinoma,0.9617
ENDOMETRIAL_SQUAMOUS,Endometrial Squamous Cell Carcinoma,1,2,Endometrial Squamous Cell Carcinoma,0.9729,Esophageal Adenocarcinoma<;>Esophageal Squamous Cell Carcinoma,0.9467,Endometrial Adenosquamous Carcinoma,0.9455,Esophageal Squamous Cell Carcinoma,0.9448,Cervical Squamous Cell Carcinoma,0.9444
ENDOMETRIAL_STROMAL_SARCOMA,Endometrioid Stromal Sarcoma,1,2,Endometrioid Stromal Sarcoma,0.9766,Endometrioid Stromal Sarcoma<;>High Grade,0.9603,Low Grade Endometrioid Stromal Sarcoma,0.9565,Uterine Corpus Sarcoma<;>Mesenchymal,0.9497,Sarcoma,0.9464
ENDOMETRIOID,Endometrioid Tumor,3,2,Endometrioid Adenocarcinoma,0.9729,Endometrial Endometrioid Adenocarcinoma,0.9723,Endometrioid Tumor,0.9681,Ovarian Endometrioid Adenocarcinoma,0.9678,Cervical Endometrioid Adenocarcinoma,0.9641
ENDOMETRIOID ADENOCARCINOMA OF ENDOCERVIX,Cervical Endometrioid Adenocarcinoma,3,2,Endometrioid Adenocarcinoma,0.9804,Endometrial Endometrioid Adenocarcinoma,0.9796,Cervical Endometrioid Adenocarcinoma,0.9792,Ovarian Endometrioid Adenocarcinoma,0.9739,Endometrioid Tumor,0.9629
