"curated_field","original_field","cl"
"treatment_type","HISTORY_IMMUNOSUPPRESIVE_DX",7
"treatment_type","HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER",7
"treatment_type","R_CHOP_LIKE_CHEMO",1
"treatment_type","RECEIVED_IO_AFTER_1ST_LINE",10
"treatment_type","IO_REGIMEN_MONOTHERAPY_VS_COMBINATION",1
"treatment_type","TREATMENT",1
"treatment_type","SURGERY_TYPE",1
"treatment_type","PROCEDURE_TYPE",1
"treatment_type","CHEMO_FIRST_LINE",1
"treatment_type","PATIENT_TO_UNDERGO_SURGERY",1
"treatment_type","HISTORY_REFLUX_DISEASE_TREATMENT",7
"treatment_type","TREATMENT_PRIOR_TO_SURGERY_INDICATOR",1
"treatment_type","PD1_INHIBITOR",10
"treatment_type","PD1_INHIBITOR_DRUG",10
"treatment_type","DOSE_MG_DAY_STEROID_DURING_PD1",10
"treatment_type","DRUG_AND_DOSE_STEROID_DURING_PD1",10
"treatment_type","STREOIDS_DURING_PD1_INHIBITOR",10
"treatment_type","DOSE_MG_DAY_STEROID_PD1_START",10
"treatment_type","STEROIDS_WHEN_STARTED_PD1_INHIBITOR",10
"treatment_type","NUMBER_OF_PD1_INHIBITOR_INJECTIONS",10
"treatment_type","PD1_INHIBITOR_STARTED_FOR_PD",10
"treatment_type","PD1_INHIBITOR_CONCURRENTLY_WITH_RE-IRRADIATION",10
"treatment_type","DOSE_OF_RE-IRRADIATION",1
"treatment_type","THERAPY",1
"treatment_type","CHEMO_CYCLES",3
"treatment_type","CHEMO_REGIMEN_CATEGORY",1
"treatment_type","SALVAGE_CHEMO",1
"treatment_type","RECEIVED_TARGETED_TX",1
"treatment_type","SURGERY_DATE_RELATIVE_TO_DX_MONTHS",1
"treatment_type","TUMOR_SURGERY_NUMBER",1
"treatment_type","IMMUNE_TREATMENT",1
"treatment_type","TARGET_THERAPY",1
"treatment_type","PRIOR_SYSTEMIC_THERAPIES",1
"treatment_type","KINASE_INHIBITOR",1
"treatment_type","INITIAL_TREATMENT",1
"treatment_type","PRIOR_TX_TO_IMPACT_SAMPLE",1
"treatment_type","PREVIOUS_TREATMENT",1
"treatment_type","SYSTEMIC_CHEMO",1
"treatment_type","NEOADJ_CHEMO",1
"treatment_type","HEPATECTOMY",7
"treatment_type","TRANSPLANT_TYPE",1
"treatment_type","HISTORY_NEOADJUVANT_MEDICATION",1
"treatment_type","HISTORY_IONIZING_RT_TO_HEAD",1
"treatment_type","HISTORY_NEOADJUVANT_STEROID_TX",1
"treatment_type","ORAL_CONTRACEPTION",3
"treatment_type","ABLATION_EMBOLIZATION_TX_ADJUVANT",1
"treatment_type","PRIOR_TREATMENT_OF_CYTOTOXIC_CHEMOTHERAPY",1
"treatment_type","POST_SAMPLE_CHEMOTHERAPY",1
"treatment_type","POST_SAMPLE_XRT",1
"treatment_type","POST_SAMPLE_TARGETED",1
"treatment_type","PRE_SAMPLE_TARGETED",1
"treatment_type","PRE_SAMPLE_CHEMOTHERAPY",1
"treatment_type","PRE_SAMPLE_XRT",1
"treatment_type","ADJUVANT_CHEMOTHERAPY",1
"treatment_type","ADJUVANT_XRT",1
"treatment_type","HAD_SURGERY",1
"treatment_type","NEOADJUVANT_CHEMOTHERAPY",1
"treatment_type","POST_SAMPLE_IMMUNOTHERAPY",1
"treatment_type","PRE_SAMPLE_IMMUNOTHERAPY",1
"treatment_type","NEOADJUVANT_TARGETED",1
"treatment_type","NEOADJUVANT_XRT",1
"treatment_type","ADJUVANT_TARGETED",1
"treatment_type","NEOADJUVANT_IMMUNOTHERAPY",1
"treatment_type","ADJUVANT_IMMUNOTHERAPY",1
"treatment_type","TKI_TREATMENT",1
"treatment_type","IO_DRUG",1
"treatment_type","IO_LINE",1
"treatment_type","SECOND_LINE_TC_OR_SURGERY",1
"treatment_type","FOURTH_LINE",1
"treatment_type","THIRD_LINE",1
"treatment_type","IO_THERAPY",1
"treatment_type","ALKYLATING_CHEMOTHERAPY",9
"treatment_type","STEROIDS_GT_10MG_DAILY",10
"treatment_type","PRIOR_MAPK_TX",1
"treatment_type","POST_MAPK_TX",1
"treatment_type","POAR_COMBINED_CTLA_PD1",10
"treatment_type","PREVIOUS_MAPKI",1
"treatment_type","DRUG_TYPE",1
"treatment_type","PRD_CHEMOTHERAPY",1
"treatment_type","PRD_HORMONE_THERAPY",1
"treatment_type","PRD_OTHER_THERAPY",1
"treatment_type","PRD_PROSTATECTOMY",1
"treatment_type","CHEMO_TX",1
"treatment_type","XRT_TX",1
"treatment_type","TAXANE_TX",1
"treatment_type","TARGETED_TX",1
"treatment_type","NUCLEOSIDE_TX",1
"treatment_type","ALKYLATING_TX",1
"treatment_type","ANTIMETABOLITE_TX",1
"treatment_type","CYTOTOXIC_TX",1
"treatment_type","TERT_TARGETED_TX",1
"treatment_type","TERT_ANTIMETABOLITE_TX",1
"treatment_type","TERT_CYTOTOXIC_TX",1
"treatment_type","TERT_ALKYLATING_TX",1
"treatment_type","TERT_TAXANE_TX",1
"treatment_type","IO_TX",1
"treatment_type","TERT_IO_TX",1
"treatment_type","MICROTUBULE_TX",1
"treatment_type","OTHER_CYTOTOXIC_TX",1
"treatment_type","TERT_OTHER_CYTOTOXIC_TX",1
"treatment_type","TERT_MICROTUBULE_TX",1
"treatment_type","RADIOTHERAPY_TX",1
"treatment_type","GYN_DIAGNOSIS_CHEMO_INTENT_DESCRIPTION",1
"treatment_type","PROCEDURE",1
"treatment_type","ANY_LINE_CHEMO",1
"treatment_type","NUM_LINES_CHEMO",1
"treatment_type","ANY_LINE_HORMONE",1
"treatment_type","NUM_LINES_HORMONE",1
"treatment_type","ANY_LINE_NTRK",1
"treatment_type","NUM_LINES_NTRK",1
"treatment_type","ANY_LINE_TARGETED",1
"treatment_type","NUM_LINES_TARGETED",1
"treatment_type","ANY_LINE_IMMUNO",1
"treatment_type","NUM_LINES_IMMUNO",1
"treatment_type","SYSTEMIC_TREATMENT",1
"treatment_type","INTRAVESICAL_TREATMENT",1
"treatment_type","TX_BET_PRI_MET_SAMPLE_COLLECTION",1
"treatment_type","SUBSEQUENT_RX",1
"treatment_type","TREATMENT_CATEGORY",1
"treatment_type","TREATED_WITH_ICI",1
"treatment_type","ANDROGEN_DEPRIVATION_THERAPY",1
"treatment_type","TREATMENT_HORMONE_THERAPY",1
"treatment_type","TREATMENT_PALLIATIVE_RADIATION",1
"treatment_type","TREATMENT_RADIATION",1
"treatment_type","TREATMENT_PROSTATECTOMY",1
"treatment_type","ADJUVANT_HORMONE_THERAPY",1
"treatment_type","CRT_CHEMOAGENT",1
"treatment_type","NEOADJUVANT_TREATMENT_DETAILS",1
"treatment_type","RADIATION_DOSE_PELVIC_NODES_PRIMARY_TUMOR.",1
"treatment_type","NEOADJ_CHEMOCYCLES",1
"treatment_type","NEOADJ_CHEMOAGENT",1
"treatment_type","ADJUVANT_CT",1
"treatment_type","ADJUVANT_CHEMO_REGIMEN",1
"treatment_type","TREATMENT_PRIOR_TO_RESECTION",1
"treatment_type","HISTORY_NEOADJUVANT_TX_TYPE",1
"treatment_type","IFN_TX_90_DAYS_PRIOR_TO_RESECTION",1
"treatment_type","UV_RATE",3
"treatment_type","POSTOPERATIVE_TX",1
"treatment_type","SURGICAL_APPROACH_AT_DIAGNOSIS",1
"treatment_type","HISTORY_MENOPAUSAL_HORMONE_THERAPY",1
"treatment_dose","CUMULATIVE_TREATMENT_REGIMENS",1
"treatment_dose","COMPLETED_TOTAL_RADIATION_DOSE",1
"treatment_dose","COMPLETED_RADIATION_DOSE",1
"treatment_dose","FORMULATION",1
"treatment_dose","ALPELISIB_DOSE",8
"treatment_dose","TREATMENT_GROUP",1
"treatment_dose","CHEMO_CONCURRENT_FRACTIONS_TOTAL",1
"treatment_dose","CHEMO_CONCURRENT_DOSE",1
"treatment_dose","RT_TX_TOTAL_DOSE_TO_PELVIS",1
"treatment_dose","BRACHYTHERAPY_TOTAL_DOSE_POINT_A",1
"treatment_dose","RADIATION_THERAPY_DOSE_PARAAORTIC_NODES",1
"treatment_dose","RADIATION_DOSE",1
"treatment_dose","CHEMO_OTHER_CYCLES",1
"treatment_dose","DOSE_OF_PEMBROLIZUMAB_PER_INJECTION (MG/KG)",8
"treatment_dose","DOSE_MG_DAY_STEROID_DURING_PD1",10
"treatment_dose","DOSE_MG_DAY_STEROID_PD1_START",10
"treatment_dose","DOSE_OF_RE-IRRADIATION",1
"treatment_dose","INDUCTION",1
"treatment_dose","AGENT",1
"treatment_dose","THIRD_LINE",1
"treatment_dose","STEROIDS_GT_10MG_DAILY",10
"treatment_dose","PRIOR_TREATMENT",1
"treatment_dose","INITIAL_RX",1
"treatment_dose","SUBSEQUENT_RX",1
"treatment_dose","RADIATION_DOSE_PELVIC_NODES_PRIMARY_TUMOR.",1
"treatment_dose","UV_RATE",3
"treatment_number","CUMULATIVE_TREATMENT_REGIMEN_COUNT",1
"treatment_number","CUMULATIVE_TREATMENT_STAGE_COUNT",1
"treatment_number","CUMULATIVE_TREATMENT_TYPE_COUNT",1
"treatment_number","CHEMO_CONCURRENT_FRACTIONS_TOTAL",1
"treatment_number","CHEMO_CONCURRENT_DOSE",1
"treatment_number","SURGERY NUMBER",1
"treatment_number","TMZ_CYCLES",1
"treatment_number","RADIOTHERAPY_FRACTIONS",1
"treatment_number","CHEMO_OTHER_CYCLES",1
"treatment_number","NUMBER_OF_LINES_OF_TREATMENT_FOR_MET_DISEASE",1
"treatment_number","NUMBER_OF_CYCLES_PLATINUM",3
"treatment_number","NUMBER_OF_CYCLES_PEMBROLIZUMAB",8
"treatment_number","NUMBER_OF_CYCLES_FLUORO-PYRIMIDINE",3
"treatment_number","NUMBER_OF_CYCLES_TRASTUZUMAB",3
"treatment_number","NUMBER_OF_PD1_INHIBITOR_INJECTIONS",10
"treatment_number","DOSE_OF_RE-IRRADIATION",1
"treatment_number","CHEMO_CYCLES",3
"treatment_number","PRIOR_LINES_OF_THERAPY",1
"treatment_number","LINES_OF_TX_PRIOR_IMPACT",1
"treatment_number","SECOND_LINE_TC_OR_SURGERY",1
"treatment_number","THIRD_LINE",1
"treatment_number","FIFTH_LINE",1
"treatment_number","CYCLES_ON_THERAPY",3
"treatment_number","PRIOR_LINES",1
"treatment_number","PRIOR_TREATMENT",1
"treatment_number","CYCLES_COMPLETED",3
"treatment_number","TREATMENT_DETAILS",1
"treatment_number","LINES_OF_TX",1
"treatment_number","NUM_LINES_CHEMO",1
"treatment_number","NUM_LINES_HORMONE",1
"treatment_number","NUM_LINES_NTRK",1
"treatment_number","NUM_LINES_TARGETED",1
"treatment_number","NUM_LINES",1
"treatment_number","NUM_LINES_IMMUNO",1
"treatment_number","NUM_LINES_IODINE",1
"treatment_number","INITIAL_RX",1
"treatment_number","SUBSEQUENT_RX",1
"treatment_number","NEOADJ_CHEMOCYCLES",1
"treatment_number","TOTAL_CYCLES_NUM_NEOADJUVANT_ADJUVANT",1
"treatment_number","ADJUVANT_CYCLES_NUM",1
"treatment_number","NEOADJ_CHEMO",1
"treatment_start","YEAR_OF_SURGERY",1
"treatment_start","TX_90DAYS_POST_RESECTION",1
"treatment_start","AGE_AT_RADIATION_START",2
"treatment_start","AGE_AT_RADIATION_STOP",2
"treatment_start","AGE_AT_CHEMOTHERAPY_START",2
"treatment_start","AGE_AT_CHEMOTHERAPY_STOP",2
"treatment_start","DOSE_OF_RE-IRRADIATION",1
"treatment_start","DRUG_LAST_ADMIN",1
"treatment_start","DRUG_START",1
"treatment_end","CRDB_TREATMENT_END_DAYS",1
"treatment_end","AGE_AT_RADIATION_START",2
"treatment_end","AGE_AT_RADIATION_STOP",2
"treatment_end","AGE_AT_CHEMOTHERAPY_STOP",2
"treatment_end","AGE_AT_CHEMOTHERAPY_START",2
"treatment_end","TIMING_OTHER_NOTES",1
"treatment_end","DOSE_OF_RE-IRRADIATION",1
"treatment_end","DRUG_LAST_ADMIN",1
"treatment_end","DRUG_START",1
"treatment_frequency","TIMING_OTHER_NOTES",1
"treatment_frequency","ALPELISIB_SCHEDULING",8
"treatment_frequency","CHEMO_CONCURRENT_COURSE",1
"treatment_frequency","DOSE_MG_DAY_STEROID_DURING_PD1",10
"treatment_frequency","DOSE_MG_DAY_STEROID_PD1_START",10
"treatment_frequency","STEROIDS_GT_10MG_DAILY",10
"treatment_frequency","TREATMENT_SCHEDULE",1
"treatment_duration","MOST_RECENT_TREATMENT_DURATION",1
"treatment_duration","DURATION_OF_INDUCTION_TREATMENT",1
"treatment_duration","ANY_THERAPY_2YRS",1
"treatment_duration","X2YR_FULVESTRANT",3
"treatment_duration","X2YR_CAPECITABINE",3
"treatment_duration","X2YR_ANTIHER2",3
"treatment_duration","X2YR_AIS",3
"treatment_duration","X2YR_TAMOXIFEN",3
"treatment_duration","X2YR_ANTHRACYCLINE",3
"treatment_duration","X2YR_CDK46",3
"treatment_duration","X2YR_TAXANE",1
"treatment_duration","X2YR_ALKYLATING_AGENT",9
"treatment_duration","X2YR_VEGF_INHIBITOR",3
"treatment_duration","MONTHS_ON_TREATMENT",1
"treatment_duration","WEEKS_ON_STUDY",1
"treatment_duration","CHEMO_OTHER_CYCLES",1
"treatment_duration","TOTAL_TIME_PERIOD_MONTHS",1
"treatment_duration","SURGERY_DATE_RELATIVE_TO_DX_MONTHS",1
"treatment_duration","DOT_MONTHS",2
"treatment_duration","ORAL_CONTRACEPTION",3
"treatment_duration","ADMINISTRATION_OF_DRUG_WEEKS",1
"treatment_duration","WEEKS_ON_TREATMENT",1
"treatment_duration","PRIOR_TREATMENT",1
"treatment_duration","DURATION_OF_THERAPY_WEEKS",1
"treatment_duration","DURATION_OF_THERAPY_DAYS",1
"treatment_status","ALTERNATE_THERAPY",1
"treatment_status","ALTERNATE_THERAPY_OTHER",1
"treatment_status","MOST_RECENT_TREATMENT_DURATION",1
"treatment_status","MOST_RECENT_TREATMENT_TYPE",1
"treatment_status","CURRENT_REGIMEN",3
"treatment_status","PRIORRADIATIONFOROTHERCANCER",1
"treatment_status","TYPE_INDUCTION_TX",1
"treatment_status","CUMULATIVE_TREATMENT_STAGES",1
"treatment_status","PRD_RADIATION_SURGERY",1
"treatment_status","PRD_TREATED_AT_ENROLLMENT",1
"treatment_status","PRIMARY_SURGERY",1
"treatment_status","FIRST_THERAPY",1
"treatment_status","SURGERY_ADVANCED_DISEASE",1
"treatment_status","PRIMARY_RADIATION_THERAPY",1
"treatment_status","CONCURRENT_CHEMOTHERAPY",1
"treatment_status","PRIOR_INTRAVESICAL_CHEMOTHERAPY",1
"treatment_status","TX_90DAYS_POST_RESECTION",1
"treatment_status","TREATMENT",1
"treatment_status","TREATMENT_CHANGED",1
"treatment_status","TREATMENT_STATUS",1
"treatment_status","COMPLETED_TOTAL_RADIATION_DOSE",1
"treatment_status","COMPLETED_RADIATION_DOSE",1
"treatment_status","FORMULATION",1
"treatment_status","SURGERY_AT_DX",1
"treatment_status","CALC_TREATMENT_NAIVE",1
"treatment_status","SURGICAL_PROCEDURE_FIRST",1
"treatment_status","FIRST_SURGICAL_PROCEDURE_OTHER",1
"treatment_status","PRIOR_TREATMENT",1
"treatment_status","HISTORY_HORMONAL_CONTRACEPTIVES_USE",3
"treatment_status","CHEMO_CONCURRENT_COURSE",1
"treatment_status","CHEMO_CONCURRENT_FRACTIONS_TOTAL",1
"treatment_status","CHEMO_CONCURRENT_TYPE",1
"treatment_status","CHEMO_CONCURRENT_DOSE",1
"treatment_status","CHEMO_CONCURRENT_TYPE_OTHER",1
"treatment_status","RT_TX_REASON_NOT_COMPLETED",1
"treatment_status","RADIATION_TREATMENT_ADJUVANT",1
"treatment_status","RT_TX_REASON_NOT_COMPLETED_OTHER",1
"treatment_status","RT_TX_TOTAL_DOSE_TO_PELVIS",1
"treatment_status","HISTORY_IMMUNOSUPPRESIVE_DX",7
"treatment_status","HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER",7
"treatment_status","RECEIVED_IO_AFTER_1ST_LINE",10
"treatment_status","OFF_TREATMENT",1
"treatment_status","CURRENT_CYCLE",3
"treatment_status","HISTORY_REFLUX_DISEASE_TREATMENT",7
"treatment_status","TREATMENT_PRIOR_TO_SURGERY_INDICATOR",1
"treatment_status","CRDB_PRIOR_RX",1
"treatment_status","PD1_INHIBITOR_CONCURRENTLY_WITH_NOVO-TTF",10
"treatment_status","PD1_INHIBITOR_WITH_CELECOXIB",10
"treatment_status","TREATMENT_ONGOING",1
"treatment_status","DOSE_MG_DAY_STEROID_DURING_PD1",10
"treatment_status","DRUG_AND_DOSE_STEROID_DURING_PD1",10
"treatment_status","STREOIDS_DURING_PD1_INHIBITOR",10
"treatment_status","PD1_INHIBITOR_CONCURRENTLY_WITH_RE-IRRADIATION",10
"treatment_status","DOSE_OF_RE-IRRADIATION",1
"treatment_status","PD1_INHIBITOR_CONCURRENTLY_WITH_BEV",10
"treatment_status","PD1_INHIBITOR_CONCURRENTLY_WITH_TEMODAR",10
"treatment_status","PD1_INHIBITOR_WITH_IMATINIB",10
"treatment_status","PD1_INHIBITOR_CONCURRENTLY_WITH_DC_VAX",10
"treatment_status","PD1_INHIBITOR_CONCURRENTLY_WITH_BCNU/CCNU",10
"treatment_status","PRETREATMENT_HISTORY",1
"treatment_status","CHEMO_FIRST_LINE",1
"treatment_status","PRIOR_LINES_OF_THERAPY",1
"treatment_status","PRIOR_SYSTEMIC_THERAPIES",1
"treatment_status","ON_TREATMENT",1
"treatment_status","INITIAL_TREATMENT",1
"treatment_status","PREVIOUS_TREATMENT",1
"treatment_status","HISTORY_NEOADJUVANT_TRTYN",1
"treatment_status","HISTORY_IONIZING_RT_TO_HEAD",1
"treatment_status","PRIOR_TREATMENT_OF_CYTOTOXIC_CHEMOTHERAPY",1
"treatment_status","POST_SAMPLE_TX",1
"treatment_status","POST_SAMPLE_CHEMOTHERAPY",1
"treatment_status","POST_SAMPLE_XRT",1
"treatment_status","POST_SAMPLE_TARGETED",1
"treatment_status","PRE_SAMPLE_TX",1
"treatment_status","PRE_SAMPLE_TARGETED",1
"treatment_status","PRE_SAMPLE_CHEMOTHERAPY",1
"treatment_status","PRE_SAMPLE_XRT",1
"treatment_status","POST_SAMPLE_IMMUNOTHERAPY",1
"treatment_status","PRE_SAMPLE_IMMUNOTHERAPY",1
"treatment_status","PRETREATED",1
"treatment_status","FIFTH_LINE",1
"treatment_status","NUM_PRIOR_THERAPIES",1
"treatment_status","PRIOR_MAPK_TX",1
"treatment_status","POST_MAPK_TX",1
"treatment_status","PREVIOUS_MAPKI",1
"treatment_status","PRIOR_THERAPY",1
"treatment_status","OTHER_CONCURRENT_THERAPY",1
"treatment_status","PRIOR_LINES",1
"treatment_status","CYCLES_COMPLETED",3
"treatment_status","INITIAL_RX",1
"treatment_status","THERAPY_PRIOR_TO_DERIVATION",1
"treatment_status","TREATMENT_PRIOR_TO_RESECTION",1
"treatment_status","IFN_TX_90_DAYS_PRIOR_TO_RESECTION",1
"treatment_status","ONGOING_TREATMENT",1
"treatment_status","POSTOPERATIVE_TX",1
"treatment_status","PHARMACEUTICAL_TX_ADJUVANT",1
"treatment_status","SURGICAL_APPROACH_AT_DIAGNOSIS",1
"treatment_status","HISTORY_MENOPAUSAL_HORMONE_THERAPY",1
"treatment_reason","ADJUVANT_TX",1
"treatment_reason","ADJUVANT_CHEMO",1
"treatment_reason","NEOADJUVANT_CHEMO",1
"treatment_reason","PHARMACEUTICAL_TX_ADJUVANT",1
"treatment_reason","PHARM_TX_MITOTANE_FOR_MACRO_DISEASE",1
"treatment_reason","PHARM_TX_MITOTANE_ADJUVANT",1
"treatment_reason","RADIATION_TREATMENT_ADJUVANT",1
"treatment_reason","HISTORY_NEOADJUVANT_TRTYN",1
"treatment_reason","ALTERNATE_THERAPY_OTHER",1
"treatment_reason","CUMULATIVE_TREATMENT_STAGES",1
"treatment_reason","TYPE_INDUCTION_TREATMENT",1
"treatment_reason","DURATION_OF_INDUCTION_TREATMENT",1
"treatment_reason","PRIORRADIATIONFOROTHERCANCER",1
"treatment_reason","CURRENT_REGIMEN",3
"treatment_reason","MOST_RECENT_TREATMENT_DURATION",1
"treatment_reason","MOST_RECENT_TREATMENT_TYPE",1
"treatment_reason","TYPE_INDUCTION_TX",1
"treatment_reason","ADJUVANT_THERAPY",1
"treatment_reason","NEOADJUVANT_THERAPY",1
"treatment_reason","NGS_PRIOR_THERAPY",1
"treatment_reason","ADJUVANT_RADIATION_THERAPY",1
"treatment_reason","METASTATIC_RADIATION_THERAPY",1
"treatment_reason","TX_INDUCTION_COURSES_INDICATOR",1
"treatment_reason","TX_MAINTENANCE_COURSES_INDICATOR",1
"treatment_reason","RADADJUVANTRX",1
"treatment_reason","TX_LINE",1
"treatment_reason","SURGERY_AT_DX",1
"treatment_reason","ADJ_XRT",1
"treatment_reason","FIRST_LINE_THERAPY",1
"treatment_reason","TREATMENT_GROUP",1
"treatment_reason","RT_TX_TOTAL_DOSE_TO_PELVIS",1
"treatment_reason","RT_TX_REASON_NOT_COMPLETED",1
"treatment_reason","RT_TX_REASON_NOT_COMPLETED_OTHER",1
"treatment_reason","RADIATION_THERAPY_DOSE_PARAAORTIC_NODES",1
"treatment_reason","FIRST_LINE_MET_TX",1
"treatment_reason","PRIOR_ADJUVANT_CHEMO",1
"treatment_reason","SURGERY_INDICATION",1
"treatment_reason","DETAILS_FIRST_LINE_COMMENTS",1
"treatment_reason","2L_TREATMENT",1
"treatment_reason","3L_TREATMENT",1
"treatment_reason","INDUCTION",1
"treatment_reason","CHEMO_FIRST_LINE",1
"treatment_reason","SALVAGE_CHEMO",1
"treatment_reason","TUMOR_SURGERY_NUMBER",1
"treatment_reason","INITIAL_TREATMENT",1
"treatment_reason","PREVIOUS_TREATMENT",1
"treatment_reason","NEOADJ_CHEMO",1
"treatment_reason","HISTORY_NEOADJUVANT_MEDICATION",1
"treatment_reason","HISTORY_NEOADJUVANT_STEROID_TX",1
"treatment_reason","ABLATION_EMBOLIZATION_TX_ADJUVANT",1
"treatment_reason","ADJUVANT",1
"treatment_reason","ADJUVANT_CHEMOTHERAPY",1
"treatment_reason","ADJUVANT_XRT",1
"treatment_reason","NEOADJUVANT",1
"treatment_reason","NEOADJUVANT_CHEMOTHERAPY",1
"treatment_reason","NEOADJUVANT_TARGETED",1
"treatment_reason","NEOADJUVANT_XRT",1
"treatment_reason","ADJUVANT_TARGETED",1
"treatment_reason","NEOADJUVANT_IMMUNOTHERAPY",1
"treatment_reason","ADJUVANT_IMMUNOTHERAPY",1
"treatment_reason","IO_LINE",1
"treatment_reason","TX_SETTING",1
"treatment_reason","SECOND_LINE_TC_OR_SURGERY",1
"treatment_reason","FIFTH_LINE",1
"treatment_reason","FOURTH_LINE",1
"treatment_reason","THIRD_LINE",1
"treatment_reason","PRIOR_TREATMENT",1
"treatment_reason","FIRST_LINE_TREATMENT",1
"treatment_reason","MAINTENANCE_TX",1
"treatment_reason","SUBSEQUENT_RX",1
"treatment_reason","TREATMENT_PALLIATIVE_RADIATION",1
"treatment_reason","ADJUVANT_HORMONE_THERAPY",1
"treatment_reason","CHEMO_REGIMEN_CATEGORY",1
"treatment_reason","NEOADJUVANT_TREATMENT_DETAILS",1
"treatment_reason","NEOADJ_CHEMOCYCLES",1
"treatment_reason","TOTAL_CYCLES_NUM_NEOADJUVANT_ADJUVANT",1
"treatment_reason","NEOADJ_CHEMOAGENT",1
"treatment_reason","ADJUVANT_CT",1
"treatment_reason","ADJUVANT_CHEMO_REGIMEN",1
"treatment_reason","HISTORY_NEOADJUVANT_TX_TYPE",1
"treatment_reason","IMMUNE_TREATMENT",1
"treatment_reason","TYPE_OF_SURGERY",1
"treatment_reason","POSTOPERATIVE_TX",1
"treatment_group","FIRSTLINE_CHEMO_GROUP",1
"treatment_group","PROTOCOL_AND_TREATMENT_ARM",1
"treatment_group","TREATMENT_ARM",1
"treatment_group","TREATMENT_GROUP",1
"treatment_group","FIRST_LINE_THERAPY",1
"treatment_group","DETAILS_FIRST_LINE_COMMENTS",1
"treatment_group","CHEMO_REGIMEN_CATEGORY",1
"treatment_notes","ALTERNATE_THERAPY_OTHER",1
"treatment_notes","CUMULATIVE_TREATMENT_REGIMEN_COUNT",1
"treatment_notes","CUMULATIVE_TREATMENT_STAGE_COUNT",1
"treatment_notes","CUMULATIVE_TREATMENT_TYPE_COUNT",1
"treatment_notes","CUMULATIVE_CHEMO",1
"treatment_notes","PRD_SURGERY",1
"treatment_notes","PRD_OTHER_CANCER_RADIATION",1
"treatment_notes","PRD_RADIATION",1
"treatment_notes","PRD_RADIATION_SURGERY",1
"treatment_notes","PRD_TREATED_AT_ENROLLMENT",1
"treatment_notes","NONINVASIVE_BLADDER_CA_TX_TYPE",1
"treatment_notes","CRDB_TREATMENT_END_DAYS",1
"treatment_notes","AGE_AT_RADIATION_START",2
"treatment_notes","AGE_AT_RADIATION_STOP",2
"treatment_notes","RADIATION_SITE",1
"treatment_notes","RADIATION_TYPE",1
"treatment_notes","CHEMOTHERAPY_TYPE",1
"treatment_notes","AGE_AT_CHEMOTHERAPY_START",2
"treatment_notes","AGE_AT_CHEMOTHERAPY_STOP",2
"treatment_notes","FORMULATION",1
"treatment_notes","TIMING_OTHER_NOTES",1
"treatment_notes","TX_LOCATION",1
"treatment_notes","DX_TYPE",1
"treatment_notes","CALC_TREATMENT_NAIVE",1
"treatment_notes","REASON_FOR_TX_DISCONTINUATION",1
"treatment_notes","PRIOR_TREATMENT",1
"treatment_notes","RADIATION_THERAPY_XRT_TYPE",1
"treatment_notes","BRACHYTHERAPY_TOTAL_DOSE_POINT_A",1
"treatment_notes","MARGINS_INVOLVED_HYSTERECTOMY",7
"treatment_notes","CHEMO_CONCURRENT_REASON_NOT_GIVEN",1
"treatment_notes","RT_TX_REASON_NOT_COMPLETED",1
"treatment_notes","RT_TX_REASON_NOT_COMPLETED_OTHER",1
"treatment_notes","CHEMO_CONCURRENT_REASON_NOT_OTHER",1
"treatment_notes","RADIATION_TYPE_OTHER",1
"treatment_notes","METASTASECTOMY_SITE",1
"treatment_notes","CHEMO_OTHER_CYCLES",1
"treatment_notes","DETAILS_FIRST_LINE_COMMENTS",1
"treatment_notes","HISTORY_REFLUX_DISEASE_TREATMENT",7
"treatment_notes","CRDB_PRIOR_RX",1
"treatment_notes","DOSE_OF_RE-IRRADIATION",1
"treatment_notes","CHEMO_REGIMEN_CATEGORY",1
"treatment_notes","SURGERY_DATE_RELATIVE_TO_DX_MONTHS",1
"treatment_notes","HISTORY_IONIZING_RT_TO_HEAD",1
"treatment_notes","CYCLES_ON_THERAPY",3
"treatment_notes","OTHER_CONCURRENT_THERAPY",1
"treatment_notes","PRD_CHEMOTHERAPY",1
"treatment_notes","PRD_HORMONE_THERAPY",1
"treatment_notes","PRD_OTHER_THERAPY",1
"treatment_notes","PRD_PROSTATECTOMY",1
"treatment_notes","ALL_TX_AT_MSK",1
"treatment_notes","OTHER_CYTOTOXIC_TX",1
"treatment_notes","TERT_OTHER_CYTOTOXIC_TX",1
"treatment_notes","GYN_DIAGNOSIS_CHEMO_INTENT_DESCRIPTION",1
"treatment_notes","PROCEDURE",1
"treatment_notes","NUM_LINES",1
"treatment_notes","TREATMENT_AT_MSK",1
"treatment_notes","SURGERY_TYPE",1
"treatment_notes","TOTAL_CYCLES_NUM_NEOADJUVANT_ADJUVANT",1
"treatment_notes","SURGICAL_APPROACH_AT_DIAGNOSIS",1
"study_design",NA,NA
"target_condition",NA,NA
