"iri","ontology_name","ontology_prefix","short_form","description","label","obo_id","type"
"http://purl.obolibrary.org/obo/NCIT_C32789","ncit","NCIT","NCIT_C32789","A small blood vessel arising from the brachial artery in the lower portion of the upper arm that supplies blood to the head of the triceps muscle.","Inferior Profunda Artery","NCIT:C32789","class"
"http://purl.obolibrary.org/obo/NCIT_C33189","ncit","NCIT","NCIT_C33189","Any artery that supplies the inner cavity of a long bone.","Nutrient Artery","NCIT:C33189","class"
"http://purl.obolibrary.org/obo/NCIT_C33693","ncit","NCIT","NCIT_C33693","A blood vessel arising from the brachial artery in the center of the upper arm that supplies blood to the triceps muscle and humerus.","Superior Profunda Artery","NCIT:C33693","class"
"http://purl.obolibrary.org/obo/NCIT_C32114","ncit","NCIT","NCIT_C32114","An arterial branch arising from the anterior tibial artery.","Anterior Tibial Artery Branch","NCIT:C32114","class"
"http://purl.obolibrary.org/obo/NCIT_C32565","ncit","NCIT","NCIT_C32565","An artery on the lateral side of the ankle arising from the anterior tibial artery.","External Malleolar Artery","NCIT:C32565","class"
"http://purl.obolibrary.org/obo/NCIT_C32852","ncit","NCIT","NCIT_C32852","A blood vessel arising from the anterior tibial artery that runs along the medial side of the ankle to supply the ankle joint.","Internal Malleolar Artery","NCIT:C32852","class"
"http://purl.obolibrary.org/obo/NCIT_C32124","ncit","NCIT","NCIT_C32124","An artery originating from the aortic arch.","Aortic Arch Branch","NCIT:C32124","class"
"http://purl.obolibrary.org/obo/NCIT_C32814","ncit","NCIT","NCIT_C32814","An artery arising from the aortic arch that divides into the right common carotid and right subclavian arteries.","Innominate Artery","NCIT:C32814","class"
"http://purl.obolibrary.org/obo/NCIT_C32972","ncit","NCIT","NCIT_C32972","An artery arising from the aortic arch that supplies the left arm.","Left Subclavian Artery","NCIT:C32972","class"
"http://purl.obolibrary.org/obo/NCIT_C53023","ncit","NCIT","NCIT_C53023","An artery that can arise from the innominate (brachiocephalic) artery, aortic arch, internal mammary artery, right common carotid artery, or the subclavian artery to supply the lower portion of the thyroid gland.","Thyroid Ima Artery","NCIT:C53023","class"
"http://purl.obolibrary.org/obo/NCIT_C32358","ncit","NCIT","NCIT_C32358","Any artery arising from the common iliac artery.","Common Iliac Artery Branch","NCIT:C32358","class"
"http://purl.obolibrary.org/obo/NCIT_C32558","ncit","NCIT","NCIT_C32558","An artery arising from the bifurcation of the common iliac artery in the lower torso. The external iliac artery becomes the femoral artery and is the main blood supply for the leg.","External Iliac Artery","NCIT:C32558","class"
"http://purl.obolibrary.org/obo/NCIT_C32845","ncit","NCIT","NCIT_C32845","A short thick blood vessel arising from the bifurcation of the common iliac artery with numerous branches that supply the organs, walls and viscera of the pelvis as well as the inner thigh.","Internal Iliac Artery","NCIT:C32845","class"
"http://purl.obolibrary.org/obo/NCIT_C32552","ncit","NCIT","NCIT_C32552","Any artery arising from the external carotid artery.","External Carotid Artery Branch","NCIT:C32552","class"
"http://purl.obolibrary.org/obo/NCIT_C32578","ncit","NCIT","NCIT_C32578","An artery arising from the external carotid artery supplying blood to the surface of the face.","Facial Artery","NCIT:C32578","class"
"http://purl.obolibrary.org/obo/NCIT_C33194","ncit","NCIT","NCIT_C33194","An artery arising from the external carotid artery that branches into the auricular, arteria princeps cervicis, meningeal, muscular, and sterno-mastoid arteries.","Occipital Artery","NCIT:C33194","class"
"http://purl.obolibrary.org/obo/NCIT_C33741","ncit","NCIT","NCIT_C33741","A terminal branch of the external carotid artery that branches into the anterior and posterior temporal arteries.","Temporal Artery","NCIT:C33741","class"
"http://purl.obolibrary.org/obo/NCIT_C52961","ncit","NCIT","NCIT_C52961","An artery arising from the external carotid artery between the thyroid and facial arteries that runs under the tongue and becomes the deep lingual or ranine artery.","Lingual Artery","NCIT:C52961","class"
"http://purl.obolibrary.org/obo/NCIT_C53021","ncit","NCIT","NCIT_C53021","An artery that is the first branch of the external carotid artery that supplies the upper thyroid gland and its muscles and branches to form the crico-thyroid, hyoid, sterno-mastoid and superior laryngeal arteries.","Superior Thyroid Artery","NCIT:C53021","class"
"http://purl.obolibrary.org/obo/NCIT_C32559","ncit","NCIT","NCIT_C32559","Any artery arising from the external iliac artery.","External Iliac Artery Branch","NCIT:C32559","class"
"http://purl.obolibrary.org/obo/NCIT_C52860","ncit","NCIT","NCIT_C52860","An external iliac artery branch that supplies blood to the anterior abdominal wall.","Epigastric Artery","NCIT:C52860","class"
"http://purl.obolibrary.org/obo/NCIT_C52861","ncit","NCIT","NCIT_C52861","A blood vessel arising from the external iliac artery with many smaller branches that connects to the superior epigastric artery and lower intercostal arteries.","Inferior Epigastric Artery","NCIT:C52861","class"
"http://purl.obolibrary.org/obo/NCIT_C32433","ncit","NCIT","NCIT_C32433","A blood vessel arising from the external iliac artery with three branches, cremasteric, muscular and pubic, which supply oxygenated blood to the lower abdomen.","Deep Inferior Epigastric Artery","NCIT:C32433","class"
"http://purl.obolibrary.org/obo/NCIT_C52863","ncit","NCIT","NCIT_C52863","One of two (deep circumflex and superficial circumflex) iliac arteries that supply the lower abdomen, inguinal lymph nodes, sartorius, and tensor fasciae latae.","Circumflex Iliac Artery","NCIT:C52863","class"
"http://purl.obolibrary.org/obo/NCIT_C32432","ncit","NCIT","NCIT_C32432","A blood vessel that arises from the external iliac artery to supply the muscles and skin of the lower torso with oxygenated blood.","Deep Circumflex Iliac Artery","NCIT:C32432","class"
"http://purl.obolibrary.org/obo/NCIT_C52864","ncit","NCIT","NCIT_C52864","A small cutaneous artery arising from the femoral artery that divides at the ilium into two branches that supply the groin integument, superficial inguinal lymphatic glands and superficial fascia.","Superficial Circumflex Iliac Artery","NCIT:C52864","class"
"http://purl.obolibrary.org/obo/NCIT_C32569","ncit","NCIT","NCIT_C32569","An artery supplying blood to the bottom of the feet and toes that arises from the posterior tibial artery.","External Plantar Artery","NCIT:C32569","class"
"http://purl.obolibrary.org/obo/NCIT_C32437","ncit","NCIT","NCIT_C32437","Any artery arising from the deep femoral artery.","Deep Femoral Artery Branch","NCIT:C32437","class"
"http://purl.obolibrary.org/obo/NCIT_C32553","ncit","NCIT","NCIT_C32553","A blood vessel arising from the profunda artery supplying the muscles on the front of the thigh and divides into ascending, descending and transverse branches.","External Circumflex Artery","NCIT:C32553","class"
"http://purl.obolibrary.org/obo/NCIT_C32839","ncit","NCIT","NCIT_C32839","A blood vessel arising from the profunda artery with one branch supplying the hip joint and two other branches supplying the adductor muscles in the upper inner thigh.","Internal Circumflex Artery","NCIT:C32839","class"
"http://purl.obolibrary.org/obo/NCIT_C33292","ncit","NCIT","NCIT_C33292","One of four arteries arising from the profunda femoris that pass through the adductor magnus muscle to supply the back of the thigh.","Perforating Artery of the Thigh","NCIT:C33292","class"
"http://purl.obolibrary.org/obo/NCIT_C52965","ncit","NCIT","NCIT_C52965","An artery arising from the profunda femoris artery with ascending and descending branches that supply the thigh muscles and hip joint.","Medial Circumflex Artery","NCIT:C52965","class"
"http://purl.obolibrary.org/obo/NCIT_C32592","ncit","NCIT","NCIT_C32592","Any artery arising from the femoral artery.","Femoral Artery Branch","NCIT:C32592","class"
"http://purl.obolibrary.org/obo/NCIT_C32354","ncit","NCIT","NCIT_C32354","An artery arising from the external iliac artery at the inguinal ligament which bifurcates forming the deep and superficial femoral arteries.","Common Femoral Artery","NCIT:C32354","class"
"http://purl.obolibrary.org/obo/NCIT_C33661","ncit","NCIT","NCIT_C33661","The portion of the femoral artery distal to the branching of the deep femoral artery that runs close to the skin.","Superficial Femoral Artery","NCIT:C33661","class"
"http://purl.obolibrary.org/obo/NCIT_C32815","ncit","NCIT","NCIT_C32815","One of two arteries (right common carotid and right subclavian) that branch off of the innominate artery.","Innominate Artery Branch","NCIT:C32815","class"
"http://purl.obolibrary.org/obo/NCIT_C33490","ncit","NCIT","NCIT_C33490","An artery arising from the bifurcation of the brachiocephalic artery that supplies the right arm and thoracic region.","Right Subclavian Artery","NCIT:C33490","class"
"http://purl.obolibrary.org/obo/NCIT_C32822","ncit","NCIT","NCIT_C32822","Either of three arteries (posterior or dorsal branch, collateral intercostal and spinal) that branch off of the intercostal artery.","Intercostal Artery Branch","NCIT:C32822","class"
"http://purl.obolibrary.org/obo/NCIT_C33587","ncit","NCIT","NCIT_C33587","A branch of the intercostal artery that supplies oxygenated blood to the spinal cord and the pia mater.","Spinal Artery","NCIT:C33587","class"
"http://purl.obolibrary.org/obo/NCIT_C12833","ncit","NCIT","NCIT_C12833","The artery that delivers blood to the anterior portion of the spinal cord.","Anterior Spinal Artery","NCIT:C12833","class"
"http://purl.obolibrary.org/obo/NCIT_C32826","ncit","NCIT","NCIT_C32826","An artery that supplies blood to the renal lobes.","Interlobular Artery","NCIT:C32826","class"
"http://purl.obolibrary.org/obo/NCIT_C32478","ncit","NCIT","NCIT_C32478","An artery of the dorsal surface of the foot, originating from the anterior tibial artery of the lower leg. The following arterial branches originate from the dorsalis pedis artery: the arcuate artery of the foot and deep plantar artery.","Dorsalis Pedis Artery","NCIT:C32478","class"
"http://purl.obolibrary.org/obo/NCIT_C32479","ncit","NCIT","NCIT_C32479","Any artery arising from the dorsalis pedis artery.","Dorsalis Pedis Artery Branch","NCIT:C32479","class"
"http://purl.obolibrary.org/obo/NCIT_C33107","ncit","NCIT","NCIT_C33107","Any of the four dorsal or four plantar arteries that arise from the dorsalis pedis artery that extend over the metatarsal bones.","Metatarsal Artery","NCIT:C33107","class"
"http://purl.obolibrary.org/obo/NCIT_C52743","ncit","NCIT","NCIT_C52743","Any of the four arteries that arise from the dorsalis pedis artery that extend on the underside of the metatarsal bones in the foot.","Plantar Metatarsal Artery","NCIT:C52743","class"
"http://purl.obolibrary.org/obo/NCIT_C33734","ncit","NCIT","NCIT_C33734","An artery arising from the dorsalis pedis artery at the navicular bone that supplies the articulations of the tarsus and the extensor brevis digitorum muscle.","Tarsal Artery","NCIT:C33734","class"
"http://purl.obolibrary.org/obo/NCIT_C32846","ncit","NCIT","NCIT_C32846","Any artery arising from the internal iliac artery.","Internal Iliac Artery Branch","NCIT:C32846","class"
"http://purl.obolibrary.org/obo/NCIT_C33120","ncit","NCIT","NCIT_C33120","An artery arising from the internal iliac artery that supplies the middle section of the rectum and anastomoses with the superior and inferior hemorrhoidal arteries.","Middle Hemorrhoidal Artery","NCIT:C33120","class"
"http://purl.obolibrary.org/obo/NCIT_C32688","ncit","NCIT","NCIT_C32688","Either of two (superior or inferior) arteries branching from the internal iliac artery in the hip joint and gluteal region.","Superior Gluteal Artery","NCIT:C32688","class"
"http://purl.obolibrary.org/obo/NCIT_C32862","ncit","NCIT","NCIT_C32862","An artery that supplies the external sex organs in both males and females.","Internal Pubic Artery","NCIT:C32862","class"
"http://purl.obolibrary.org/obo/NCIT_C33190","ncit","NCIT","NCIT_C33190","An artery arising from the anterior or posterior trunk of the internal iliac artery that supplies the ilium and pubic bones as well as the obturator and adductor muscles.","Obturator Artery","NCIT:C33190","class"
"http://purl.obolibrary.org/obo/NCIT_C33518","ncit","NCIT","NCIT_C33518","An artery that is one of the terminal branches of the internal iliac artery that also accompanies the sciatic nerve with numerous branches within and outside the pelvis.","Sciatic Artery","NCIT:C33518","class"
"http://purl.obolibrary.org/obo/NCIT_C32860","ncit","NCIT","NCIT_C32860","An artery that runs along the inside of the foot supplying those muscles as well as the toes.","Internal Plantar Artery","NCIT:C32860","class"
"http://purl.obolibrary.org/obo/NCIT_C32781","ncit","NCIT","NCIT_C32781","Either of three branches (colica sinistra, sigmoid artery, or superior hemorrhoidal artery) arising from the inferior mesenteric artery.","Inferior Mesenteric Artery Branch","NCIT:C32781","class"
"http://purl.obolibrary.org/obo/NCIT_C33677","ncit","NCIT","NCIT_C33677","The continuation of the inferior mesenteric artery with two branches that descend down either side of the rectum and anastomose with the middle and inferior hemorrhoidal arteries.","Superior Hemorrhoidal Artery","NCIT:C33677","class"
"http://purl.obolibrary.org/obo/NCIT_C33549","ncit","NCIT","NCIT_C33549","An artery arising from the inferior mesenteric artery with branches that supply the descending and sigmoid colon.","Sigmoid Artery","NCIT:C33549","class"
"http://purl.obolibrary.org/obo/NCIT_C33337","ncit","NCIT","NCIT_C33337","A continuation of the femoral artery that descends behind the knee joint before branching into the anterior and posterior tibial arteries.","Popliteal Artery","NCIT:C33337","class"
"http://purl.obolibrary.org/obo/NCIT_C116180","ncit","NCIT","NCIT_C116180","The segment of the popliteal artery that is located above the knee.","Popliteal Artery Above the Knee","NCIT:C116180","class"
"http://purl.obolibrary.org/obo/NCIT_C116181","ncit","NCIT","NCIT_C116181","The segment of the popliteal artery that is located below the knee.","Popliteal Artery Below the Knee","NCIT:C116181","class"
"http://purl.obolibrary.org/obo/NCIT_C33338","ncit","NCIT","NCIT_C33338","Any artery arising from the popliteal artery.","Popliteal Artery Branch","NCIT:C33338","class"
"http://purl.obolibrary.org/obo/NCIT_C32180","ncit","NCIT","NCIT_C32180","A small blood vessel branch arising opposite of the back of the knee joint from the popliteal artery and supplies the ligaments and synovial membrane in the interior of the articulation.","Azygos Articular Artery","NCIT:C32180","class"
"http://purl.obolibrary.org/obo/NCIT_C32773","ncit","NCIT","NCIT_C32773","A blood vessel arising from the popliteal artery that supplies blood to the head of the fibula and the front of the knee joint.","Inferior External Articular Artery","NCIT:C32773","class"
"http://purl.obolibrary.org/obo/NCIT_C32778","ncit","NCIT","NCIT_C32778","A blood vessel arising from the popliteal artery that supplies blood to the head of the tibia and the knee joint.","Inferior Internal Articular Artery","NCIT:C32778","class"
"http://purl.obolibrary.org/obo/NCIT_C33673","ncit","NCIT","NCIT_C33673","A blood vessel arising from the popliteal artery that divides into deep and superficial branches. The deep branch supplies blood to the lower portion of the femur and knee joint while the superficial branch supplies the vastus externus.","Superior External Articular Artery","NCIT:C33673","class"
"http://purl.obolibrary.org/obo/NCIT_C33681","ncit","NCIT","NCIT_C33681","A blood vessel arising from the popliteal artery that supplies blood to the hamstring muscles.","Superior Internal Articular Artery","NCIT:C33681","class"
"http://purl.obolibrary.org/obo/NCIT_C52734","ncit","NCIT","NCIT_C52734","One of four or five arteries within the calf muscle that arises from the popliteal artery.","Sural Artery","NCIT:C52734","class"
"http://purl.obolibrary.org/obo/NCIT_C33385","ncit","NCIT","NCIT_C33385","Any artery arising from the posterior tibial artery.","Posterior Tibial Artery Branch","NCIT:C33385","class"
"http://purl.obolibrary.org/obo/NCIT_C32835","ncit","NCIT","NCIT_C32835","One of many blood vessels arising from the posterior tibial artery supplying the fat and integument of the heel and Achilles tendon as well as the muscles on the inner side of the sole.","Internal Calcanean Artery","NCIT:C32835","class"
"http://purl.obolibrary.org/obo/NCIT_C33314","ncit","NCIT","NCIT_C33314","An artery arising from the posterior tibial artery that supplies the muscles on the lateral side of the lower leg.","Peroneal Artery","NCIT:C33314","class"
"http://purl.obolibrary.org/obo/NCIT_C33643","ncit","NCIT","NCIT_C33643","An artery located below the clavicle that supplies blood to the head and the arms. The right subclavian artery originates from the brachiocephalic artery and the left subclavian artery originates from the aortic arch.","Subclavian Artery","NCIT:C33643","class"
"http://purl.obolibrary.org/obo/NCIT_C33427","ncit","NCIT","NCIT_C33427","Any artery arising from the pulmonary artery.","Pulmonary Artery Branch","NCIT:C33427","class"
"http://purl.obolibrary.org/obo/NCIT_C33686","ncit","NCIT","NCIT_C33686","Any artery arising from the superior mesenteric artery.","Superior Mesenteric Artery Branch","NCIT:C33686","class"
"http://purl.obolibrary.org/obo/NCIT_C32760","ncit","NCIT","NCIT_C32760","A branch of the superior mesenteric artery that supplies blood to the terminal ileum and ascending colon.","Ileo-Colic Artery","NCIT:C32760","class"
"http://purl.obolibrary.org/obo/NCIT_C52992","ncit","NCIT","NCIT_C52992","Either of two arteries including the inferior and superior pancreatico-duodenal arteries that supply the pancreas and duodenum.","Pancreatico-Duodenal Artery","NCIT:C52992","class"
"http://purl.obolibrary.org/obo/NCIT_C32786","ncit","NCIT","NCIT_C32786","A blood vessel arising from the superior mesenteric artery and connecting to the superior pancreatico-duodenal artery that supplies blood to the pancreas and duodenum.","Inferior Pancreatico-Duodenal Artery","NCIT:C32786","class"
"http://purl.obolibrary.org/obo/NCIT_C52742","ncit","NCIT","NCIT_C52742","An artery arising from the gastroduodenal artery that supplies the common bile duct, duodenum, and the head of the pancreas.","Superior Pancreatico-Duodenal Artery","NCIT:C52742","class"
"http://purl.obolibrary.org/obo/NCIT_C33826","ncit","NCIT","NCIT_C33826","Any artery arising from the ulnar artery.","Ulnar Artery Branch","NCIT:C33826","class"
"http://purl.obolibrary.org/obo/NCIT_C32441","ncit","NCIT","NCIT_C32441","An arched blood vessel arising from the terminal portion of the radial artery and the ulnar artery located on the bases of the metacarpal bones.","Deep Palmar Artery","NCIT:C32441","class"
"http://purl.obolibrary.org/obo/NCIT_C32864","ncit","NCIT","NCIT_C32864","Either of three arteries including the common interosseous artery which arises from the ulnar artery and bifurcates into the anterior and posterior interosseous arteries.","Interosseous Artery","NCIT:C32864","class"
"http://purl.obolibrary.org/obo/NCIT_C33350","ncit","NCIT","NCIT_C33350","Either of two arteries that arise from the ulnar artery or the radial artery that anastomose to form the posterior carpal arch of the hand.","Posterior Carpal Artery","NCIT:C33350","class"
"http://purl.obolibrary.org/obo/NCIT_C33665","ncit","NCIT","NCIT_C33665","An arterial anastomosis in the palm of the hand, located distal to the deep palmar arch, and fed mainly by the ulnar artery, providing the principal blood supply to the common and proper digital arteries.","Superficial Palmar Arch","NCIT:C33665","class"
"http://purl.obolibrary.org/obo/NCIT_C33592","ncit","NCIT","NCIT_C33592","An artery that originates from the radial artery and supplies the functional zone of the endometrium.","Spiral Artery of the Endometrium","NCIT:C33592","class"
"http://purl.obolibrary.org/obo/NCIT_C33767","ncit","NCIT","NCIT_C33767","Any artery arising from the thoracic aorta.","Thoracic Aorta Branch","NCIT:C33767","class"
"http://purl.obolibrary.org/obo/NCIT_C32230","ncit","NCIT","NCIT_C32230","Two series of blood vessels that supply the lungs with nutrients. The right side bronchial arteries arise from the first aortic intercostal while the left side arises from thoracic aorta.","Bronchial Artery","NCIT:C32230","class"
"http://purl.obolibrary.org/obo/NCIT_C32535","ncit","NCIT","NCIT_C32535","Any of several arteries that arise from the aorta and supply blood to the esophagus.","Esophageal Artery","NCIT:C32535","class"
"http://purl.obolibrary.org/obo/NCIT_C32821","ncit","NCIT","NCIT_C32821","The nine paired arteries arising from the aorta that supply the intercostal spaces (area between the ribs).","Intercostal Artery","NCIT:C32821","class"
"http://purl.obolibrary.org/obo/NCIT_C33296","ncit","NCIT","NCIT_C33296","The small arteries arising from the thoracic aorta that supply the pericardium.","Pericardiac Artery","NCIT:C33296","class"
"http://purl.obolibrary.org/obo/NCIT_C33367","ncit","NCIT","NCIT_C33367","The many arteries arising from the thoracic aorta that supply the lymph nodes and pleura of the posterior mediastinum.","Posterior Mediastinal Artery","NCIT:C33367","class"
"http://purl.obolibrary.org/obo/NCIT_C53000","ncit","NCIT","NCIT_C53000","An artery arising from the thoracic aorta that runs along the bottom of the twelfth rib.","Subcostal Artery","NCIT:C53000","class"
"http://purl.obolibrary.org/obo/NCIT_C34205","ncit","NCIT","NCIT_C34205","A terminal branch of the external carotid artery running from the ramus of the jaw to the pterygopalatine fossa with numerous branches supplying the deep structures of the face.","Maxillary Artery","NCIT:C34205","class"
"http://purl.obolibrary.org/obo/NCIT_C53052","ncit","NCIT","NCIT_C53052","An artery arising from the maxillary artery that supplies the deep surface of the masseter muscle.","Masseteric Artery","NCIT:C53052","class"
"http://purl.obolibrary.org/obo/NCIT_C52847","ncit","NCIT","NCIT_C52847","A small blood vessel between the internal pterygoid and the ramus of the jaw, which runs obliquely forward toward the outer surface of the buccinator.","Buccal Artery","NCIT:C52847","class"
"http://purl.obolibrary.org/obo/NCIT_C52848","ncit","NCIT","NCIT_C52848","A branch of the maxillary artery that is found in the gingiva, premolars, and molars.","Alveolar Artery","NCIT:C52848","class"
"http://purl.obolibrary.org/obo/NCIT_C52849","ncit","NCIT","NCIT_C52849","An artery that supplies oxygenated blood to the ear.","Auricular Artery","NCIT:C52849","class"
"http://purl.obolibrary.org/obo/NCIT_C52850","ncit","NCIT","NCIT_C52850","A blood vessel that supplies blood to the muscles of the neck.","Cervical Artery","NCIT:C52850","class"
"http://purl.obolibrary.org/obo/NCIT_C53005","ncit","NCIT","NCIT_C53005","An artery arising from the thyrocervical trunk with branches that supply the trapezius muscles as well as some muscles and glands in the neck.","Superficial Cervical Artery","NCIT:C53005","class"
"http://purl.obolibrary.org/obo/NCIT_C49775","ncit","NCIT","NCIT_C49775","The arteries branching from the splenic artery within the trabeculae of the spleen.","Splenic Trabecular Artery","NCIT:C49775","class"
"http://purl.obolibrary.org/obo/NCIT_C52685","ncit","NCIT","NCIT_C52685","A blood vessel arising from the anterior side of the internal iliac artery that supplies the base of the bladder, prostate gland and seminal vesicles.","Inferior Vesical Artery","NCIT:C52685","class"
"http://purl.obolibrary.org/obo/NCIT_C52686","ncit","NCIT","NCIT_C52686","A blood vessel arising from the internal iliac artery that runs along the bladder with branches supplying the bladder.","Superior Vesical Artery","NCIT:C52686","class"
"http://purl.obolibrary.org/obo/NCIT_C52855","ncit","NCIT","NCIT_C52855","One of two vessels (anterior or posterior) carrying oxygenated blood to areas in the cranium, sinuses and nasal regions.","Ethmoidal Artery","NCIT:C52855","class"
"http://purl.obolibrary.org/obo/NCIT_C52856","ncit","NCIT","NCIT_C52856","A blood vessel also known as the supratrochlear artery that arises from the ophthalmic artery and ascends on the forehead.","Frontal Artery","NCIT:C52856","class"
"http://purl.obolibrary.org/obo/NCIT_C52857","ncit","NCIT","NCIT_C52857","One of two (right and left) arteries along the greater curvature of the stomach that supply blood to the greater omentum and stomach.","Gastroepiploic Artery","NCIT:C52857","class"
"http://purl.obolibrary.org/obo/NCIT_C52938","ncit","NCIT","NCIT_C52938","An artery arising from the internal pudendal artery that supplies the lower portion of the rectum and anastomoses with the superior and middle hemorrhoidal arteries.","Inferior Rectal Artery","NCIT:C52938","class"
"http://purl.obolibrary.org/obo/NCIT_C52940","ncit","NCIT","NCIT_C52940","An artery arising from the third portion of the maxillary artery at the trunk and running along the infraorbital canal with the superior maxillary nerve to supply the inferior rectus and inferior oblique muscles, lacrimal gland, the upper teeth, and parts of the nose and orbit.","Infraorbital Artery","NCIT:C52940","class"
"http://purl.obolibrary.org/obo/NCIT_C52941","ncit","NCIT","NCIT_C52941","The blood vessel that supplies the breast and the anterior chest wall with arterial blood. It is located in the chest wall.","Internal Mammary Artery","NCIT:C52941","class"
"http://purl.obolibrary.org/obo/NCIT_C52947","ncit","NCIT","NCIT_C52947","Either of two arteries (inferior or superior) that supply the lips.","Labial Artery","NCIT:C52947","class"
"http://purl.obolibrary.org/obo/NCIT_C52948","ncit","NCIT","NCIT_C52948","An artery originating from the ophthalmic artery with many branches that supply numerous areas including the lacrimal gland, eyelids and forehead.","Lacrimal Artery","NCIT:C52948","class"
"http://purl.obolibrary.org/obo/NCIT_C52951","ncit","NCIT","NCIT_C52951","An artery arising from the axillary artery that supplies the mammary gland and chest muscles.","Lateral Thoracic Artery","NCIT:C52951","class"
"http://purl.obolibrary.org/obo/NCIT_C52968","ncit","NCIT","NCIT_C52968","One of the terminal branches of the posterior tibial artery that runs along the inside of the foot to supply the muscles of the sole.","Medial Plantar Artery","NCIT:C52968","class"
"http://purl.obolibrary.org/obo/NCIT_C52969","ncit","NCIT","NCIT_C52969","Either of two arteries that arise from the dorsalis pedis artery that supply the inner margin of the foot.","Medial Tarsal Artery","NCIT:C52969","class"
"http://purl.obolibrary.org/obo/NCIT_C52970","ncit","NCIT","NCIT_C52970","An artery arising from the anterior interosseous artery in the forearm that runs parallel to the median nerve and supplies the palm of the hand.","Median Artery","NCIT:C52970","class"
"http://purl.obolibrary.org/obo/NCIT_C52973","ncit","NCIT","NCIT_C52973","The terminal branch of the inferior alveolar artery that supplies the chin.","Mental Artery","NCIT:C52973","class"
"http://purl.obolibrary.org/obo/NCIT_C52980","ncit","NCIT","NCIT_C52980","One of the four blood vessels arising from the dorsal carpal arch that runs down the posterior side of the second, third, and fourth interosseous muscles of the hand.","Dorsal Metacarpal Artery","NCIT:C52980","class"
"http://purl.obolibrary.org/obo/NCIT_C52981","ncit","NCIT","NCIT_C52981","An artery arising from the superior mesenteric artery that supplies the transverse colon.","Middle Colic Artery","NCIT:C52981","class"
"http://purl.obolibrary.org/obo/NCIT_C52983","ncit","NCIT","NCIT_C52983","A vessel arising from the ophthalmic artery that supplies the skin of the root of the nose with oxygenated blood.","Dorsal Nasal Artery","NCIT:C52983","class"
"http://purl.obolibrary.org/obo/NCIT_C52994","ncit","NCIT","NCIT_C52994","An artery arising from the internal pudendal artery that supplies the bulbocavernosus and ischiocavernosus muscles of the perineum.","Perineal Artery","NCIT:C52994","class"
"http://purl.obolibrary.org/obo/NCIT_C52997","ncit","NCIT","NCIT_C52997","An artery arising from the ophthalmic artery that supplies the retina.","Retinal Artery","NCIT:C52997","class"
"http://purl.obolibrary.org/obo/NCIT_C53002","ncit","NCIT","NCIT_C53002","An artery arising from the lingual artery that supplies the sublingual gland and surrounding muscles as well as the mucous membranes of the mouth and gums.","Sublingual Artery","NCIT:C53002","class"
"http://purl.obolibrary.org/obo/NCIT_C53018","ncit","NCIT","NCIT_C53018","An artery arising from the subscapular artery that supplies the muscles in the upper back.","Thoracodorsal Artery","NCIT:C53018","class"
"http://purl.obolibrary.org/obo/NCIT_C53020","ncit","NCIT","NCIT_C53020","A short arterial segment arising from the first segment of the subclavian artery that branches to form the inferior and superior thyroid arteries.","Thyroid Artery","NCIT:C53020","class"
"http://purl.obolibrary.org/obo/NCIT_C53022","ncit","NCIT","NCIT_C53022","One of the three branches of the thyroid axis that supplies the thyroid gland and branches to form the ascending cervical, esophageal, inferior laryngeal, muscular and tracheal arteries.","Inferior Thyroid Artery","NCIT:C53022","class"
"http://purl.obolibrary.org/obo/NCIT_C53025","ncit","NCIT","NCIT_C53025","An artery arising from the superficial temporal artery that supplies the masseter muscle and corresponding skin as well as the parotid duct and parotid gland.","Transverse Facial Artery","NCIT:C53025","class"
"http://purl.obolibrary.org/obo/NCIT_C12672","ncit","NCIT","NCIT_C12672","A small, terminal branch in the arterial system. Arterioles often connect to capillaries.","Arteriole","NCIT:C12672","class"
"http://purl.obolibrary.org/obo/NCIT_C12814","ncit","NCIT","NCIT_C12814","A blood vessel that carries blood toward the heart.","Vein","NCIT:C12814","class"
"http://purl.obolibrary.org/obo/NCIT_C12716","ncit","NCIT","NCIT_C12716","A vein that starts within the inguinal region and extends to the lower extremities.","Femoral Vein","NCIT:C12716","class"
"http://purl.obolibrary.org/obo/NCIT_C154771","ncit","NCIT","NCIT_C154771","A vein that accompanies the common femoral artery and is formed by the confluence of the femoral vein and the deep femoral vein.","Common Femoral Vein","NCIT:C154771","class"
"http://purl.obolibrary.org/obo/NCIT_C154776","ncit","NCIT","NCIT_C154776","A vein located in the upper thigh that connects, through tributaries, to the popliteal and inferior gluteal veins, and joins the superficial femoral vein at the groin to form the common femoral vein.","Deep Femoral Vein","NCIT:C154776","class"
"http://purl.obolibrary.org/obo/NCIT_C52688","ncit","NCIT","NCIT_C52688","A circumflex femoral vein that accompanies the medial circumflex femoral artery.","Medial Circumflex Femoral Vein","NCIT:C52688","class"
"http://purl.obolibrary.org/obo/NCIT_C12734","ncit","NCIT","NCIT_C12734","Any of the three veins including the common, external and internal iliac veins.","Iliac Vein","NCIT:C12734","class"
"http://purl.obolibrary.org/obo/NCIT_C32359","ncit","NCIT","NCIT_C32359","A blood vessel containing deoxygenated blood formed by the joining of the internal and external iliac veins at the pelvic brim that runs upward behind the internal iliac artery to the right side of the fifth lumbar vertebra where it joins with its counterpart from the opposite side of the body to form the inferior vena cava.","Common Iliac Vein","NCIT:C32359","class"
