query,stage,method,match1,match1_score,match1_source,match2,match2_score,match2_source,match3,match3_score,match3_source,match4,match4_score,match4_source,match5,match5_score,match5_source
DIAGNOSIS_CANCER_LOC_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
DIAGNOSIS_CANCER_LOC_PLEURAL_EFFUSION,stage2,semantic,cancer_type,0.5141,cancer diagnosis,cancer_type_details,0.412,cancer description,cancer_subtype,0.4085,cancer type detailed,age_at_diagnosis,0.3712,age at cancer diagnosis,cancer_status,0.3587,
DIAGNOSIS_CANCER_LOC_SKIN,stage2,semantic,cancer_type,0.6346,cancer diagnosis,cancer_type_details,0.5406,tumor description,cancer_status,0.536,tumor status,sample_type,0.536,tumor status,cancer_subtype,0.5314,tumor classification
DISEASE,stage1,std_exact,disease,1.0,,,,,,,,,,,,,
DISEASE_CODE,stage1,alias_exact,cancer_type,1.0,disease_code,disease,1.0,disease_code,oncotree_code,1.0,disease_code,,,,,,
DISEASE_EXTENT,stage3,ontology,cancer_type,1.0,DISEASE_EXTENT,disease,1.0,DISEASE_EXTENT,cancer_type_details,1.0,DISEASE_EXTENT,,,,,,
DISEASE_MULTIFOCAL_INDICATOR,stage2,semantic,cancer_status,0.566,disease status,sample_type,0.566,disease status,cancer_type_details,0.5299,diagnosis description,disease,0.5223,disease classification,cancer_type,0.5037,primary diagnosis
DISEASE_ONTOLOGY,stage3,ontology,cancer_type,1.0,DISEASE_ONTOLOGY,disease,1.0,DISEASE_ONTOLOGY,cancer_type_details,1.0,DISEASE_ONTOLOGY,,,,,,
DMETS_DX_FEMALE_GENITAL,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
DMETS_DX_MALE_GENITAL,stage3,value_std,sex,1.0,MALE,,,,,,,,,,,,
DMETS_DX_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
DOMINANT_HISTOLOGICAL_SUBTYPE,stage2,semantic,cancer_subtype,0.815,histological subtype,cancer_type,0.6725,histological type,target_condition,0.5081,primary phenotype,cancer_subtype_ontology_term_id,0.3931,,cancer_type_details,0.3838,
DOPAMINE,stage2,semantic,treatment_name,0.5134,drug,treatment_reason,0.4062,therapy intent,treatment_type,0.3766,therapy modality,sex,0.3731,,disease,0.3499,
DOSE_MG_DAY_STEROID_DURING_PD1,stage2,numeric,treatment_dose,0.6951,daily_dose,treatment_number,0.3854,,treatment_start,0.3244,,treatment_frequency,0.302,,treatment_duration,0.2905,
DOSE_MG_DAY_STEROID_PD1_START,stage2,numeric,treatment_dose,0.6908,daily_dose,treatment_duration,0.4657,days_to_treatment,treatment_start,0.4636,,treatment_number,0.3912,,treatment_frequency,0.2632,
DOSE_OF_PEMBROLIZUMAB_PER_INJECTION (MG/KG),stage2,semantic,treatment_dose,0.6163,medication dose,treatment_frequency,0.5187,doses per day,treatment_dose_unit,0.5031,,treatment_number,0.3648,,treatment_number_unit,0.3252,
DOSE_OF_RE-IRRADIATION,stage2,semantic,treatment_dose,0.6476,,treatment_frequency,0.6373,dose frequency,treatment_dose_unit,0.6275,,treatment_name,0.6041,radiation,treatment_number,0.5654,dose number
DOT_MONTHS,stage2,numeric,treatment_duration,0.5148,therapy_period,treatment_number,0.3654,cycle,treatment_frequency,0.3322,,age_at_procurement,0.2266,,age_at_procurement_min,0.2014,
DRUG,stage1,alias_exact,treatment_name,1.0,drug,,,,,,,,,,,,
DRUG_AND_DOSE_STEROID_DURING_PD1,stage3,ontology,treatment_name,1.0,DRUG_AND_DOSE_STEROID_DURING_PD1,,,,,,,,,,,,
DRUG_LAST_ADMIN,stage2,semantic,treatment_name,0.5364,drug name,treatment_dose,0.4859,drug amount,treatment_end,0.467,last treatment date,treatment_type,0.4441,drug class,treatment_group,0.3291,
DRUG_START,stage2,numeric,treatment_start,0.8253,,treatment_dose,0.5513,drug_amount,treatment_end,0.5402,,treatment_duration,0.3586,,treatment_number,0.315,treatment_line
DRUG_TYPE,stage2,semantic,treatment_name,0.7204,drug,treatment_type,0.6984,drug class,cancer_type,0.5739,,specimen_type,0.4677,,cancer_type_details,0.458,
DSS_STATUS,stage3,value_std,vital_status,1.0,0:ALIVE OR DEAD TUMOR FREE,,,,,,,,,,,,
DURATION_OF_INDUCTION_TREATMENT,stage2,numeric,treatment_duration,0.8506,duration_of_treatment,treatment_frequency,0.6451,,treatment_start,0.6244,,treatment_end,0.5792,,treatment_dose,0.4597,
DURATION_OF_THERAPY_DAYS,stage2,numeric,treatment_duration,1.037,therapy_duration,treatment_frequency,0.7162,,treatment_end,0.6153,,treatment_start,0.5796,,treatment_dose,0.517,
DURATION_OF_THERAPY_WEEKS,stage2,numeric,treatment_duration,1.0011,therapy_duration,treatment_frequency,0.6934,,treatment_end,0.6111,,treatment_start,0.5892,,treatment_dose,0.4891,
DX_AT_INCLUSION,stage3,ontology,cancer_type,1.0,DX_AT_INCLUSION,disease,1.0,DX_AT_INCLUSION,cancer_type_details,1.0,DX_AT_INCLUSION,,,,,,
DX_ORG_INST,stage3,ontology,cancer_type,1.0,DX_ORG_INST,disease,1.0,DX_ORG_INST,cancer_type_details,1.0,DX_ORG_INST,,,,,,
DX_TYPE,stage3,value_std,treatment_type,1.0,EXCISION,,,,,,,,,,,,
ENDOCRINE_THERAPY,stage3,ontology,treatment_name,1.0,ENDOCRINE_THERAPY,,,,,,,,,,,,
EPINEPHRINE,stage2,semantic,treatment_name,0.4601,medication,treatment_type,0.3487,drug class,body_site,0.3355,organ,treatment_end,0.288,,treatment_end_unit,0.2634,
ESOPHAGEAL_TUMOR_LOCATION_CENTERED,stage2,semantic,body_site,0.6397,tumor location,sample_type,0.4935,tumor tissue site,cancer_type_details,0.4765,tumor description,cancer_status,0.4717,tumor presence,cancer_type,0.4453,tumor diagnosis
ESOPHAGEAL_TUMOR_LOCATION_INVOLVED,stage2,semantic,body_site,0.6219,tumor location,cancer_type_details,0.5024,tumor description,cancer_status,0.4833,tumor presence,sample_type,0.4721,tumor tissue site,cancer_type,0.4549,tumor diagnosis
ETHNICITY,stage1,alias_exact,ancestry,1.0,ethnicity,,,,,,,,,,,,
ETHNICITY_SELF_IDENTIFY,stage3,value_std,ancestry_details,1.0,ASIAN/FILIPINO,,,,,,,,,,,,
EXTRANODAL_DISEASE,stage2,semantic,cancer_status,0.5857,residual disease,disease,0.5462,,cancer_type_details,0.4969,extended diagnosis,cancer_type,0.4721,diagnosis,disease_ontology_term_id,0.3699,
FAMILY_HISTORY_TESTICULAR_CANCER,stage3,value_std,sex,1.0,MALE,,,,,,,,,,,,
FIFTH_LINE,stage3,ontology,treatment_name,1.0,FIFTH_LINE,,,,,,,,,,,,
FIRST_LINE_MET_TX,stage2,semantic,treatment_number,0.4756,line number,age_at_metastasis,0.3386,age first met,treatment_notes,0.2813,notes,sampleId,0.2809,sample code,treatment_status,0.2694,sequential
FIRST_LINE_THERAPY,stage3,ontology,treatment_name,1.0,FIRST_LINE_THERAPY,,,,,,,,,,,,
FIRST_LINE_TREATMENT,stage2,semantic,treatment_number,0.8143,treatment line,treatment_start,0.6576,,treatment_start_unit,0.5945,,treatment_name,0.5538,treatment,treatment_notes,0.5335,treatment details
FIRST_SURGICAL_PROCEDURE_OTHER,stage3,value_std,treatment_type,0.8333,Mastectomy,,,,,,,,,,,,
FIRST_THERAPY,stage3,value_std,treatment_type,0.8,Immunotherapy,,,,,,,,,,,,
FIRSTLINE_CHEMO_GROUP,stage2,semantic,treatment_group,0.4569,,treatment_name,0.4522,chemotherapy,treatment_number,0.4111,treatment line,cancer_type,0.3509,,oncotree_code,0.3483,cancer type code
FOLIC_ACID_TX,stage2,semantic,treatment_name,0.3047,drug name,patientId,0.2822,patid,treatment_dose,0.2573,prescribed dose,cancer_type,0.2132,,treatment_no,0.2065,
FORMULATION,stage2,semantic,treatment_name,0.5121,compound,specimen_type,0.5033,sample material,treatment_reason,0.3939,treatment phase,target_condition,0.3709,condition,disease,0.3709,condition
FOURTH_LINE,stage3,value_std,treatment_type,1.0,Everolimus,,,,,,,,,,,,
GASTRIC_CLASSIFICATION,stage3,ontology,cancer_type,1.0,GASTRIC_CLASSIFICATION,disease,1.0,GASTRIC_CLASSIFICATION,cancer_type_details,1.0,GASTRIC_CLASSIFICATION,,,,,,
GENDER,stage1,alias_exact,sex,1.0,gender,,,,,,,,,,,,
GYN_DIAGNOSIS_CHEMO_INTENT_DESCRIPTION,stage3,value_std,treatment_status,1.0,Primary,,,,,,,,,,,,
GYN_DIAGNOSIS_HISTOLOGY,stage2,semantic,cancer_type,0.708,histology,cancer_type_details,0.6999,histology details,cancer_subtype,0.6415,histology subtype,disease,0.5623,clinical diagnosis,age_at_diagnosis,0.5379,years to birth diagnosis
HAD_SURGERY,stage2,semantic,treatment_name,0.7472,surgery,treatment_notes,0.5385,treatment details,disease,0.4862,diagnosis,cancer_type,0.4862,diagnosis,treatment_no,0.4788,
HEPATECTOMY,stage3,value_std,treatment_type,1.0,Partial hepatectomy,,,,,,,,,,,,
HER2_VITAL_STATUS,stage2,semantic,vital_status,0.6168,,cancer_status,0.4338,patient status,vital_status_ontology_term_id,0.4166,,patientId,0.3777,patient uuid,age_at_death_max,0.2754,
HISPANIC,stage2,semantic,ancestry,0.6961,ethnicity,ancestry_details,0.5931,ethnicity details,country,0.5726,nationality,location,0.303,,age_group,0.2848,
HIST_SUBTYPE1,stage3,ontology,cancer_type,1.0,HIST_SUBTYPE1,disease,1.0,HIST_SUBTYPE1,cancer_type_details,1.0,HIST_SUBTYPE1,,,,,,
HIST_SUBTYPE2,stage3,ontology,cancer_type,0.9091,HIST_SUBTYPE2,disease,0.9091,HIST_SUBTYPE2,cancer_type_details,0.9091,HIST_SUBTYPE2,,,,,,
HISTOLOGICAL_DIAGNOSIS,stage3,ontology,cancer_type,1.0,HISTOLOGICAL_DIAGNOSIS,disease,1.0,HISTOLOGICAL_DIAGNOSIS,cancer_type_details,1.0,HISTOLOGICAL_DIAGNOSIS,,,,,,
HISTOLOGICAL_SUBTYPE,stage1,alias_exact,cancer_subtype,1.0,histological_subtype,,,,,,,,,,,,
HISTOLOGICAL_TYPE,stage1,alias_exact,cancer_type,1.0,histological_type,,,,,,,,,,,,
HISTOLOGY_DIAGNOSIS,stage3,ontology,cancer_type,1.0,HISTOLOGY_DIAGNOSIS,disease,1.0,HISTOLOGY_DIAGNOSIS,cancer_type_details,1.0,HISTOLOGY_DIAGNOSIS,,,,,,
HISTOLOGY_SUBTYPE,stage1,alias_exact,cancer_subtype,1.0,histology_subtype,,,,,,,,,,,,
HISTORY_HORMONAL_CONTRACEPTIVES_USE,stage2,semantic,sex,0.3167,sex assigned at birth,study_design,0.2693,cohort type,treatment_dose,0.2652,prescribed dose,treatment_name,0.264,pharmaceutical,treatment_start,0.2604,first treatment date
HISTORY_IMMUNOSUPPRESIVE_DX,stage3,ontology,treatment_name,1.0,HISTORY_IMMUNOSUPPRESIVE_DX,,,,,,,,,,,,
HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER,stage3,ontology,treatment_name,1.0,HISTORY_IMMUNOSUPPRESSIVE_TX_OTHER,,,,,,,,,,,,
HISTORY_IONIZING_RT_TO_HEAD,stage2,semantic,treatment_group,0.2851,study arm,ancestry,0.2668,ancestral background,ancestry_details,0.2642,ancestral details,patientId,0.2321,pt id,treatment_dose_unit,0.2187,
HISTORY_MENOPAUSAL_HORMONE_THERAPY,stage2,semantic,treatment_number,0.4413,therapy cycle,treatment_duration,0.4231,therapy period,treatment_name,0.4135,pharmaceutical therapy,treatment_frequency,0.3962,treatment regimen,treatment_reason,0.3953,therapy phase
HISTORY_NEOADJUVANT_MEDICATION,stage2,semantic,treatment_name,0.5572,medication name,cancer_status,0.4829,neoplasm status,treatment_dose,0.4633,prescribed dose,treatment_type,0.4305,,treatment_notes,0.3892,
HISTORY_NEOADJUVANT_STEROID_TX,stage2,semantic,cancer_status,0.4225,neoplasm status,cancer_type,0.4013,neoplasm type,sample_type,0.4013,neoplasm type,treatment_name,0.373,,treatment_dose,0.361,prescribed dose
HISTORY_NEOADJUVANT_TRTYN,stage2,semantic,cancer_type,0.3936,neoplasm type,sample_type,0.3936,neoplasm type,cancer_status,0.3592,neoplasm status,treatment_name,0.3469,regimen,ancestry,0.3271,ancestral background
HISTORY_NEOADJUVANT_TX_TYPE,stage3,value_std,treatment_type,1.0,Chemotherapy,,,,,,,,,,,,
HISTORY_OF_UNDESCENDED_TESTIS,stage3,value_std,sex,1.0,MALE,,,,,,,,,,,,
HISTORY_REFLUX_DISEASE_TREATMENT,stage2,semantic,treatment_name,0.479,treatment,treatment_notes,0.4445,treatment details,treatment_frequency,0.4283,treatment regimen,treatment_type,0.4213,,treatment_reason,0.3997,reason for treatment
HORMONE_THERAPY,stage2,semantic,treatment_name,0.5698,drug therapy,treatment_reason,0.5171,therapy phase,treatment_number,0.515,therapy cycle,treatment_type,0.4814,therapy type,treatment_no,0.4205,
HYPERTENSION_DIAGNOSIS,stage2,semantic,disease,0.4914,clinical diagnosis,cancer_type,0.4496,diagnosis,cancer_type_details,0.445,diagnosis details,target_condition,0.3675,clinical indication,age_at_diagnosis,0.2882,
HYSTERECTOMY_TYPE,stage3,value_std,treatment_type,1.0,Simple Hysterectomy,,,,,,,,,,,,
ICI,stage3,ontology,treatment_name,1.0,ICI,,,,,,,,,,,,
IFN_TX_90_DAYS_PRIOR_TO_RESECTION,stage2,semantic,age_at_procurement,0.4307,age at resection,treatment_duration,0.3775,days to treatment,treatment_start,0.3775,days to treatment,treatment_end,0.3584,days to treatment end,treatment_duration_unit,0.3103,
IHC_SUBTYPE,stage2,semantic,cancer_subtype,0.6435,subtype,cancer_subtype_ontology_term_id,0.3998,,sample_type_ontology_term_id,0.3375,,sample_type,0.3197,,cancer_type,0.3142,
IMMUNE_TREATMENT,stage3,ontology,treatment_name,1.0,IMMUNE_TREATMENT,,,,,,,,,,,,
IMMUNOSUPPRESSION,stage2,semantic,treatment_name,0.7665,immunotherapy,target_condition,0.3379,target disease,treatment_reason,0.3353,treatment indication,treatment_notes,0.3349,treatment description,disease,0.3293,clinical condition
IMMUNOTHERAPY,stage1,alias_exact,treatment_name,1.0,immunotherapy,,,,,,,,,,,,
INCIDENTAL_PROSTATE_CANCER,stage3,value_std,sex,1.0,MALE,,,,,,,,,,,,
INDUCTION,stage3,ontology,treatment_name,1.0,INDUCTION,,,,,,,,,,,,
INFERRED_ETHNICITY,stage2,semantic,ancestry_details,0.8264,detailed ethnicity,ancestry,0.778,ethnicity,country,0.6052,nationality,ancestry_details_ontology_term_id,0.4092,,ancestry_ontology_term_id,0.402,
INITIAL_DIAGNOSIS_OF_RECURRENT_TUMORS,stage3,ontology,cancer_type,1.0,INITIAL_DIAGNOSIS_OF_RECURRENT_TUMORS,disease,1.0,INITIAL_DIAGNOSIS_OF_RECURRENT_TUMORS,cancer_type_details,1.0,INITIAL_DIAGNOSIS_OF_RECURRENT_TUMORS,,,,,,
INITIAL_DIAGNOSIS_TYPE,stage2,semantic,cancer_type_details,0.7459,diagnosis description,disease,0.7338,diagnosis,cancer_type,0.7338,diagnosis,age_at_diagnosis,0.6476,initial diagnosis age,oncotree_code,0.6449,diagnosis code
INITIAL_RX,stage3,value_std,treatment_type,1.0,whole brain radiation therapy,,,,,,,,,,,,
INITIAL_TREATMENT,stage3,value_std,treatment_type,0.875,Chemotherapy,,,,,,,,,,,,
INTEGRATED_PHENOTYPE,stage2,semantic,target_condition,0.77,phenotype,sex,0.5347,phenotypic sex,cancer_subtype,0.5284,pathological subtype,cancer_subtype_ontology_term_id,0.3753,,cancer_type,0.3501,
INTERFERON_ALPHA,stage2,semantic,disease,0.3482,icd10,patientId,0.2674,patid,sampleId,0.2663,vial id,treatment_name,0.2657,treatment,specimen_type,0.2596,biospecimen type
INTESTINAL_TYPE_SUBCLASS,stage2,semantic,cancer_subtype,0.5758,subtype,cancer_type,0.4803,disease type,disease,0.4803,disease type,cancer_subtype_ontology_term_id,0.401,,cancer_type_details,0.3661,
INTRAVESICAL_TREATMENT,stage2,semantic,treatment_name,0.5331,treatment,treatment_notes,0.5111,treatment details,treatment_status,0.4754,treatment outcome,treatment_end,0.4718,end of treatment,treatment_type,0.4597,
INVASIVE_CARCINOMA_DX_AGE,stage2,numeric,age_at_diagnosis,0.7387,age_at_cancer_diagnosis,age_at_procurement,0.65,surgical_age,age_at_metastasis,0.6397,age_at_distant_metastasis,age_at_metastasis_max,0.6251,,age_at_metastasis_min,0.6119,
IO_DRUG,stage3,ontology,treatment_name,1.0,IO_DRUG,,,,,,,,,,,,
IO_LINE,stage2,numeric,treatment_number,0.5399,line_number,treatment_dose,0.2198,dose_level,treatment_end,0.147,,age_at_death,0.0824,,treatment_start,0.0802,
IO_REGIMEN_MONOTHERAPY_VS_COMBINATION,stage2,semantic,treatment_name,0.5007,treatment regimen,treatment_frequency,0.5007,treatment regimen,treatment_reason,0.4528,therapy phase,treatment_dose,0.4502,therapy dose,treatment_type,0.4402,
IO_THERAPY,stage3,ontology,treatment_name,1.0,IO_THERAPY,,,,,,,,,,,,
IO_TX,stage2,semantic,patientId,0.3799,pt id,treatment_notes,0.3696,miscellaneous,location,0.3309,,disease,0.3201,icd10,cancer_status,0.2982,status
IPCHEMO_FIRST_CRS,stage2,semantic,sampleId,0.2705,aliquot id,patientId,0.2534,pt id,treatment_notes,0.2371,remarks,cancer_status,0.2191,status,treatment_status,0.2191,status
KINASE_INHIBITOR,stage2,semantic,treatment_name,0.4819,pharmaceutical therapy,treatment_no,0.3297,,treatment_group,0.296,,cancer_type,0.2846,,treatment_type,0.2686,
LAST_STATUS,stage3,value_std,vital_status,0.5,ALIVE,sample_type,0.5,"ALIVE, DISTANT METASTASIS",,,,,,,,,
LAUREN_CLASS,stage2,semantic,age_group,0.515,age class,treatment_type,0.4989,drug class,study_design,0.4454,study class,treatment_number,0.3402,course number,cancer_subtype,0.3271,subtype
LFS_STATUS,stage2,semantic,vital_status,0.4377,current status,treatment_status,0.4373,status,cancer_status,0.4373,status,sample_type,0.3298,metastatic status,treatment_status_ontology_term_id,0.2289,
LINEAGE_SUB_SUBTYPE,stage2,semantic,cancer_subtype,0.7201,subtype,ancestry_details,0.583,ancestry subcategory,cancer_subtype_ontology_term_id,0.4873,,ancestry_details_ontology_term_id,0.3837,,ancestry_ontology_term_id,0.3821,
LINEAGE_SUBTYPE,stage3,ontology,cancer_type,1.0,LINEAGE_SUBTYPE,disease,1.0,LINEAGE_SUBTYPE,cancer_type_details,1.0,LINEAGE_SUBTYPE,,,,,,
LINES_OF_TX,stage2,numeric,treatment_number,0.6248,line_number,sample_count,0.1752,n_samples,treatment_end,0.0747,,age_at_death,0.0479,,treatment_dose,0.0376,
LINES_OF_TX_PRIOR_IMPACT,stage2,numeric,treatment_number,0.3597,line_number,treatment_dose,0.1672,cumulative_dose,treatment_duration,0.0865,,treatment_frequency,0.0492,,age_at_death_max,0.0306,
LOCALIZED_TUMOR,stage2,semantic,body_site,0.7895,tumor location,cancer_type_details,0.7234,tumor description,cancer_status,0.7166,tumor presence,cancer_type,0.6616,tumor diagnosis,sample_type,0.6481,tumor status
LOCALIZED_VS_METS_AT_DX,stage2,semantic,age_at_metastasis,0.4984,age at mets,location,0.293,city,country,0.2487,geographic location,disease,0.1956,icd9,ancestry,0.192,heritage
LOCATION,stage1,std_exact,location,1.0,,,,,,,,,,,,,
LOCATION_LUNG_PARENCHYMA,stage2,semantic,body_site,0.4776,tumor location,country,0.3843,geographic location,sample_type,0.3758,tumor tissue site,location,0.3418,geographic location details,location_ontology_term_id,0.2559,
LOCATION_RECURRED,stage3,ontology,body_site,0.8889,LOCATION_RECURRED,,,,,,,,,,,,
MAINTENANCE_TX,stage2,semantic,treatment_status,0.3897,status,cancer_status,0.3897,status,vital_status,0.3441,current status,treatment_notes,0.3012,miscellaneous,location,0.2815,facility
MARGINS_INVOLVED_HYSTERECTOMY,stage2,semantic,treatment_name,0.4448,surgery,body_site,0.3461,anatomic location,age_at_procurement,0.3123,surgical age,sex,0.3044,anatomical sex,cancer_type_details,0.2816,histology details
MCRC_TYPE,stage2,semantic,specimen_type,0.3855,material type,cancer_subtype,0.3853,subtype,oncotree_code,0.3522,tumor type code,cancer_type,0.3355,,sample_type,0.3351,tumor type
MDS_TYPE,stage3,value_std,treatment_status,1.0,PRIMARY,,,,,,,,,,,,
MEDICATION,stage1,alias_exact,treatment_name,1.0,medication,,,,,,,,,,,,
METASTASECTOMY,stage2,numeric,age_at_metastasis,0.6984,metastasis_age,age_at_metastasis_min,0.6021,,age_at_metastasis_max,0.58,,treatment_end,0.2419,,treatment_start,0.2069,
METASTASECTOMY_SITE,stage3,ontology,body_site,1.0,METASTASECTOMY_SITE,,,,,,,,,,,,
METASTATIC_RADIATION_THERAPY,stage2,semantic,sample_type,0.6412,metastatic status,age_at_metastasis,0.561,metastatic age,treatment_name,0.5338,radiation,treatment_dose,0.4657,therapy dose,age_at_metastasis_max,0.4229,
METASTATIC_SITE,stage3,ontology,body_site,1.0,METASTATIC_SITE,,,,,,,,,,,,
METS_SITES_AT_METS_ABST_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
METS_SITES_AT_METS_DX_OVARY,stage3,value_std,sex,1.0,FEMALE,,,,,,,,,,,,
MICROTUBULE_TX,stage2,semantic,sampleId,0.2698,vial id,specimen_type,0.249,material type,location,0.2457,facility,body_site,0.2246,organ site,treatment_name,0.2242,drug name
MONTHS_ON_TREATMENT,stage2,numeric,treatment_duration,0.8556,treatment_period,treatment_start,0.7345,,treatment_frequency,0.7246,,treatment_end,0.6954,,treatment_dose,0.5882,
MORPHOLOGY_SUBTYPE,stage2,semantic,cancer_type,0.824,morphology,cancer_subtype,0.6947,subtype,cancer_subtype_ontology_term_id,0.4301,,specimen_type_ontology_term_id,0.4117,,specimen_type,0.4078,
MOST_RECENT_TREATMENT_DURATION,stage2,numeric,treatment_duration,1.042,,treatment_frequency,0.7873,,treatment_end,0.7227,,treatment_dose,0.5975,,treatment_number,0.5547,
MOST_RECENT_TREATMENT_TYPE,stage3,value_std,treatment_type,1.0,Bone Marrow Transplant,,,,,,,,,,,,
MULTIPLE_TUMOR_LOCATIONS,stage2,semantic,body_site,0.8764,tumor location,sample_type,0.7298,tumor tissue site,cancer_type_details,0.6568,tumor description,cancer_status,0.6433,tumor presence,cancer_type,0.6196,tumor diagnosis
MUTATION_PHENOTYPE,stage2,semantic,target_condition,0.6991,phenotype,cancer_subtype,0.5095,disease subtype,sex,0.4972,phenotypic sex,cancer_type,0.4181,disease type,disease,0.4181,disease type
NEOADJ_CHEMO,stage2,semantic,treatment_name,0.5437,chemotherapy,cancer_status,0.4871,neoplasm status,cancer_type,0.4737,neoplasm type,sample_type,0.4737,neoplasm type,treatment_group,0.3464,
NEOADJ_CHEMOAGENT,stage2,semantic,treatment_name,0.5313,chemotherapy,cancer_status,0.4849,neoplasm status,cancer_type,0.4629,neoplasm type,sample_type,0.4629,neoplasm type,treatment_group,0.3572,
NEOADJ_CHEMOCYCLES,stage2,semantic,treatment_name,0.462,chemotherapy,cancer_status,0.4016,neoplasm status,cancer_type,0.3801,neoplasm type,sample_type,0.3801,neoplasm type,body_site,0.3587,tumor site
NEOADJUVANT,stage2,semantic,cancer_type,0.5033,neoplasm type,sample_type,0.5033,neoplasm type,cancer_status,0.4559,neoplasm status,cancer_subtype,0.4081,neoplasm subtype,treatment_name,0.3777,chemotherapy
NEOADJUVANT_CHEMO,stage2,semantic,treatment_name,0.6633,chemotherapy,cancer_type,0.491,neoplasm type,sample_type,0.491,neoplasm type,cancer_status,0.4836,neoplasm status,cancer_type_details,0.454,cancer type description
NEOADJUVANT_CHEMOTHERAPY,stage2,semantic,treatment_name,0.7545,chemotherapy,cancer_status,0.5228,tumor status,sample_type,0.5228,tumor status,cancer_type,0.5027,malignancy type,cancer_subtype,0.4926,cancer type detailed
NEOADJUVANT_IMMUNOTHERAPY,stage2,semantic,treatment_name,0.7744,immunotherapy,cancer_status,0.4541,neoplasm status,cancer_type,0.444,neoplasm type,sample_type,0.444,neoplasm type,cancer_subtype,0.3675,neoplasm subtype
NEOADJUVANT_TARGETED,stage2,semantic,treatment_name,0.5863,targeted therapy,target_condition,0.5461,target disease,cancer_type,0.4419,neoplasm type,sample_type,0.4419,neoplasm type,cancer_status,0.4013,neoplasm status
NEOADJUVANT_THERAPY,stage2,semantic,treatment_name,0.5706,targeted therapy,treatment_status,0.5059,therapy status,cancer_status,0.4979,neoplasm status,treatment_type,0.4898,therapy type,treatment_dose,0.4896,therapy dose
NEOADJUVANT_TREATMENT_DETAILS,stage2,semantic,cancer_status,0.5564,neoplasm status,treatment_notes,0.5474,treatment details,treatment_name,0.5232,,treatment_status,0.52,treatment status,treatment_reason,0.5068,treatment indication
NEOADJUVANT_XRT,stage2,semantic,cancer_type,0.4731,neoplasm type,sample_type,0.4731,neoplasm type,cancer_status,0.4292,neoplasm status,cancer_subtype,0.3867,neoplasm subtype,cancer_type_details,0.3027,cancer type description
NGS_PRIOR_THERAPY,stage2,semantic,treatment_status,0.538,therapy outcome,treatment_reason,0.5308,therapy objective,treatment_type,0.5227,therapy approach,treatment_name,0.5076,therapy,treatment_end,0.5041,treatment completion
NONINVASIVE_BLADDER_CA_TX_TYPE,stage2,semantic,specimen_type,0.3919,tissue type,sample_type,0.3919,tissue type,treatment_type,0.3587,,cancer_subtype,0.3549,cancer type detailed,cancer_type,0.3505,tumor type
NOREPINEPHRINE,stage2,semantic,treatment_name,0.4607,medication,age_at_death,0.3546,ageatdeath,treatment_no,0.3247,,treatment_type,0.2691,,treatment_name_ontology_term_id,0.2664,
NUCLEOSIDE_TX,stage2,semantic,treatment_name,0.3985,compound,sample_count,0.3883,num samples,treatment_number,0.3381,dose number,patientId,0.3197,pt id,oncotree_code,0.299,tumor type code
NUM_LINES,stage2,numeric,treatment_number,0.6998,line_number,sample_count,0.6123,num_samples,age_at_death,0.1358,,age_at_death_max,0.1244,,age_at_death_min,0.1237,
NUM_LINES_CHEMO,stage2,semantic,sample_count,0.5747,num samples,treatment_number,0.522,line number,treatment_name,0.4085,chemotherapy,oncotree_code,0.3421,cancer type code,sample_type,0.3089,
NUM_LINES_HORMONE,stage2,numeric,treatment_number,0.5012,line_number,sample_count,0.4277,num_samples,treatment_dose,0.2068,,treatment_end,0.1516,,treatment_frequency,0.1312,
NUM_LINES_IMMUNO,stage2,semantic,treatment_name,0.5022,immunotherapy,treatment_number,0.4968,line number,sample_count,0.4608,num samples,cancer_type,0.353,disease code,disease,0.353,disease code
NUM_LINES_IODINE,stage2,numeric,sample_count,0.546,num_samples,treatment_number,0.4553,line_number,treatment_dose,0.1921,,treatment_end,0.1103,,treatment_frequency,0.1077,
NUM_LINES_NTRK,stage2,numeric,treatment_number,0.6424,line_number,sample_count,0.5689,num_samples,age_at_death,0.1173,,treatment_start,0.1101,,age_at_death_min,0.1086,
NUM_LINES_TARGETED,stage2,semantic,sample_count,0.5562,num samples,treatment_number,0.5486,line number,target_condition,0.3201,target disease,treatment_name,0.3155,targeted therapy,body_site,0.2804,topography
NUM_PRIOR_THERAPIES,stage2,semantic,treatment_name,0.4848,targeted therapy,treatment_frequency,0.4763,treatment regimen,treatment_dose,0.4517,therapy dose,treatment_reason,0.4465,therapy objective,treatment_start,0.4404,therapy initiation date
NUMBER_OF_CYCLES_FLUORO-PYRIMIDINE,stage2,numeric,treatment_number,0.5133,number_of_cycles,treatment_frequency,0.329,,treatment_dose,0.2394,,age_at_metastasis_max,0.2233,,treatment_duration,0.2173,
