query,stage,method,match1,match1_score,match1_source,match2,match2_score,match2_source,match3,match3_score,match3_source,match4,match4_score,match4_source,match5,match5_score,match5_source
9_WEEK_MAXIMAL_LESION_DECLINE,stage2,semantic,sample_type,0.5357,lesion type,treatment_duration,0.4467,days to treatment,treatment_start,0.4467,days to treatment,treatment_end,0.4161,last treatment date,age_at_diagnosis,0.3987,age at initial pathologic diagnosis
9_WEEK_MINIMAL_LESION_DECLINE,stage2,semantic,sample_type,0.5613,lesion type,age_at_diagnosis,0.427,age at initial pathologic diagnosis,treatment_duration,0.4114,days to treatment,treatment_start,0.4114,days to treatment,treatment_status,0.4111,treatment outcome
9_WEEK_MIXED_RESPONSE,stage2,semantic,treatment_status,0.4324,treatment response,treatment_duration,0.3772,days to treatment,treatment_start,0.3772,days to treatment,treatment_end,0.3174,days to treatment end,treatment_frequency,0.3115,doses per week
9_WEEK_RECIST_RESPONSE,stage2,semantic,treatment_status,0.4347,treatment response,treatment_duration,0.3869,days to treatment,treatment_start,0.3869,days to treatment,treatment_frequency,0.3526,treatment schedule,treatment_end,0.3438,days to treatment end
BEST_RESPONSE_CATEGORY,stage2,semantic,treatment_status,0.5352,response,sex,0.4763,sex category,studyId,0.4719,data category,ancestry,0.4554,racial category,sample_type,0.4385,sample category
BRAIN_METASTASIS,stage2,semantic,disease_metastasis,0.7493,,age_at_metastasis,0.6299,age metastasis,disease_metastasic_site,0.5874,,sample_type,0.5246,primary metastatic,cancer_type,0.4536,cancer
CTDNA_ERBB2_AT_PROGRESSION,stage2,semantic,oncotree_code,0.3377,tumor type code,cancer_type_details,0.2913,detailed pathology,cancer_type_detailed,0.2883,,cancer_subtype,0.2883,cancer type detailed,age_at_metastasis,0.2875,age at progression metastatic
ESCAPE_LESION,stage2,semantic,sample_type,0.654,lesion type,treatment_name,0.452,surgery,vital_status,0.3953,survival outcome,body_site,0.3846,anatomic location,treatment_status,0.3819,treatment outcome
ESCAPE_LESION_SITE,stage3,ontology,body_site,0.8571,ESCAPE_LESION_SITE,,,,,,,,,,,,
HER2_STATUS,stage2,semantic,treatment_status,0.5424,status,cancer_status,0.5424,status,vital_status,0.4427,current status,sample_type,0.3265,tumor status,body_site,0.2335,
MATCHED_CTDNA_MUTATION_3_WEEK_CHANGE,stage2,semantic,age_at_procurement,0.3466,biopsy age,oncotree_code,0.2898,tumor type code,treatment_start,0.2821,therapy initiation date,age_at_diagnosis,0.2817,initial diagnosis age,treatment_end,0.28,last treatment date
ON_POST_TREATMENT_ERBB2_AMP_BY_WES,stage2,semantic,treatment_name,0.3487,treatment,treatment_notes,0.3393,treatment details,treatment_status,0.3373,,treatment_group,0.3361,treatment arm,treatment_dose,0.3278,
ON_TREATMENT_POST_PROGRESSION_SIMPLIFIED_HER2_STATUS,stage2,semantic,treatment_status,0.4674,,treatment_notes,0.4496,treatment details,treatment_name,0.4231,treatment,treatment_start,0.4226,treatment begin date,treatment_reason,0.4037,therapy phase
POD_6_MONTHS,stage2,semantic,treatment_duration,0.3974,duration,age_at_death,0.3684,years to death,age_group,0.3597,age bin,age_at_procurement,0.315,collection age,treatment_end,0.312,end date
POST_PROGRESSION_SIMPLIFIED_HER2_STATUS,stage2,semantic,treatment_status,0.3293,status,cancer_status,0.3293,status,age_at_metastasis,0.3219,age at progression metastatic,vital_status,0.3208,outcome status,sample_type,0.2844,disease status
PRE_OR_POST_TREATMENT,stage3,value_std,treatment_status,1.0,Post,,,,,,,,,,,,
PRE_TREATMENT_ERBB2_CTDNA,stage2,semantic,treatment_name,0.3562,chemotherapy,treatment_start,0.3246,treatment begin date,treatment_notes,0.3213,treatment details,cancer_status,0.3136,cancer status,oncotree_code,0.3092,tumor type code
PRE_TREATMENT_ERBB2_TUMOR_WES,stage2,semantic,cancer_status,0.4694,tumor status,sample_type,0.4694,tumor status,cancer_type,0.4365,tumor type,treatment_name,0.4325,chemotherapy,cancer_type_details,0.4316,tumor type details
PRE_TREATMENT_HER2_CATEGORY,stage2,semantic,treatment_type,0.5937,treatment category,treatment_notes,0.5032,treatment details,treatment_name,0.5019,,treatment_start,0.4887,,treatment_status,0.4765,
PRE_TREATMENT_PD_L1_CPS_CATEGORY,stage2,semantic,treatment_type,0.5109,treatment category,treatment_group,0.3835,treatment group,treatment_start,0.3799,,treatment_name,0.3765,treatment name,treatment_status,0.3585,
RECEIVED_INDUCTION,stage2,semantic,target_condition,0.3377,primary indication,treatment_status,0.3197,sequential,patientId,0.2961,submitter id,curation_id,0.2961,submitter id,vital_status,0.2874,outcome status
TISSUE_COLLECTION_SITE,stage3,ontology,body_site,1.0,TISSUE_COLLECTION_SITE,,,,,,,,,,,,
TUMOR_MATCHED_CTDNA_RECURRENCE,stage2,semantic,oncotree_code,0.4667,tumor type code,cancer_type,0.4626,tumor diagnosis,cancer_type_details,0.4467,tumor description,cancer_status,0.4431,tumor status,sample_type,0.4431,tumor status
ALCOHOL_HISTORY_DOCUMENTED,stage2,semantic,ancestry_details,0.3621,ancestral details,ancestry,0.3323,ancestral background,specimen_type,0.2957,specimen source,treatment_name,0.2829,drug name,treatment_notes,0.2786,
CLIN_T_STAGE,invalid,stage_column,,,,,,,,,,,,,,,
CLIN_N_STAGE,invalid,stage_column,,,,,,,,,,,,,,,
INSTITUTE,stage2,semantic,location,0.6981,institution,studyId,0.5259,study id,patientId,0.5259,study id,curation_id,0.3272,,country,0.3122,
GENDER,stage1,alias_exact,sex,1.0,gender,,,,,,,,,,,,
STAGE_HIGHEST_RECORDED,invalid,stage_column,,,,,,,,,,,,,,,
ARCHER,stage2,semantic,treatment_name,0.4258,agent,treatment_group,0.4126,arm,vital_status,0.3189,alive,sampleId,0.317,aliquot id,treatment_notes,0.2876,comments
SMOKING_PREDICTIONS_3_CLASSES,stage2,semantic,smoker,0.5218,,treatment_type,0.4971,drug class,cancer_subtype,0.3915,cancer classification,sample_type,0.3849,sample classification,cancer_type,0.3805,cancer category
SEQUENCING_PLATFORM,stage2,semantic,treatment_status,0.4483,sequential,location,0.2982,facility,study_design,0.2973,trial design,sample_count,0.273,samples per patient,treatment_group,0.2595,allocation group
HORMONE_THERAPY_STATUS,stage3,ontology,cancer_type,1.0,HORMONE_THERAPY_STATUS,disease,1.0,HORMONE_THERAPY_STATUS,cancer_type_details,1.0,HORMONE_THERAPY_STATUS,,,,,,
LAST_TREATMENT_CATEGPORY,stage3,value_std,treatment_type,1.0,Chemotherapy,,,,,,,,,,,,
PRIOR_TREATMENTS,stage2,semantic,treatment_name,0.6799,treatment,treatment_end,0.6653,treatment completion,treatment_frequency,0.6595,treatment regimen,treatment_type,0.6533,treatment approach,treatment_notes,0.6266,treatment details
TUMOR_SITE_GROUP,stage3,value_std,treatment_status,1.0,Primary,,,,,,,,,,,,
PRIMARY_GLEASON_SCORE,stage2,semantic,oncotree_code,0.3965,primary diagnosis code,disease,0.3634,primary disease,target_condition,0.3579,primary phenotype,cancer_type,0.3267,primary diagnosis,patientId,0.2647,study id
COHORT,stage1,alias_exact,treatment_group,1.0,cohort,,,,,,,,,,,,
GLEASON_FIRST_REPORTED,stage2,semantic,sex,0.3621,reported sex,treatment_start,0.2635,first treatment date,cancer_type,0.2454,primary diagnosis,cancer_type_details,0.2395,pathology notes,treatment_status,0.2336,ongoing
GLEASON_HIGHEST_REPORTED,stage2,semantic,age_at_procurement,0.2298,collection age,sample_count,0.2279,specimen count,cancer_type,0.2267,cancer category,sex,0.2263,reported sex,studyId,0.2219,
HISTOLOGIC_FEATURES,stage2,semantic,cancer_type_details,0.7398,histology details,cancer_type,0.7161,histological type,cancer_subtype,0.7149,histologic subtype,histological_subtype,0.6275,,disease,0.5605,pathology
LINEAGE,stage3,ontology,body_site,1.0,LINEAGE,,,,,,,,,,,,
RADIATION,stage1,alias_exact,treatment_name,1.0,radiation,,,,,,,,,,,,
SUBSET,stage2,semantic,cancer_subtype,0.3958,subtype,treatment_group,0.3936,cohort,ancestry_details,0.3704,population subgroup,treatment_status,0.3239,sequential,studyId,0.3187,dataset id
MSI_COMMENT,stage2,semantic,treatment_notes,0.5067,comments,treatment_status,0.3775,response,sex,0.314,reported sex,treatment_reason,0.2564,purpose,studyId,0.2489,
OTHER,stage2,semantic,treatment_notes,0.4916,additional information,treatment_status,0.4211,ongoing,sex,0.3616,,treatment_group,0.3307,arm,treatment_reason,0.3282,purpose
ADRENAL_GLANDS,stage2,semantic,disease,0.3319,medical condition,specimen_type,0.311,tissue source,treatment_name,0.2985,therapeutic agent,body_site,0.2922,organ,treatment_group,0.2808,treatment arm
BONE,stage2,semantic,treatment_group,0.5672,arm,treatment_name,0.4609,surgery,sampleId,0.4183,tissue id,sex,0.4074,,sample_type,0.3988,tissue type
CNS_BRAIN,stage2,semantic,body_site,0.3287,anatomical site,patientId,0.3074,subject id,curation_id,0.3074,subject id,target_condition,0.2934,study disease,disease,0.283,medical condition
ECOG_KPS,stage2,semantic,treatment_group,0.2431,allocation group,treatment_notes,0.2405,miscellaneous,studyId,0.2243,study abbreviation,sex,0.2217,karyotypic sex,ancestry,0.2085,race category
HISTORY_OF_PDL1,stage2,semantic,treatment_start,0.2466,first treatment date,disease,0.2389,icd code,country,0.2071,origin country,treatment_name,0.1527,,treatment_group,0.1486,
INTRA_ABDOMINAL,stage2,semantic,body_site,0.4267,anatomic location,treatment_name,0.3955,surgery,cancer_status,0.3191,tumor presence,age_at_procurement,0.3117,surgical age,disease,0.3115,pathology
LIVER,stage2,semantic,body_site,0.6664,organ,treatment_name,0.4817,drug,cancer_type,0.4506,cancer,disease,0.4481,disease,oncotree_code,0.4306,tissue or organ of origin
LUNG,stage2,semantic,body_site,0.5175,organ,smoker,0.474,,disease,0.4525,medical condition,treatment_name,0.4396,surgery,cancer_type,0.4269,cancer
LYMPH_NODES,stage2,semantic,cancer_type_details,0.4525,detailed pathology,disease,0.4381,pathology,specimen_type,0.4036,tissue source,sample_type,0.3802,tumor tissue site,cancer_subtype,0.3634,pathology subtype
NUM_ICDO_DX,stage2,semantic,disease,0.5984,icd10,sample_count,0.4587,num samples,treatment_number,0.3579,dose count,treatment_dose,0.3374,dose amount,patientId,0.3107,pt id
PLEURA,stage2,semantic,patientId,0.3521,patid,cancer_type,0.2935,cancer,sampleId,0.2904,aliquot id,body_site,0.2841,organ,treatment_status,0.2759,response
PRIOR_MED_TO_MSK,stage2,semantic,treatment_name,0.3794,medication,location,0.3706,medical center,treatment_start,0.3607,first treatment date,patientId,0.3574,patient uuid,treatment_end,0.3559,last treatment date
REPRODUCTIVE_ORGANS,stage2,semantic,body_site,0.6523,organ,oncotree_code,0.5823,tissue or organ of origin,sex,0.5636,anatomical sex,specimen_type,0.4188,tissue source,sample_type,0.4097,tissue origin
HISTORY_OF_D_MMR,stage2,semantic,tumor_staging_tnm,0.2333,,country,0.2324,origin country,patientId,0.231,bcr patient barcode,sampleId,0.2179,bcr sample barcode,sample_type,0.2073,tissue origin
