iri,ontology_name,ontology_prefix,short_form,description,label,obo_id,type
http://purl.obolibrary.org/obo/NCIT_C3752,ncit,NCIT,NCIT_C3752,,Embryonal Carcinoma,NCIT:C3752,class
http://purl.obolibrary.org/obo/NCIT_C3264,ncit,NCIT,NCIT_C3264,,Embryonal Neoplasm,NCIT:C3264,class
http://purl.obolibrary.org/obo/NCIT_C8971,ncit,NCIT,NCIT_C8971,,Embryonal Rhabdomyosarcoma,NCIT:C8971,class
http://purl.obolibrary.org/obo/NCIT_C202010,ncit,NCIT,NCIT_C202010,,Embryonal Tumor with Multilayered Rosettes of the Fourth Ventricle,NCIT:C202010,class
http://purl.obolibrary.org/obo/NCIT_C129499,ncit,NCIT,NCIT_C129499,,Embryonal Tumor with Multilayered Rosettes without C19MC Alteration,NCIT:C129499,class
http://purl.obolibrary.org/obo/NCIT_C4915,ncit,NCIT,NCIT_C4915,,"Embryonal Tumor with Multilayered Rosettes, C19MC-Altered",NCIT:C4915,class
http://purl.obolibrary.org/obo/NCIT_C186535,ncit,NCIT,NCIT_C186535,,"Embryonal Tumor with Multilayered Rosettes, DICER1-Mutated",NCIT:C186535,class
http://purl.obolibrary.org/obo/NCIT_C186534,ncit,NCIT,NCIT_C186534,,Embryonal Tumor with Multilayered Rosettes,NCIT:C186534,class
http://purl.obolibrary.org/obo/NCIT_C176010,ncit,NCIT,NCIT_C176010,,Encapsulated Breast Papillary Carcinoma with Invasion,NCIT:C176010,class
http://purl.obolibrary.org/obo/NCIT_C176009,ncit,NCIT,NCIT_C176009,,Encapsulated Breast Papillary Carcinoma,NCIT:C176009,class
http://purl.obolibrary.org/obo/NCIT_C36035,ncit,NCIT,NCIT_C36035,,Encapsulated Neoplasm,NCIT:C36035,class
http://purl.obolibrary.org/obo/NCIT_C7386,ncit,NCIT,NCIT_C7386,,Encapsulated Thymoma,NCIT:C7386,class
http://purl.obolibrary.org/obo/NCIT_C156034,ncit,NCIT,NCIT_C156034,,Encapsulated Variant Thyroid Gland Papillary Carcinoma,NCIT:C156034,class
http://purl.obolibrary.org/obo/NCIT_C4701,ncit,NCIT,NCIT_C4701,,Encephalocraniocutaneous Lipomatosis,NCIT:C4701,class
http://purl.obolibrary.org/obo/NCIT_C3007,ncit,NCIT,NCIT_C3007,,Enchondroma,NCIT:C3007,class
http://purl.obolibrary.org/obo/NCIT_C3008,ncit,NCIT,NCIT_C3008,,Enchondromatosis,NCIT:C3008,class
http://purl.obolibrary.org/obo/NCIT_C35874,ncit,NCIT,NCIT_C35874,,Endemic African Kaposi Sarcoma,NCIT:C35874,class
http://purl.obolibrary.org/obo/NCIT_C27122,ncit,NCIT,NCIT_C27122,,Endemic Burkitt Lymphoma,NCIT:C27122,class
http://purl.obolibrary.org/obo/NCIT_C5662,ncit,NCIT,NCIT_C5662,,Endobronchial Hamartoma,NCIT:C5662,class
http://purl.obolibrary.org/obo/NCIT_C5661,ncit,NCIT,NCIT_C5661,,Endobronchial Leiomyoma,NCIT:C5661,class
http://purl.obolibrary.org/obo/NCIT_C5063,ncit,NCIT,NCIT_C5063,,Endobronchial Lipoma,NCIT:C5063,class
http://purl.obolibrary.org/obo/NCIT_C5346,ncit,NCIT,NCIT_C5346,,Endocardial Neoplasm,NCIT:C5346,class
http://purl.obolibrary.org/obo/NCIT_C127907,ncit,NCIT,NCIT_C127907,,"Endocervical Adenocarcinoma, Usual-Type",NCIT:C127907,class
http://purl.obolibrary.org/obo/NCIT_C34584,ncit,NCIT,NCIT_C34584,,Endocervical Polyp,NCIT:C34584,class
http://purl.obolibrary.org/obo/NCIT_C40224,ncit,NCIT,NCIT_C40224,,Endocervical Undifferentiated Sarcoma,NCIT:C40224,class
http://purl.obolibrary.org/obo/NCIT_C215715,ncit,NCIT,NCIT_C215715,,Endocrine Carcinoma,NCIT:C215715,class
http://purl.obolibrary.org/obo/NCIT_C167364,ncit,NCIT,NCIT_C167364,,Endocrine Mucin-Producing Sweat Gland Carcinoma,NCIT:C167364,class
http://purl.obolibrary.org/obo/NCIT_C3010,ncit,NCIT,NCIT_C3010,,Endocrine Neoplasm,NCIT:C3010,class
http://purl.obolibrary.org/obo/NCIT_C67560,ncit,NCIT,NCIT_C67560,,Endolymphatic Sac Tumor,NCIT:C67560,class
http://purl.obolibrary.org/obo/NCIT_C222632,ncit,NCIT,NCIT_C222632,,"Endometrial Adenocarcinoma, Not Otherwise Specified",NCIT:C222632,class
http://purl.obolibrary.org/obo/NCIT_C7359,ncit,NCIT,NCIT_C7359,,Endometrial Adenocarcinoma,NCIT:C7359,class
http://purl.obolibrary.org/obo/NCIT_C114656,ncit,NCIT,NCIT_C114656,,Endometrial Adenosquamous Carcinoma,NCIT:C114656,class
http://purl.obolibrary.org/obo/NCIT_C27789,ncit,NCIT,NCIT_C27789,,Endometrial Atypical Hyperplasia/Endometrioid Intraepithelial Neoplasia,NCIT:C27789,class
http://purl.obolibrary.org/obo/NCIT_C206217,ncit,NCIT,NCIT_C206217,,Endometrial Cancer by FIGO Stage 2023,NCIT:C206217,class
http://purl.obolibrary.org/obo/NCIT_C206218,ncit,NCIT,NCIT_C206218,,Endometrial Cancer with Molecular Classification by FIGO Stage 2023,NCIT:C206218,class
http://purl.obolibrary.org/obo/NCIT_C206278,ncit,NCIT,NCIT_C206278,,Endometrial Carcinoma Molecular Subtypes,NCIT:C206278,class
http://purl.obolibrary.org/obo/NCIT_C7558,ncit,NCIT,NCIT_C7558,,Endometrial Carcinoma,NCIT:C7558,class
http://purl.obolibrary.org/obo/NCIT_C8028,ncit,NCIT,NCIT_C8028,,Endometrial Clear Cell Adenocarcinoma,NCIT:C8028,class
http://purl.obolibrary.org/obo/NCIT_C126769,ncit,NCIT,NCIT_C126769,,Endometrial Dedifferentiated Carcinoma,NCIT:C126769,class
http://purl.obolibrary.org/obo/NCIT_C27844,ncit,NCIT,NCIT_C27844,,Endometrial Endometrioid Adenocarcinoma with a Poorly Differentiated Carcinomatous Component,NCIT:C27844,class
http://purl.obolibrary.org/obo/NCIT_C27845,ncit,NCIT,NCIT_C27845,,Endometrial Endometrioid Adenocarcinoma with an Undifferentiated Carcinomatous Component,NCIT:C27845,class
http://purl.obolibrary.org/obo/NCIT_C27843,ncit,NCIT,NCIT_C27843,,Endometrial Endometrioid Adenocarcinoma with Clear Cell Change,NCIT:C27843,class
http://purl.obolibrary.org/obo/NCIT_C27842,ncit,NCIT,NCIT_C27842,,Endometrial Endometrioid Adenocarcinoma with Metaplastic Changes,NCIT:C27842,class
http://purl.obolibrary.org/obo/NCIT_C27841,ncit,NCIT,NCIT_C27841,,"Endometrial Endometrioid Adenocarcinoma with Small Glands, Tubules or Cords",NCIT:C27841,class
http://purl.obolibrary.org/obo/NCIT_C27850,ncit,NCIT,NCIT_C27850,,Endometrial Endometrioid Adenocarcinoma with Spindled Epithelial Cells,NCIT:C27850,class
http://purl.obolibrary.org/obo/NCIT_C27848,ncit,NCIT,NCIT_C27848,,"Endometrial Endometrioid Adenocarcinoma, Ciliated Variant",NCIT:C27848,class
http://purl.obolibrary.org/obo/NCIT_C27839,ncit,NCIT,NCIT_C27839,,"Endometrial Endometrioid Adenocarcinoma, Secretory Variant",NCIT:C27839,class
http://purl.obolibrary.org/obo/NCIT_C6290,ncit,NCIT,NCIT_C6290,,"Endometrial Endometrioid Adenocarcinoma, Variant with Squamous Differentiation",NCIT:C6290,class
http://purl.obolibrary.org/obo/NCIT_C6287,ncit,NCIT,NCIT_C6287,,Endometrial Endometrioid Adenocarcinoma,NCIT:C6287,class
http://purl.obolibrary.org/obo/NCIT_C40148,ncit,NCIT,NCIT_C40148,,Endometrial High Grade Endometrioid Adenocarcinoma,NCIT:C40148,class
http://purl.obolibrary.org/obo/NCIT_C126772,ncit,NCIT,NCIT_C126772,,Endometrial Large Cell Neuroendocrine Carcinoma,NCIT:C126772,class
http://purl.obolibrary.org/obo/NCIT_C180510,ncit,NCIT,NCIT_C180510,,Endometrial Low Grade Endometrioid Adenocarcinoma,NCIT:C180510,class
http://purl.obolibrary.org/obo/NCIT_C179322,ncit,NCIT,NCIT_C179322,,Endometrial Mesonephric-Like Adenocarcinoma,NCIT:C179322,class
http://purl.obolibrary.org/obo/NCIT_C40153,ncit,NCIT,NCIT_C40153,,Endometrial Mixed Cell Adenocarcinoma,NCIT:C40153,class
http://purl.obolibrary.org/obo/NCIT_C180537,ncit,NCIT,NCIT_C180537,,"Endometrial Mucinous Adenocarcinoma, Gastric-Type",NCIT:C180537,class
http://purl.obolibrary.org/obo/NCIT_C180536,ncit,NCIT,NCIT_C180536,,"Endometrial Mucinous Adenocarcinoma, Intestinal-Type",NCIT:C180536,class
http://purl.obolibrary.org/obo/NCIT_C40144,ncit,NCIT,NCIT_C40144,,Endometrial Mucinous Adenocarcinoma,NCIT:C40144,class
http://purl.obolibrary.org/obo/NCIT_C181910,ncit,NCIT,NCIT_C181910,,Endometrial Mucosa-Associated Lymphoid Tissue Lymphoma,NCIT:C181910,class
http://purl.obolibrary.org/obo/NCIT_C3012,ncit,NCIT,NCIT_C3012,,Endometrial Neoplasm,NCIT:C3012,class
http://purl.obolibrary.org/obo/NCIT_C171033,ncit,NCIT,NCIT_C171033,,Endometrial Neuroendocrine Carcinoma,NCIT:C171033,class
http://purl.obolibrary.org/obo/NCIT_C6433,ncit,NCIT,NCIT_C6433,,Endometrial Polyp,NCIT:C6433,class
http://purl.obolibrary.org/obo/NCIT_C27838,ncit,NCIT,NCIT_C27838,,Endometrial Serous Adenocarcinoma,NCIT:C27838,class
http://purl.obolibrary.org/obo/NCIT_C40155,ncit,NCIT,NCIT_C40155,,Endometrial Small Cell Neuroendocrine Carcinoma,NCIT:C40155,class
http://purl.obolibrary.org/obo/NCIT_C8719,ncit,NCIT,NCIT_C8719,,Endometrial Squamous Cell Carcinoma,NCIT:C8719,class
http://purl.obolibrary.org/obo/NCIT_C4262,ncit,NCIT,NCIT_C4262,,Endometrial Stromal Nodule,NCIT:C4262,class
http://purl.obolibrary.org/obo/NCIT_C40154,ncit,NCIT,NCIT_C40154,,Endometrial Transitional Cell Carcinoma,NCIT:C40154,class
http://purl.obolibrary.org/obo/NCIT_C40156,ncit,NCIT,NCIT_C40156,,Endometrial Undifferentiated Carcinoma,NCIT:C40156,class
http://purl.obolibrary.org/obo/NCIT_C158610,ncit,NCIT,NCIT_C158610,,"Endometrioid Adenocarcinoma, Variant with Squamous Differentiation",NCIT:C158610,class
http://purl.obolibrary.org/obo/NCIT_C3769,ncit,NCIT,NCIT_C3769,,Endometrioid Adenocarcinoma,NCIT:C3769,class
http://purl.obolibrary.org/obo/NCIT_C8384,ncit,NCIT,NCIT_C8384,,Endometrioid Stromal and Related Neoplasms,NCIT:C8384,class
http://purl.obolibrary.org/obo/NCIT_C40220,ncit,NCIT,NCIT_C40220,,Endometrioid Stromal Sarcoma of the Cervix,NCIT:C40220,class
http://purl.obolibrary.org/obo/NCIT_C40270,ncit,NCIT,NCIT_C40270,,Endometrioid Stromal Sarcoma of the Vagina,NCIT:C40270,class
http://purl.obolibrary.org/obo/NCIT_C8973,ncit,NCIT,NCIT_C8973,,Endometrioid Stromal Sarcoma,NCIT:C8973,class
http://purl.obolibrary.org/obo/NCIT_C158620,ncit,NCIT,NCIT_C158620,,"Endometrioid Tumor, Variant with Squamous Differentiation",NCIT:C158620,class
http://purl.obolibrary.org/obo/NCIT_C7113,ncit,NCIT,NCIT_C7113,,Endometrioid Tumor,NCIT:C7113,class
http://purl.obolibrary.org/obo/NCIT_C104031,ncit,NCIT,NCIT_C104031,,ENSAT Stage I Adrenal Cortical Carcinoma,NCIT:C104031,class
http://purl.obolibrary.org/obo/NCIT_C104032,ncit,NCIT,NCIT_C104032,,ENSAT Stage II Adrenal Cortical Carcinoma,NCIT:C104032,class
http://purl.obolibrary.org/obo/NCIT_C104033,ncit,NCIT,NCIT_C104033,,ENSAT Stage III Adrenal Cortical Carcinoma,NCIT:C104033,class
http://purl.obolibrary.org/obo/NCIT_C104034,ncit,NCIT,NCIT_C104034,,ENSAT Stage IV Adrenal Cortical Carcinoma,NCIT:C104034,class
http://purl.obolibrary.org/obo/NCIT_C27252,ncit,NCIT,NCIT_C27252,,Enterochromaffin-Like Cell Neuroendocrine Tumor G1,NCIT:C27252,class
http://purl.obolibrary.org/obo/NCIT_C66925,ncit,NCIT,NCIT_C66925,,Enteroglucagonoma,NCIT:C66925,class
http://purl.obolibrary.org/obo/NCIT_C141295,ncit,NCIT,NCIT_C141295,,Enteropathy-Associated T-Cell Lymphoma by Ann Arbor Stage,NCIT:C141295,class
http://purl.obolibrary.org/obo/NCIT_C4737,ncit,NCIT,NCIT_C4737,,Enteropathy-Associated T-Cell Lymphoma,NCIT:C4737,class
http://purl.obolibrary.org/obo/NCIT_C4992,ncit,NCIT,NCIT_C4992,,Environment-Related Malignant Neoplasm,NCIT:C4992,class
http://purl.obolibrary.org/obo/NCIT_C27225,ncit,NCIT,NCIT_C27225,,Environment-Related Neoplasm,NCIT:C27225,class
http://purl.obolibrary.org/obo/NCIT_C3016,ncit,NCIT,NCIT_C3016,,Eosinophilic Granuloma,NCIT:C3016,class
http://purl.obolibrary.org/obo/NCIT_C189254,ncit,NCIT,NCIT_C189254,,Eosinophilic Solid and Cystic Renal Cell Carcinoma,NCIT:C189254,class
http://purl.obolibrary.org/obo/NCIT_C27889,ncit,NCIT,NCIT_C27889,,Eosinophilic Variant of Chromophobe Renal Cell Carcinoma,NCIT:C27889,class
http://purl.obolibrary.org/obo/NCIT_C155774,ncit,NCIT,NCIT_C155774,,Ependymal Pituicytoma,NCIT:C155774,class
http://purl.obolibrary.org/obo/NCIT_C6770,ncit,NCIT,NCIT_C6770,,Ependymal Tumor,NCIT:C6770,class
http://purl.obolibrary.org/obo/NCIT_C222261,ncit,NCIT,NCIT_C222261,,Ependymoma with Genetic Abnormalities,NCIT:C222261,class
http://purl.obolibrary.org/obo/NCIT_C3017,ncit,NCIT,NCIT_C3017,,Ependymoma,NCIT:C3017,class
http://purl.obolibrary.org/obo/NCIT_C6742,ncit,NCIT,NCIT_C6742,,Epicardial Lipoma,NCIT:C6742,class
http://purl.obolibrary.org/obo/NCIT_C5347,ncit,NCIT,NCIT_C5347,,Epicardial Neoplasm,NCIT:C5347,class
http://purl.obolibrary.org/obo/NCIT_C27516,ncit,NCIT,NCIT_C27516,,Epidermolytic Acanthoma,NCIT:C27516,class
http://purl.obolibrary.org/obo/NCIT_C39957,ncit,NCIT,NCIT_C39957,,Epididymal Adenocarcinoma,NCIT:C39957,class
http://purl.obolibrary.org/obo/NCIT_C6382,ncit,NCIT,NCIT_C6382,,Epididymal Adenomatoid Tumor,NCIT:C6382,class
http://purl.obolibrary.org/obo/NCIT_C192120,ncit,NCIT,NCIT_C192120,,Epididymal Carcinoma,NCIT:C192120,class
http://purl.obolibrary.org/obo/NCIT_C162483,ncit,NCIT,NCIT_C162483,,Epididymal Cystadenoma,NCIT:C162483,class
http://purl.obolibrary.org/obo/NCIT_C162488,ncit,NCIT,NCIT_C162488,,Epididymal Melanotic Neuroectodermal Tumor,NCIT:C162488,class
http://purl.obolibrary.org/obo/NCIT_C39958,ncit,NCIT,NCIT_C39958,,Epididymal Neoplasm,NCIT:C39958,class
http://purl.obolibrary.org/obo/NCIT_C155953,ncit,NCIT,NCIT_C155953,,Epididymal Papillary Cystadenoma,NCIT:C155953,class
http://purl.obolibrary.org/obo/NCIT_C192119,ncit,NCIT,NCIT_C192119,,Epididymal Squamous Cell Carcinoma,NCIT:C192119,class
http://purl.obolibrary.org/obo/NCIT_C5424,ncit,NCIT,NCIT_C5424,,Epidural Spinal Angiolipoma,NCIT:C5424,class
http://purl.obolibrary.org/obo/NCIT_C5310,ncit,NCIT,NCIT_C5310,,Epidural Spinal Cord Meningioma,NCIT:C5310,class
http://purl.obolibrary.org/obo/NCIT_C3019,ncit,NCIT,NCIT_C3019,,Epidural Spinal Neoplasm,NCIT:C3019,class
http://purl.obolibrary.org/obo/NCIT_C35697,ncit,NCIT,NCIT_C35697,,Epiglottic Carcinoma,NCIT:C35697,class
http://purl.obolibrary.org/obo/NCIT_C181714,ncit,NCIT,NCIT_C181714,,Epiglottic Squamous Cell Carcinoma,NCIT:C181714,class
http://purl.obolibrary.org/obo/NCIT_C4933,ncit,NCIT,NCIT_C4933,,Epiglottis Neoplasm,NCIT:C4933,class
http://purl.obolibrary.org/obo/NCIT_C7642,ncit,NCIT,NCIT_C7642,,Epipodophyllotoxin-Related Myelodysplastic Syndrome,NCIT:C7642,class
http://purl.obolibrary.org/obo/NCIT_C189924,ncit,NCIT,NCIT_C189924,,Epithelial Hepatoblastoma with Pleomorphic Pattern,NCIT:C189924,class
http://purl.obolibrary.org/obo/NCIT_C189923,ncit,NCIT,NCIT_C189923,,Epithelial Hepatoblastoma,NCIT:C189923,class
http://purl.obolibrary.org/obo/NCIT_C62241,ncit,NCIT,NCIT_C62241,,Epithelial Neoplasm by Obsolete Classification,NCIT:C62241,class
http://purl.obolibrary.org/obo/NCIT_C3709,ncit,NCIT,NCIT_C3709,,Epithelial Neoplasm,NCIT:C3709,class
http://purl.obolibrary.org/obo/NCIT_C9146,ncit,NCIT,NCIT_C9146,,Epithelial Predominant Kidney Wilms Tumor,NCIT:C9146,class
http://purl.obolibrary.org/obo/NCIT_C36053,ncit,NCIT,NCIT_C36053,,Epithelial Predominant Pulmonary Blastoma,NCIT:C36053,class
http://purl.obolibrary.org/obo/NCIT_C4278,ncit,NCIT,NCIT_C4278,,Epithelial Synovial Sarcoma,NCIT:C4278,class
http://purl.obolibrary.org/obo/NCIT_C4199,ncit,NCIT,NCIT_C4199,,Epithelial-Myoepithelial Carcinoma,NCIT:C4199,class
http://purl.obolibrary.org/obo/NCIT_C38151,ncit,NCIT,NCIT_C38151,,Epithelioid Angiomyolipoma,NCIT:C38151,class
http://purl.obolibrary.org/obo/NCIT_C4236,ncit,NCIT,NCIT_C4236,,Epithelioid Cell Melanoma,NCIT:C4236,class
http://purl.obolibrary.org/obo/NCIT_C66757,ncit,NCIT,NCIT_C66757,,Epithelioid Cell Nevus,NCIT:C66757,class
http://purl.obolibrary.org/obo/NCIT_C3486,ncit,NCIT,NCIT_C3486,,Epithelioid Cell Type Gastrointestinal Stromal Tumor,NCIT:C3486,class
http://purl.obolibrary.org/obo/NCIT_C129293,ncit,NCIT,NCIT_C129293,,Epithelioid Glioblastoma,NCIT:C129293,class
http://purl.obolibrary.org/obo/NCIT_C177552,ncit,NCIT,NCIT_C177552,,Epithelioid Hemangioendothelioma with WWTR1-CAMTA1 Gene Fusion,NCIT:C177552,class
http://purl.obolibrary.org/obo/NCIT_C177553,ncit,NCIT,NCIT_C177553,,Epithelioid Hemangioendothelioma with YAP1-TFE3 Gene Fusion,NCIT:C177553,class
http://purl.obolibrary.org/obo/NCIT_C3800,ncit,NCIT,NCIT_C3800,,Epithelioid Hemangioendothelioma,NCIT:C3800,class
http://purl.obolibrary.org/obo/NCIT_C4298,ncit,NCIT,NCIT_C4298,,Epithelioid Hemangioma,NCIT:C4298,class
http://purl.obolibrary.org/obo/NCIT_C3700,ncit,NCIT,NCIT_C3700,,Epithelioid Leiomyosarcoma,NCIT:C3700,class
http://purl.obolibrary.org/obo/NCIT_C172625,ncit,NCIT,NCIT_C172625,,Epithelioid Malignant Peripheral Nerve Sheath Tumor of the Skin,NCIT:C172625,class
http://purl.obolibrary.org/obo/NCIT_C6561,ncit,NCIT,NCIT_C6561,,Epithelioid Malignant Peripheral Nerve Sheath Tumor,NCIT:C6561,class
http://purl.obolibrary.org/obo/NCIT_C7985,ncit,NCIT,NCIT_C7985,,Epithelioid Mesothelioma,NCIT:C7985,class
http://purl.obolibrary.org/obo/NCIT_C177414,ncit,NCIT,NCIT_C177414,,Epithelioid Myxofibrosarcoma,NCIT:C177414,class
http://purl.obolibrary.org/obo/NCIT_C6558,ncit,NCIT,NCIT_C6558,,Epithelioid Neurofibroma,NCIT:C6558,class
http://purl.obolibrary.org/obo/NCIT_C9409,ncit,NCIT,NCIT_C9409,,Epithelioid Sarcoma NCI Grade 2,NCIT:C9409,class
http://purl.obolibrary.org/obo/NCIT_C9410,ncit,NCIT,NCIT_C9410,,Epithelioid Sarcoma NCI Grade 3,NCIT:C9410,class
http://purl.obolibrary.org/obo/NCIT_C3714,ncit,NCIT,NCIT_C3714,,Epithelioid Sarcoma,NCIT:C3714,class
http://purl.obolibrary.org/obo/NCIT_C178245,ncit,NCIT,NCIT_C178245,,Epithelioid Schwannoma,NCIT:C178245,class
http://purl.obolibrary.org/obo/NCIT_C6900,ncit,NCIT,NCIT_C6900,,Epithelioid Trophoblastic Tumor,NCIT:C6900,class
http://purl.obolibrary.org/obo/NCIT_C53972,ncit,NCIT,NCIT_C53972,,Erdheim-Chester Disease,NCIT:C53972,class
http://purl.obolibrary.org/obo/NCIT_C7064,ncit,NCIT,NCIT_C7064,,Erythroid Neoplasm,NCIT:C7064,class
http://purl.obolibrary.org/obo/NCIT_C7152,ncit,NCIT,NCIT_C7152,,Erythroleukemia,NCIT:C7152,class
http://purl.obolibrary.org/obo/NCIT_C133411,ncit,NCIT,NCIT_C133411,,Esophageal Adenocarcinoma by AJCC v7 Stage,NCIT:C133411,class
http://purl.obolibrary.org/obo/NCIT_C133401,ncit,NCIT,NCIT_C133401,,Esophageal Adenocarcinoma by AJCC v8 Clinical Stage,NCIT:C133401,class
http://purl.obolibrary.org/obo/NCIT_C133412,ncit,NCIT,NCIT_C133412,,Esophageal Adenocarcinoma by AJCC v8 Pathologic Stage,NCIT:C133412,class
http://purl.obolibrary.org/obo/NCIT_C133432,ncit,NCIT,NCIT_C133432,,Esophageal Adenocarcinoma by AJCC v8 Postneoadjuvant Therapy Stage,NCIT:C133432,class
http://purl.obolibrary.org/obo/NCIT_C133400,ncit,NCIT,NCIT_C133400,,Esophageal Adenocarcinoma by AJCC v8 Stage,NCIT:C133400,class
http://purl.obolibrary.org/obo/NCIT_C4025,ncit,NCIT,NCIT_C4025,,Esophageal Adenocarcinoma,NCIT:C4025,class
http://purl.obolibrary.org/obo/NCIT_C5342,ncit,NCIT,NCIT_C5342,,Esophageal Adenoid Cystic Carcinoma,NCIT:C5342,class
http://purl.obolibrary.org/obo/NCIT_C27421,ncit,NCIT,NCIT_C27421,,Esophageal Adenosquamous Carcinoma,NCIT:C27421,class
http://purl.obolibrary.org/obo/NCIT_C203673,ncit,NCIT,NCIT_C203673,,Esophageal and Gastroesophageal Junction Carcinoma,NCIT:C203673,class
http://purl.obolibrary.org/obo/NCIT_C7032,ncit,NCIT,NCIT_C7032,,Esophageal Basaloid Squamous Cell Carcinoma,NCIT:C7032,class
http://purl.obolibrary.org/obo/NCIT_C90500,ncit,NCIT,NCIT_C90500,,Esophageal Cancer by AJCC v6 Stage,NCIT:C90500,class
http://purl.obolibrary.org/obo/NCIT_C91221,ncit,NCIT,NCIT_C91221,,Esophageal Cancer by AJCC v7 Stage,NCIT:C91221,class
http://purl.obolibrary.org/obo/NCIT_C133399,ncit,NCIT,NCIT_C133399,,Esophageal Cancer by AJCC v8 Stage,NCIT:C133399,class
http://purl.obolibrary.org/obo/NCIT_C179888,ncit,NCIT,NCIT_C179888,,Esophageal Carcinoma Cuniculatum,NCIT:C179888,class
http://purl.obolibrary.org/obo/NCIT_C226297,ncit,NCIT,NCIT_C226297,,Esophageal Carcinoma In Situ,NCIT:C226297,class
http://purl.obolibrary.org/obo/NCIT_C224860,ncit,NCIT,NCIT_C224860,,"Esophageal Carcinoma, SWI/SNF Deficient",NCIT:C224860,class
http://purl.obolibrary.org/obo/NCIT_C3513,ncit,NCIT,NCIT_C3513,,Esophageal Carcinoma,NCIT:C3513,class
http://purl.obolibrary.org/obo/NCIT_C95625,ncit,NCIT,NCIT_C95625,,Esophageal Diffuse Large B-Cell Lymphoma,NCIT:C95625,class
http://purl.obolibrary.org/obo/NCIT_C5702,ncit,NCIT,NCIT_C5702,,Esophageal Fibroma,NCIT:C5702,class
http://purl.obolibrary.org/obo/NCIT_C27430,ncit,NCIT,NCIT_C27430,,Esophageal Gastrointestinal Stromal Tumor,NCIT:C27430,class
http://purl.obolibrary.org/obo/NCIT_C5699,ncit,NCIT,NCIT_C5699,,Esophageal Giant Fibrovascular Polyp,NCIT:C5699,class
http://purl.obolibrary.org/obo/NCIT_C27424,ncit,NCIT,NCIT_C27424,,Esophageal Glandular Intraepithelial Neoplasia,NCIT:C27424,class
http://purl.obolibrary.org/obo/NCIT_C5700,ncit,NCIT,NCIT_C5700,,Esophageal Granular Cell Tumor,NCIT:C5700,class
http://purl.obolibrary.org/obo/NCIT_C95622,ncit,NCIT,NCIT_C95622,,Esophageal Hemangioma,NCIT:C95622,class
http://purl.obolibrary.org/obo/NCIT_C5689,ncit,NCIT,NCIT_C5689,,Esophageal Hodgkin Lymphoma,NCIT:C5689,class
http://purl.obolibrary.org/obo/NCIT_C4839,ncit,NCIT,NCIT_C4839,,Esophageal Intraepithelial Neoplasia,NCIT:C4839,class
http://purl.obolibrary.org/obo/NCIT_C161906,ncit,NCIT,NCIT_C161906,,Esophageal Intramucosal Adenocarcinoma,NCIT:C161906,class
http://purl.obolibrary.org/obo/NCIT_C5706,ncit,NCIT,NCIT_C5706,,Esophageal Kaposi Sarcoma,NCIT:C5706,class
http://purl.obolibrary.org/obo/NCIT_C95620,ncit,NCIT,NCIT_C95620,,Esophageal Large Cell Neuroendocrine Carcinoma,NCIT:C95620,class
http://purl.obolibrary.org/obo/NCIT_C3866,ncit,NCIT,NCIT_C3866,,Esophageal Leiomyoma,NCIT:C3866,class
http://purl.obolibrary.org/obo/NCIT_C5334,ncit,NCIT,NCIT_C5334,,Esophageal Leiomyosarcoma,NCIT:C5334,class
http://purl.obolibrary.org/obo/NCIT_C5701,ncit,NCIT,NCIT_C5701,,Esophageal Lipoma,NCIT:C5701,class
http://purl.obolibrary.org/obo/NCIT_C5705,ncit,NCIT,NCIT_C5705,,Esophageal Liposarcoma,NCIT:C5705,class
http://purl.obolibrary.org/obo/NCIT_C224861,ncit,NCIT,NCIT_C224861,,Esophageal Lymphoepithelioma-Like Carcinoma,NCIT:C224861,class
http://purl.obolibrary.org/obo/NCIT_C5687,ncit,NCIT,NCIT_C5687,,Esophageal Lymphoma,NCIT:C5687,class
http://purl.obolibrary.org/obo/NCIT_C92185,ncit,NCIT,NCIT_C92185,,Esophageal Malignant Peripheral Nerve Sheath Tumor,NCIT:C92185,class
http://purl.obolibrary.org/obo/NCIT_C5707,ncit,NCIT,NCIT_C5707,,Esophageal Melanoma,NCIT:C5707,class
http://purl.obolibrary.org/obo/NCIT_C95621,ncit,NCIT,NCIT_C95621,,Esophageal Mixed Adenoneuroendocrine Carcinoma,NCIT:C95621,class
http://purl.obolibrary.org/obo/NCIT_C5343,ncit,NCIT,NCIT_C5343,,Esophageal Mucoepidermoid Carcinoma,NCIT:C5343,class
http://purl.obolibrary.org/obo/NCIT_C95626,ncit,NCIT,NCIT_C95626,,Esophageal Mucosa-Associated Lymphoid Tissue Lymphoma,NCIT:C95626,class
http://purl.obolibrary.org/obo/NCIT_C3028,ncit,NCIT,NCIT_C3028,,Esophageal Neoplasm,NCIT:C3028,class
http://purl.obolibrary.org/obo/NCIT_C95619,ncit,NCIT,NCIT_C95619,,Esophageal Neuroendocrine Carcinoma,NCIT:C95619,class
http://purl.obolibrary.org/obo/NCIT_C5821,ncit,NCIT,NCIT_C5821,,Esophageal Neuroendocrine Neoplasm,NCIT:C5821,class
http://purl.obolibrary.org/obo/NCIT_C5820,ncit,NCIT,NCIT_C5820,,Esophageal Neuroendocrine Tumor G1,NCIT:C5820,class
